;Date;Close;High;Low;Open;Volume;Retornos
0;2023-12-11;0.928962230682373;0.930890679359436;0.927790105342865;0.928962230682373;0;
1;2023-12-12;0.9289363026618958;0.9292557239532472;0.9241034388542176;0.9289363026618958;0;-0.0
2;2023-12-13;0.9261146187782288;0.9283326864242554;0.925223469734192;0.9261146187782288;0;-0.3
3;2023-12-14;0.9188896417617798;0.9191429615020752;0.9088265299797058;0.9188896417617798;0;-0.78
4;2023-12-15;0.9096614718437196;0.9172965288162231;0.908818244934082;0.9096614718437196;0;-1.0
5;2023-12-18;0.9178774952888488;0.9179448485374452;0.9149298071861268;0.9178774952888488;0;0.9
6;2023-12-19;0.91547429561615;0.9161284565925598;0.9101997017860411;0.91547429561615;0;-0.26
7;2023-12-20;0.9107136726379396;0.9144947528839112;0.9108214378356934;0.9108214378356934;0;-0.52
8;2023-12-21;0.9138261675834656;0.9144362211227416;0.9091322422027588;0.9138261675834656;0;0.34
9;2023-12-22;0.9086284041404724;0.909587025642395;0.9058135747909546;0.9086284041404724;0;-0.57
10;2023-12-25;0.9081167578697203;0.9094216227531432;0.9058791995048524;0.9081167578697203;0;-0.06
11;2023-12-26;0.9075233936309814;0.9083724617958068;0.906043291091919;0.9075233936309814;0;-0.07
12;2023-12-27;0.9056412577629088;0.9067334532737732;0.8991188406944275;0.9056412577629088;0;-0.21
13;2023-12-28;0.9002520442008972;0.90330970287323;0.8977224826812744;0.9002520442008972;0;-0.6
14;2023-12-29;0.9036688804626464;0.9055756330490112;0.9022176861763;0.9036688804626464;0;0.38
15;2024-01-01;0.906182825565338;0.906182825565338;0.905059278011322;0.906182825565338;0;0.28
16;2024-01-02;0.9061008095741272;0.9139764904975892;0.9055838584899902;0.9061008095741272;0;-0.01
17;2024-01-03;0.9139848947525024;0.9175995588302612;0.9120591878890992;0.9139848947525024;0;0.87
18;2024-01-04;0.9152814745903016;0.9160529375076294;0.9116103053092957;0.9152814745903016;0;0.14
19;2024-01-05;0.9134923219680786;0.9192274808883668;0.909487783908844;0.9134923219680786;0;-0.2
20;2024-01-08;0.9139848947525024;0.9153988361358644;0.9109459519386292;0.9139848947525024;0;0.05
21;2024-01-09;0.9132503271102904;0.9164558053016664;0.911934494972229;0.9132503271102904;0;-0.08
22;2024-01-10;0.9147540926933287;0.9154407382011414;0.9116684794425964;0.9147540926933287;0;0.16
23;2024-01-11;0.9112364649772644;0.9148460626602172;0.909926414489746;0.9112364649772644;0;-0.38
24;2024-01-12;0.9106887578964232;0.9143860936164856;0.9102991819381714;0.9106887578964232;0;-0.06
25;2024-01-15;0.913692593574524;0.9146035313606262;0.9125419855117798;0.913692593574524;0;0.33
26;2024-01-16;0.913675844669342;0.9202849268913268;0.913559079170227;0.913675844669342;0;-0.0
27;2024-01-17;0.919295072555542;0.9220754504203796;0.9188304543495178;0.919295072555542;0;0.62
28;2024-01-18;0.9186869859695436;0.9218459129333496;0.916909635066986;0.9186869859695436;0;-0.07
29;2024-01-19;0.9192274808883668;0.920301914215088;0.9181134700775146;0.9192274808883668;0;0.06
30;2024-01-22;0.918197751045227;0.919092297554016;0.9165903329849244;0.9181724190711976;0;-0.11
31;2024-01-23;0.9193711280822754;0.9239155650138856;0.9161787629127502;0.9193711280822754;0;0.13
32;2024-01-24;0.9210478067398072;0.92154860496521;0.914787530899048;0.9210478067398072;0;0.18
33;2024-01-25;0.9190585017204284;0.923727810382843;0.9175406694412231;0.9190585017204284;0;-0.22
34;2024-01-26;0.9219903945922852;0.9248982667922974;0.9189149141311646;0.9219903945922852;0;0.32
35;2024-01-29;0.9223050475120544;0.9262174367904664;0.921735405921936;0.9223050475120544;0;0.03
36;2024-01-30;0.9230627417564392;0.9248982667922974;0.9212089776992798;0.9230627417564392;0;0.08
37;2024-01-31;0.922253966331482;0.92532616853714;0.9186869859695436;0.922253966331482;0;-0.09
38;2024-02-01;0.9256688356399536;0.9276438355445862;0.9203442335128784;0.9256688356399536;0;0.37
39;2024-02-02;0.9196078777313232;0.927428662776947;0.9176837801933287;0.9196078777313232;0;-0.65
40;2024-02-05;0.9276954531669616;0.932479202747345;0.927127718925476;0.9276954531669616;0;0.88
41;2024-02-06;0.9311854243278505;0.9325138926506042;0.9291952848434448;0.9311854243278505;0;0.38
42;2024-02-07;0.9296271800994872;0.9298000931739808;0.9273598790168762;0.9296271800994872;0;-0.17
43;2024-02-08;0.9281604290008544;0.930864691734314;0.926947295665741;0.9281604290008544;0;-0.16
44;2024-02-09;0.9279794692993164;0.9291693568229676;0.9264149069786072;0.9279794692993164;0;-0.02
45;2024-02-12;0.926131784915924;0.9296185374259948;0.9254888892173768;0.926131784915924;0;-0.2
46;2024-02-13;0.9284017086029052;0.9344221949577332;0.926449179649353;0.928341269493103;0;0.25
47;2024-02-14;0.933846354484558;0.935016393661499;0.9315844774246216;0.933846354484558;0;0.59
48;2024-02-15;0.931827425956726;0.9325748682022096;0.9273083209991456;0.931827425956726;0;-0.22
49;2024-02-16;0.9282206892967224;0.9316278100013732;0.9276609420776368;0.9282206892967224;0;-0.39
50;2024-02-19;0.927282452583313;0.9291608333587646;0.9268699884414672;0.9273255467414856;0;-0.1
51;2024-02-20;0.9281086325645448;0.9292816519737244;0.9226624369621276;0.9281086325645448;0;0.09
52;2024-02-21;0.9250180125236512;0.9266895651817322;0.924274206161499;0.9250180125236512;0;-0.33
53;2024-02-22;0.9242229461669922;0.925574541091919;0.9186954498291016;0.9242229461669922;0;-0.09
54;2024-02-23;0.9238728880882264;0.9248212575912476;0.9225517511367798;0.9238728880882264;0;-0.04
55;2024-02-26;0.924282729625702;0.92498379945755;0.9208951592445374;0.924316942691803;0;0.04
56;2024-02-27;0.9216504693031312;0.9230797290802002;0.9203357100486756;0.9216335415840148;0;-0.28
57;2024-02-28;0.922373116016388;0.926088809967041;0.922041356563568;0.922373116016388;0;0.08
58;2024-02-29;0.9227135181427002;0.925480306148529;0.9212089776992798;0.922645390033722;0;0.04
59;2024-03-01;0.9255917072296144;0.926028847694397;0.922398567199707;0.9255917072296144;0;0.31
60;2024-03-04;0.9223560690879822;0.9227646589279176;0.9202679991722108;0.9223560690879822;0;-0.35
61;2024-03-05;0.9213193655014038;0.9223304986953736;0.9195824861526488;0.9213193655014038;0;-0.11
62;2024-03-06;0.9211835861206056;0.9224241375923156;0.916271150112152;0.9211835861206056;0;-0.01
63;2024-03-07;0.9175995588302612;0.9200901389122008;0.9140349626541138;0.9175995588302612;0;-0.39
64;2024-03-08;0.913275420665741;0.9152312874794006;0.9109459519386292;0.913275420665741;0;-0.47
65;2024-03-11;0.9138763546943665;0.916245937347412;0.9135006666183472;0.9138763546943665;0;0.07
66;2024-03-12;0.9148712158203124;0.9172629117965698;0.9141268730163574;0.9148712158203124;0;0.11
67;2024-03-13;0.9151894450187684;0.9157257080078124;0.9135090112686156;0.9151894450187684;0;0.03
68;2024-03-14;0.913025200366974;0.9188643097877502;0.9128835201263428;0.913025200366974;0;-0.24
