;papel;tipo;empresa;setor;cotacao;dt_ult_cotacao;min_52_sem;max_52_sem;vol_med;valor_mercado;valor_firma;ult_balanco_pro;nr_acoes;os_dia;pl;lpa;pvp;vpa;p_ebit;marg_bruta;psr;marg_ebit;p_ativo;marg_liquida;p_cap_giro;ebit_ativo;p_ativo_circ_liq;roic;div_yield;roe;ev_ebitda;liquidez_corr;ev_ebit;cres_rec;ativo;disponibilidades;ativo_circulante;divd_bruta;divd_liquida;patr_liquido;lucro_liquido_12m;lucro_liquido_3m
407;USIM3;ON N1;USIMINAS ON N1;Siderurgia e Metalurgia;7,01;24/08/2023;6,77;8,82;2.451.810;8.784.080.000;9.744.070.000;30/06/2023;1253080000;-0.14;33.37;0.21;0.37;18.92;4.15;10.7;0.29;7.0;0.22;2.0;0.62;5.3;1.59;6.5;4.3;1.1;3.16;3.97;4.61;26.4;39.738.700.000;4.940.640.000;18.956.300.000;5.900.620.000;959.983.000;23.709.800.000;263.207.000;254.219.000
408;USIM5;PNA N1;USIMINAS PNA N1;Siderurgia e Metalurgia;6,84;24/08/2023;6,31;8,86;83.113.600;8.571.060.000;9.531.040.000;30/06/2023;1253080000;-0.87;32.56;0.21;0.36;18.92;4.05;10.7;0.28;7.0;0.22;2.0;0.60;5.3;1.55;6.5;4.8;1.1;3.09;3.97;4.50;26.4;39.738.700.000;4.940.640.000;18.956.300.000;5.900.620.000;959.983.000;23.709.800.000;263.207.000;254.219.000
409;USIM6;PNB N1;USIMINAS PNB N1;Siderurgia e Metalurgia;16,31;24/08/2023;11,29;17,66;1.224;20.437.700.000;21.397.700.000;30/06/2023;1253080000;0.00;77.65;0.21;0.86;18.92;9.66;10.7;0.68;7.0;0.51;2.0;1.44;5.3;3.70;6.5;2.0;1.1;6.93;3.97;10.11;26.4;39.738.700.000;4.940.640.000;18.956.300.000;5.900.620.000;959.983.000;23.709.800.000;263.207.000;254.219.000
410;VALE3;ON NM;VALE ON NM;Mineração;62,20;24/08/2023;59,86;93,50;1.849.570.000;282.326.000.000;325.253.000.000;30/06/2023;4539010000;-1.33;4.96;12.54;1.51;41.20;3.62;39.1;1.37;37.8;0.64;27.8;29.43;17.7;-1.64;19.9;6.5;30.5;3.46;1.15;4.17;13.0;441.036.000.000;24.238.000.000;74.923.000.000;67.165.000.000;42.927.000.000;186.988.000.000;56.939.000.000;4.573.000.000
411;VAMO3;ON NM;VAMOS ON NM;Diversos;12,14;24/08/2023;10,74;16,04;86.707.700;13.406.500.000;22.572.600.000;30/06/2023;1104320000;-0.74;19.72;0.62;3.43;3.54;6.65;43.4;2.26;34.0;0.73;11.5;5.63;11.0;-1.38;12.4;2.1;17.4;9.17;2.00;11.20;68.8;18.384.400.000;1.343.030.000;4.769.380.000;10.509.200.000;9.166.140.000;3.912.110.000;680.011.000;106.601.000
412;VBBR3;ON;VIBRA ON;Petróleo, Gás e Biocombustíveis;18,59;24/08/2023;12,33;19,08;169.244.000;21.657.300.000;32.893.300.000;30/06/2023;1165000000;-0.64;30.12;0.62;1.69;11.00;11.18;3.2;0.13;1.1;0.55;0.4;1.71;4.9;-3.38;6.3;4.0;5.6;13.21;2.64;16.98;19.3;39.590.000.000;5.662.000.000;20.373.000.000;16.898.000.000;11.236.000.000;12.818.000.000;719.000.000;133.000.000
413;VSTE3;ON;VESTE ON;Comércio;16,82;24/08/2023;1,38;19,50;496.146;1.907.840.000;2.166.570.000;30/06/2023;113427000;-1.12;11.23;1.50;1.86;9.05;64.77;64.3;1.71;2.6;1.14;15.2;9.79;1.8;-19.87;2.0;0.7;16.5;10.30;1.56;73.56;3.8;1.668.710.000;40.461.000;545.661.000;299.189.000;258.728.000;1.027.040.000;169.826.000;5.157.000
414;VIIA3;ON;VIA ON;Comércio;1,60;24/08/2023;1,60;3,93;134.505.000;2.557.490.000;10.374.500.000;30/06/2023;1598430000;-1.84;-2.21;-0.72;0.55;2.88;1.35;30.7;0.08;6.2;0.08;-3.8;-0.70;5.8;-0.18;7.8;0.0;-25.1;3.42;0.79;5.46;5.3;32.956.000.000;874.000.000;14.151.000.000;8.691.000.000;7.817.000.000;4.610.000.000;-1.155.000.000;-492.000.000
415;VITT3;ON NM;VITTIA ON NM;Químicos;11,00;24/08/2023;10,15;15,26;2.762.390;1.573.540.000;1.737.910.000;30/06/2023;143049000;-0.54;12.42;0.89;2.80;3.93;11.95;39.7;2.07;17.3;1.85;16.4;5.12;15.5;7.24;16.9;3.0;22.5;11.54;2.55;13.20;12.1;850.005.000;45.129.000;505.121.000;209.495.000;164.366.000;562.176.000;126.646.000;-14.535.000
416;VIVA3;ON NM;VIVARA S.A. ON NM;Tecidos, Vestuário e Calçados;30,47;24/08/2023;19,01;30,99;64.558.600;7.196.950.000;7.210.410.000;30/06/2023;236198000;0.07;19.22;1.59;3.99;7.64;17.43;69.8;3.62;20.8;2.42;18.8;6.38;13.9;12.39;16.2;1.2;20.8;13.38;2.81;17.46;30.5;2.972.570.000;207.127.000;1.749.950.000;220.589.000;13.461.500;1.803.420.000;374.436.000;109.984.000
417;VIVR3;ON NM;VIVER ON NM;Construção Civil;3,91;24/08/2023;2,80;8,10;1.838.040;91.799.000;94.111.000;30/06/2023;23478000;11.40;-1.44;-2.72;4.97;0.79;-4.81;28.2;0.82;-17.1;0.28;-57.1;6.54;-5.9;-0.65;-6.7;0.0;-346.2;-5.18;1.09;-4.93;66.0;325.398.000;30.631.000;164.848.000;32.943.000;2.312.000;18.455.000;-63.883.000;-14.858.000
418;VIVT3;ON;TELEF BRASIL ON;Telecomunicações;41,68;24/08/2023;34,73;44,19;83.870.200;69.337.100.000;82.199.700.000;30/06/2023;1663560000;-0.57;15.33;2.72;1.01;41.27;10.26;43.2;1.38;13.4;0.58;9.0;-23.73;5.6;-2.20;6.4;5.7;6.6;4.17;0.87;12.17;3.4;120.157.000.000;5.405.900.000;19.903.600.000;18.268.600.000;12.862.700.000;68.651.400.000;4.523.330.000;1.122.530.000
419;VLID3;ON NM;VALID ON NM;Serviços Diversos;17,15;24/08/2023;7,84;17,23;6.001.220;1.403.490.000;1.860.240.000;30/06/2023;81836000;-0.06;8.57;2.00;1.09;15.79;3.16;39.3;0.74;23.4;0.54;8.0;2.21;17.0;-43.73;20.6;3.7;12.7;3.30;2.03;4.19;1.9;2.611.020.000;305.498.000;1.253.400.000;762.254.000;456.756.000;1.291.890.000;163.842.000;57.521.000
420;VULC3;ON;VULCABRAS S/A. ON;Tecidos, Vestuário e Calçados;21,43;24/08/2023;10,70;21,79;9.059.060;5.269.980.000;5.370.790.000;30/06/2023;245916000;-1.65;9.85;2.17;2.78;7.70;11.34;39.2;1.95;17.2;1.93;19.8;3.86;17.0;5.10;20.6;2.8;28.2;9.65;3.71;11.56;24.8;2.730.020.000;282.890.000;1.868.520.000;383.697.000;100.807.000;1.893.840.000;534.769.000;138.951.000
421;VVEO3;ON NM;VIVEO ON NM;Comércio e Distribuição;18,97;24/08/2023;14,98;22,15;9.212.550;6.123.910.000;8.434.480.000;30/06/2023;322821000;-1.15;29.24;0.65;2.58;7.36;10.35;16.2;0.60;5.8;0.68;2.0;2.70;6.6;-3.76;8.9;1.3;8.8;12.64;1.83;14.25;47.0;9.001.420.000;967.463.000;4.998.760.000;3.278.040.000;2.310.570.000;2.375.420.000;209.408.000;55.469.000
422;WEGE3;ON N1;WEG SA ON N1;Máquinas e Equipamentos;35,98;24/08/2023;27,89;41,65;318.831.000;151.020.000.000;148.322.000.000;30/06/2023;4197320000;-1.29;30.05;1.20;9.82;3.67;22.11;31.9;4.76;21.5;5.19;16.1;15.88;23.5;21.68;31.8;1.6;32.7;19.97;1.89;21.72;27.6;29.101.200.000;5.480.460.000;20.237.000.000;2.782.720.000;-2.697.740.000;15.385.000.000;5.026.270.000;1.368.400.000
423;WEST3;ON NM;WESTWING ON NM;Programas e Serviços;1,88;24/08/2023;0,86;2,43;3.728.810;207.737.000;84.473.000;30/06/2023;110498000;-4.08;-3.57;-0.53;0.72;2.59;-2.52;42.5;0.94;-37.2;0.53;-26.3;1.26;-21.0;1.53;-39.3;0.0;-20.3;-1.42;3.16;-1.03;09.9;391.094.000;150.004.000;240.486.000;26.740.000;-123.264.000;286.731.000;-58.178.000;-9.080.000
424;WHRL3;ON;WHIRLPOOL S.A. ON;Utilidades Domésticas;4,75;24/08/2023;4,37;5,38;14.429;7.138.230.000;6.391.380.000;30/06/2023;1502790000;0.00;20.29;0.23;2.99;1.59;11.95;15.9;0.66;5.5;0.82;3.3;15.84;6.8;-35.30;17.0;3.9;14.7;8.34;1.08;10.70;14.1;8.751.600.000;1.809.650.000;6.157.650.000;1.062.790.000;-746.855.000;2.387.150.000;351.742.000;125.906.000
425;WHRL4;PN;WHIRLPOOL S.A. PN;Utilidades Domésticas;4,53;24/08/2023;4,33;5,66;49.562;6.807.620.000;6.060.770.000;30/06/2023;1502790000;-3.00;19.35;0.23;2.85;1.59;11.40;15.9;0.63;5.5;0.78;3.3;15.11;6.8;-33.67;17.0;4.5;14.7;7.91;1.08;10.15;14.1;8.751.600.000;1.809.650.000;6.157.650.000;1.062.790.000;-746.855.000;2.387.150.000;351.742.000;125.906.000
426;WLMM3;ON;WLM ON;Comércio;23,95;24/08/2023;19,14;24,00;5.191;872.131.000;869.824.000;30/06/2023;36414700;-0.21;7.69;3.11;1.33;17.94;6.52;12.6;0.39;6.0;0.92;5.1;2.51;14.2;2.98;17.6;4.2;17.4;6.30;2.48;6.50;25.3;944.222.000;157.489.000;583.099.000;155.182.000;-2.307.010;653.320.000;113.374.000;25.255.000
427;WLMM4;PN;WLM PN;Comércio;35,90;24/08/2023;14,89;36,40;116.377;1.307.290.000;1.304.980.000;30/06/2023;36414700;-1.37;11.53;3.11;2.00;17.94;9.77;12.6;0.59;6.0;1.38;5.1;3.76;14.2;4.47;17.6;3.1;17.4;9.45;2.48;9.75;25.3;944.222.000;157.489.000;583.099.000;155.182.000;-2.307.010;653.320.000;113.374.000;25.255.000
428;YDUQ3;ON;YDUQS PART ON;Diversos;21,95;24/08/2023;6,47;23,70;110.218.000;6.784.500.000;11.051.000.000;30/06/2023;309089000;-1.35;61.58;0.36;2.16;10.16;9.06;58.5;1.40;15.4;0.70;2.3;7.35;7.7;-1.70;9.0;1.3;3.5;7.42;1.56;14.76;8.5;9.722.950.000;1.154.090.000;2.576.920.000;5.420.620.000;4.266.530.000;3.138.850.000;110.177.000;31.955.000
