;papel;tipo;empresa;setor;cotacao;dt_ult_cotacao;min_52_sem;max_52_sem;vol_med;valor_mercado;valor_firma;ult_balanco_pro;nr_acoes;os_dia;pl;lpa;pvp;vpa;p_ebit;marg_bruta;psr;marg_ebit;p_ativo;marg_liquida;p_cap_giro;ebit_ativo;p_ativo_circ_liq;roic;div_yield;roe;ev_ebitda;liquidez_corr;ev_ebit;cres_rec;ativo;disponibilidades;ativo_circulante;divd_bruta;divd_liquida;patr_liquido;lucro_liquido_12m;lucro_liquido_3m
287;NORD3;ON;NORDON INDS METALURGICAS SA ON;Máquinas e Equipamentos;5,70;10/08/2023;3,60;9,60;773;37.739.700;75.669.700;30/06/2023;6621000;0.00;-4.94;-1.15;-0.24;-23.60;-109.07;91.6;18.62;-17.1;2.05;-376.6;-0.24;-1.9;-0.22;-1.9;0.0;4.9;-218.70;0.01;-218.70;14.3;18.368.000;18.000;1.319.000;37.948.000;37.930.000;-156.237.000;-7.633.000;-338.000
288;NTCO3;ON NM;GRUPO NATURA ON NM;Produtos de Uso Pessoal e de Limpeza;15,54;24/08/2023;9,91;18,34;197.148.000;21.494.200.000;31.427.500.000;30/06/2023;1383150000;-1.77;-7.58;-2.05;1.05;14.85;15.15;64.7;0.62;4.1;0.42;-8.2;4.98;2.8;-1.56;3.4;0.0;-13.8;8.01;1.36;22.15;08.7;50.593.500.000;3.455.490.000;16.271.700.000;13.388.800.000;9.933.310.000;20.543.900.000;-2.834.090.000;-731.850.000
289;NUTR3;ON;NUTRIPLANT ON;Químicos;3,39;24/08/2023;2,80;8,00;22.702;44.897.200;50.308.200;30/06/2023;13244000;-7.12;12.74;0.27;1.42;2.38;7.72;16.3;0.29;3.7;0.47;2.3;1.27;6.0;-36.71;7.6;0.0;11.2;7.74;2.25;8.65;35.0;96.511.000;2.493.000;63.716.000;7.904.000;5.411.000;31.572.000;3.523.000;-17.000
290;ODPV3;ON NM;ODONTOPREV ON NM;Serv.Méd.Hospit. Análises e Diagnósticos;10,85;24/08/2023;7,89;13,33;20.572.400;5.994.580.000;5.681.690.000;30/06/2023;552496000;0.00;13.21;0.82;4.40;2.46;9.12;47.5;2.93;32.1;2.85;22.2;-29.31;31.2;-18.57;37.6;3.4;33.3;8.14;0.67;8.65;3.5;2.103.760.000;312.887.000;418.711.000;0;-312.887.000;1.361.670.000;453.725.000;122.864.000
291;OFSA3;ON NM;OUROFINO S/A ON NM;Medicamentos e Outros Produtos;23,65;24/08/2023;20,00;27,01;272.428;1.275.890.000;1.417.330.000;30/06/2023;53949000;-0.42;73.67;0.32;1.92;12.32;9.23;49.3;1.27;13.8;0.98;1.7;2.54;10.6;7.49;14.2;2.7;2.6;8.22;2.66;10.26;15.1;1.300.430.000;262.122.000;806.333.000;403.562.000;141.440.000;664.399.000;17.319.000;-70.399.000
292;OIBR3;ON N1;OI ON N1;Telecomunicações;0,78;24/08/2023;0,75;5,90;8.501.520;515.037.000;21.747.800.000;30/06/2023;660304000;0.00;-0.02;-34.59;-0.02;-36.34;-0.13;-4.0;0.05;-38.7;0.02;-219.4;-0.26;-13.7;-0.01;-17.9;0.0;95.2;-18.20;0.83;-5.40;-17.8;29.437.500.000;2.513.390.000;9.312.880.000;23.746.200.000;21.232.800.000;-23.993.100.000;-22.841.700.000;-844.899.000
293;OIBR4;ON N1;OI ON N1;Telecomunicações;2,12;24/08/2023;2,12;11,00;321.167;1.399.840.000;22.632.600.000;30/06/2023;660304000;0.00;-0.06;-34.59;-0.06;-36.34;-0.35;-4.0;0.13;-38.7;0.05;-219.4;-0.72;-13.7;-0.03;-17.9;0.0;95.2;-18.94;0.83;-5.62;-17.8;29.437.500.000;2.513.390.000;9.312.880.000;23.746.200.000;21.232.800.000;-23.993.100.000;-22.841.700.000;-844.899.000
294;ONCO3;ON NM;ONCOCLINICAS ON NM;Serv.Méd.Hospit. Análises e Diagnósticos;11,55;24/08/2023;5,52;12,14;29.761.600;6.092.410.000;8.991.570.000;30/06/2023;527482000;-0.43;41.98;0.28;2.73;4.23;8.54;35.9;1.21;14.2;0.71;4.6;5.53;8.3;-2.07;10.1;0.0;6.5;9.67;1.63;12.60;59.5;8.556.570.000;737.330.000;2.838.250.000;3.636.490.000;2.899.160.000;2.230.110.000;145.137.000;21.006.000
295;OPCT3;ON NM;OCEANPACT ON NM;Petróleo, Gás e Biocombustíveis;5,50;24/08/2023;2,29;5,70;3.766.170;1.099.780.000;2.112.630.000;30/06/2023;199960000;-0.72;-12.31;-0.45;1.39;3.95;6.97;20.2;0.78;11.2;0.47;4.2;-8.11;6.7;-1.23;7.5;0.0;-11.3;5.28;0.83;13.39;48.5;2.352.290.000;152.928.000;671.966.000;1.165.780.000;1.012.850.000;789.330.000;-89.316.000;0
296;ORVR3;ON NM;ORIZON ON NM;Água e Saneamento;36,20;24/08/2023;30,25;46,68;13.008.800;3.002.820.000;3.875.610.000;30/06/2023;82950900;-1.17;-17.97;-2.01;4.88;7.42;45.87;28.7;3.94;8.6;1.43;-21.0;12.92;3.1;-3.27;3.4;0.0;-27.1;14.82;1.81;59.21;41.4;2.099.360.000;134.757.000;519.927.000;1.007.540.000;872.783.000;615.668.000;-167.111.000;-5.149.000
297;OSXB3;ON NM;OSX BRASIL ON NM;Petróleo, Gás e Biocombustíveis;4,64;23/08/2023;4,00;7,90;24.950;14.606.700;5.707.170.000;30/06/2023;3148000;0.00;-0.05;-93.19;0.00;-1913.24;-0.48;90.6;0.40;-83.9;0.01;-990.6;-0.02;-1.1;0.00;-1.2;0.0;4.9;-314.36;0.01;-186.42;45.4;2.724.330.000;5.844.000;11.742.000;5.698.410.000;5.692.560.000;-6.022.890.000;-293.354.000;-202.736.000
298;PATI3;ON;PANATLANTICA ON;Siderurgia e Metalurgia;25,00;21/08/2023;25,00;60,36;11.085;598.300.000;514.128.000;30/06/2023;23932000;0.00;24.45;1.02;0.71;35.33;15.13;8.5;0.30;2.0;0.34;1.2;0.69;2.3;1.31;4.3;1.9;2.9;9.88;2.74;13.00;23.7;1.752.110.000;581.552.000;1.361.580.000;497.380.000;-84.172.000;845.603.000;24.471.000;471.000
299;PATI4;PN;PANATLANTICA PN;Siderurgia e Metalurgia;33,00;01/08/2023;32,60;50,41;1.006;789.756.000;705.584.000;30/06/2023;23932000;0.00;32.27;1.02;0.93;35.33;19.97;8.5;0.39;2.0;0.45;1.2;0.91;2.3;1.74;4.3;6.4;2.9;13.56;2.74;17.84;23.7;1.752.110.000;581.552.000;1.361.580.000;497.380.000;-84.172.000;845.603.000;24.471.000;471.000
300;PCAR3;ON;PÃO DE AÇÚCAR ON;Comércio e Distribuição;6,36;24/08/2023;5,57;9,82;67.254.200;1.718.080.000;4.660.080.000;30/06/2023;270139000;-3.05;-0.83;-7.67;0.15;41.53;18.88;21.4;0.27;1.4;0.04;-29.0;0.16;0.2;-0.99;0.2;0.0;-18.5;5.97;1.60;51.21;-36.9;44.398.000.000;3.217.000.000;28.951.000.000;6.159.000.000;2.942.000.000;11.220.000.000;-2.071.000.000;-425.000.000
301;PDGR3;ON NM;PDG REALT ON NM;Construção Civil;4,66;24/08/2023;3,13;98,00;562.045;15.014.500;1.312.480.000;30/06/2023;3222000;-4.90;-0.02;-253.53;0.00;-1599.95;-0.32;46.7;0.14;-42.2;0.01;-742.7;-0.01;-4.2;0.00;-6.1;0.0;15.8;-28.59;0.24;-28.14;06.0;1.100.910.000;83.697.000;860.139.000;1.381.160.000;1.297.460.000;-5.155.050.000;-816.857.000;-130.972.000
302;PDTC3;ON;PADTEC ON;Serviços Financeiros Diversos;2,57;24/08/2023;2,08;4,24;787.764;201.616.000;278.611.000;30/06/2023;78450000;0.39;10.34;0.25;1.49;1.72;6.29;34.2;0.52;8.3;0.41;5.1;1.12;6.4;-30.41;8.4;0.0;14.4;5.16;2.03;8.69;133.5;497.621.000;43.750.000;355.967.000;120.745.000;76.995.000;135.023.000;19.502.000;807.000
303;PEAB3;ON;CIA. DE PARTICIPAÇÕES ALIANÇA DA BAHIA ON;Holdings Diversificadas;33,99;21/08/2023;28,00;58,91;2.872;436.771.000;324.807.000;30/06/2023;12850000;0.00;19.15;1.78;0.63;53.93;55.99;78.7;8.86;15.8;0.50;46.3;1.71;0.9;4.86;1.2;2.3;3.3;25.57;14.66;41.64;-47.8;876.822.000;226.876.000;273.562.000;114.912.000;-111.964.000;693.041.000;22.809.000;5.370.000
304;PEAB4;PN;CIA. DE PARTICIPAÇÕES ALIANÇA DA BAHIA PN;Holdings Diversificadas;74,00;31/07/2023;53,00;83,93;6.889;950.900.000;838.936.000;30/06/2023;12850000;0.00;41.69;1.78;1.37;53.93;121.90;78.7;19.30;15.8;1.08;46.3;3.73;0.9;10.59;1.2;1.1;3.3;66.05;14.66;107.54;-47.8;876.822.000;226.876.000;273.562.000;114.912.000;-111.964.000;693.041.000;22.809.000;5.370.000
305;PETR3;ON;PETROBRAS ON;Petróleo, Gás e Biocombustíveis;35,32;24/08/2023;20,09;35,41;432.527.000;460.732.000.000;679.122.000.000;30/06/2023;13044500000;-0.25;2.95;11.99;1.24;28.42;1.76;50.6;0.79;45.0;0.47;27.0;-31.17;26.4;-0.96;29.0;26.2;42.2;2.02;0.90;2.60;19.4;990.459.000.000;60.985.000.000;136.816.000.000;279.375.000.000;218.390.000.000;370.683.000.000;156.375.000.000;28.782.000.000
306;PETR4;PN;PETROBRAS PN;Petróleo, Gás e Biocombustíveis;32,19;24/08/2023;17,40;32,24;1.586.480.000;419.902.000.000;638.292.000.000;30/06/2023;13044500000;-0.16;2.69;11.99;1.13;28.42;1.61;50.6;0.72;45.0;0.42;27.0;-28.40;26.4;-0.87;29.0;28.7;42.2;1.90;0.90;2.44;19.4;990.459.000.000;60.985.000.000;136.816.000.000;279.375.000.000;218.390.000.000;370.683.000.000;156.375.000.000;28.782.000.000
307;PETZ3;ON NM;PETZ ON NM;Comércio;5,41;24/08/2023;5,11;11,12;107.040.000;2.501.970.000;2.448.650.000;30/06/2023;462471000;-0.37;60.82;0.09;1.35;4.02;12.59;47.2;0.81;6.4;0.63;1.3;3.52;5.0;-3.47;6.3;0.5;2.2;4.90;2.05;12.32;31.7;3.964.640.000;506.721.000;1.385.640.000;453.403.000;-53.318.000;1.857.470.000;41.137.000;11.391.000
308;PFRM3;ON NM;PROFARMA ON NM;Comércio e Distribuição;3,89;24/08/2023;3,00;4,45;462.533;481.633.000;1.350.410.000;30/06/2023;123813000;2.37;15.68;0.25;0.40;9.69;1.29;14.7;0.06;4.5;0.10;0.4;0.52;8.1;3.15;12.0;4.5;2.6;2.63;1.40;3.62;16.4;4.618.100.000;156.224.000;3.251.880.000;1.025.010.000;868.781.000;1.199.720.000;30.715.000;14.827.000
309;PGMN3;ON NM;PAGUE MENOS ON NM;Comércio e Distribuição;4,02;24/08/2023;2,51;5,87;4.047.500;1.864.600.000;3.240.820.000;30/06/2023;463830000;-3.13;21.55;0.19;0.83;4.84;5.84;31.9;0.18;3.0;0.22;0.8;1.39;3.8;-0.92;4.9;4.4;3.9;3.95;1.47;10.16;12.9;8.465.630.000;315.984.000;4.176.680.000;1.692.210.000;1.376.220.000;2.245.360.000;86.540.000;-37.295.000
310;PINE4;PN;Pine PN;Intermediários Financeiros;3,89;24/08/2023;1,17;4,36;2.396.210;725.458.000;-;30/06/2023;186493000;-1.77;6.80;0.57;0.77;5.03;0;0;0;0;0;0.0;0;0.0;0;0;4.2;11.4;0;0;0;133.7;17.975.600.000;0;0;0;0;938.357.000;106.704.000;42.850.000
311;PLAS3;ON;PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A ON;Automóveis e Motocicletas;7,50;24/08/2023;7,50;11,99;1.836;93.187.500;378.910.000;30/06/2023;12425000;-6.25;4.30;1.75;-0.29;-26.29;-4.40;11.9;0.10;-2.3;0.14;2.4;-0.39;-3.2;-0.12;-3.7;0.0;-6.6;11.92;0.43;-17.89;28.8;658.811.000;7.093.000;179.431.000;292.815.000;285.722.000;-326.607.000;21.686.000;123.256.000
312;PLPL3;ON NM;PLANOEPLANO ON NM;Construção Civil;10,51;24/08/2023;2,67;11,68;10.472.100;2.146.730.000;2.374.870.000;30/06/2023;204256000;1.84;10.62;0.99;4.12;2.55;5.27;33.2;1.25;23.8;1.13;12.0;1.90;21.5;8.15;30.6;1.5;38.8;5.61;3.27;5.83;22.0;1.891.630.000;324.957.000;1.629.930.000;553.095.000;228.138.000;521.063.000;202.059.000;68.974.000
313;PMAM3;ON;PARANAPANEMA S.A. ON;Siderurgia e Metalurgia;5,02;24/08/2023;3,30;8,35;240.869;217.888.000;3.684.450.000;30/06/2023;43404000;0.00;-0.07;-71.44;-0.06;-83.53;-0.36;-38.3;0.16;-44.5;0.10;-230.2;-0.07;-28.5;-0.04;-39.0;0.0;85.5;-7.40;0.19;-6.15;-26.2;2.102.790.000;26.870.000;733.494.000;3.493.430.000;3.466.560.000;-3.625.740.000;-3.100.590.000;-613.263.000
314;PNVL3;ON;PANVEL FARMÁCIAS ON;Comércio e Distribuição;12,80;24/08/2023;8,93;13,54;5.824.350;1.924.830.000;2.730.800.000;30/06/2023;150377000;-1.61;23.30;0.55;1.71;7.49;13.78;31.1;0.46;3.3;0.69;2.0;3.97;5.0;-26.57;6.6;1.7;7.3;8.28;1.44;19.56;13.9;2.783.740.000;193.209.000;1.585.440.000;999.180.000;805.971.000;1.125.850.000;82.621.000;22.030.000
315;POMO3;ON;MARCOPOLO ON;Material de Transporte;4,73;24/08/2023;1,71;4,85;1.608.980;4.478.800.000;5.548.460.000;30/06/2023;946893000;-1.66;6.44;0.74;1.38;3.43;6.61;19.8;0.71;10.7;0.62;10.9;2.00;9.3;20.68;12.5;6.4;21.4;6.83;2.13;8.19;7.5;7.281.560.000;1.331.780.000;4.207.520.000;2.401.430.000;1.069.650.000;3.250.220.000;695.986.000;139.005.000
316;POMO4;PN N2;MARCOPOLO PN N2;Material de Transporte;5,93;24/08/2023;2,07;6,08;35.248.700;5.615.080.000;6.684.730.000;30/06/2023;946893000;-1.50;8.07;0.74;1.73;3.43;8.29;19.8;0.89;10.7;0.77;10.9;2.51;9.3;25.92;12.5;5.1;21.4;8.23;2.13;9.87;7.5;7.281.560.000;1.331.780.000;4.207.520.000;2.401.430.000;1.069.650.000;3.250.220.000;695.986.000;139.005.000
317;PORT3;ON NM;WILSON SONS ON NM;Transporte;12,88;24/08/2023;8,44;13,90;5.406.640;5.667.060.000;8.129.980.000;30/06/2023;439989000;-2.20;15.47;0.83;2.49;5.18;9.73;44.5;2.39;24.6;1.03;15.9;433.03;10.6;-2.28;11.2;3.6;16.1;9.40;1.02;13.95;-12.2;5.507.460.000;143.046.000;740.208.000;2.605.970.000;2.462.930.000;2.277.880.000;366.393.000;110.010.000
318;POSI3;ON NM;POSITIVO TEC ON NM;Computadores e Equipamentos;8,97;24/08/2023;5,92;12,46;12.821.000;1.271.950.000;2.156.800.000;30/06/2023;141800000;-3.13;5.97;1.50;0.92;9.80;3.39;28.2;0.34;9.9;0.33;5.7;0.80;9.8;2.00;12.9;5.7;15.3;5.05;2.07;5.74;25.1;3.849.290.000;433.101.000;3.083.160.000;1.317.960.000;884.854.000;1.389.550.000;212.889.000;20.249.000
319;PRIO3;ON;PETRORIO ON;Petróleo, Gás e Biocombustíveis;46,06;24/08/2023;26,39;48,59;424.041.000;40.865.800.000;49.960.400.000;30/06/2023;887229000;0.46;10.98;4.20;3.80;12.12;8.82;65.2;5.05;57.3;1.57;46.0;-101.31;17.8;-3.53;19.2;0.0;34.6;8.40;0.90;10.79;69.2;25.992.000.000;1.155.250.000;3.664.020.000;10.249.800.000;9.094.590.000;10.753.900.000;3.722.060.000;840.969.000
320;PRNR3;ON NM;PRINER ON NM;Serviços Diversos;10,89;24/08/2023;5,17;12,14;2.625.930;423.708.000;620.513.000;30/06/2023;38908000;-1.18;20.11;0.54;1.86;5.85;3.45;23.9;0.43;12.3;0.58;6.7;2.73;16.9;-4.56;20.0;2.4;9.3;4.01;1.65;5.05;32.0;726.263.000;78.864.000;393.916.000;275.669.000;196.805.000;227.707.000;21.067.000;6.348.000
321;PSSA3;ON;PORTO SEGURO SA ON;Previdência e Seguros;27,11;24/08/2023;20,49;29,33;61.486.300;17.528.900.000;6.211.610.000;30/06/2023;646586000;1.76;9.39;2.89;1.53;17.72;0.70;100.0;0.58;82.7;0.33;6.3;5.00;47.7;-2.93;60.8;4.8;16.3;0.24;1.11;0.25;14.6;52.623.300.000;11.317.300.000;35.091.600.000;0;-11.317.300.000;11.459.200.000;1.866.710.000;705.555.000
322;PTBL3;ON;PORTOBELLO S/A ON;Construção e Engenharia;6,89;24/08/2023;5,27;12,82;11.220.900;971.401.000;1.827.170.000;30/06/2023;140987000;1.03;117.62;0.06;2.60;2.65;5.94;40.4;0.46;7.7;0.32;0.4;9.77;5.3;-0.70;7.4;3.0;2.2;6.56;1.08;11.18;22.7;3.058.120.000;409.032.000;1.290.930.000;1.264.800.000;855.765.000;373.896.000;8.259.000;-38.301.000
323;PTNT3;ON;PETTENATI ON;Tecidos, Vestuário e Calçados;10,40;24/08/2023;7,63;12,90;14.838;499.683.000;646.087.000;31/03/2023;48046500;1.07;10.85;0.96;1.35;7.70;7.37;17.0;0.58;7.8;0.58;7.0;2.76;7.9;17.33;10.5;3.1;12.5;6.72;1.68;9.53;14.4;858.653.000;108.883.000;446.419.000;255.286.000;146.403.000;369.753.000;46.050.100;24.055.500
324;PTNT4;PN;PETTENATI PN;Tecidos, Vestuário e Calçados;7,67;24/08/2023;5,18;7,67;133.371;368.517.000;514.920.000;31/03/2023;48046500;2.40;8.00;0.96;1.00;7.70;5.43;17.0;0.43;7.8;0.43;7.0;2.04;7.9;12.78;10.5;4.2;12.5;5.36;1.68;7.59;14.4;858.653.000;108.883.000;446.419.000;255.286.000;146.403.000;369.753.000;46.050.100;24.055.500
325;QUAL3;ON NM;QUALICORP ON NM;Serv.Méd.Hospit. Análises e Diagnósticos;3,86;24/08/2023;3,54;10,27;19.881.000;1.096.290.000;2.463.700.000;30/06/2023;284014000;0.78;-5400.46;0.00;0.79;4.86;2.31;77.2;0.59;25.6;0.24;0.4;9.36;10.4;-0.60;14.0;2.1;0.0;2.67;1.09;5.19;00.8;4.588.060.000;883.429.000;1.372.080.000;2.250.840.000;1.367.410.000;1.379.470.000;-203.000;13.728.000
326;RADL3;ON;RAIADROGASIL ON;Comércio e Distribuição;27,29;24/08/2023;20,68;29,55;136.037.000;46.884.400.000;48.917.600.000;30/06/2023;1718010000;-0.15;45.47;0.60;8.48;3.22;24.19;30.0;1.48;6.1;2.64;3.3;15.95;10.9;-20.86;14.6;1.2;18.6;13.96;1.42;25.23;18.7;17.745.400.000;370.435.000;9.895.740.000;2.403.600.000;2.033.170.000;5.531.980.000;1.031.080.000;338.188.000
327;RAIL3;ON NM;RUMO S.A. ON NM;Transporte;23,13;24/08/2023;16,46;24,09;336.505.000;42.903.100.000;54.276.100.000;30/06/2023;1854870000;-0.73;54.42;0.43;2.78;8.32;14.13;34.5;4.16;29.4;0.92;7.7;10.19;6.5;-1.98;7.5;0.3;5.1;10.86;1.85;17.88;10.1;46.472.900.000;5.714.930.000;9.187.730.000;17.087.900.000;11.373.000.000;15.440.200.000;788.347.000;167.284.000
328;RAIZ4;PN N2;RAIZEN PN N2;Petróleo, Gás e Biocombustíveis;3,73;24/08/2023;2,25;4,68;90.866.500;38.614.900.000;78.464.200.000;30/06/2023;10352500000;3.32;15.28;0.24;1.70;2.19;5.17;6.8;0.17;3.3;0.35;1.1;28.08;6.7;-0.93;8.3;6.3;11.1;5.01;1.03;10.51;45.5;111.896.000.000;4.066.100.000;47.171.200.000;43.915.400.000;39.849.300.000;22.691.000.000;2.526.980.000;637.750.000
329;RANI3;ON;IRANI ON;Madeira e Papel;10,56;24/08/2023;6,86;10,94;9.110.370;2.601.550.000;3.588.990.000;30/06/2023;246359000;-1.31;5.28;2.00;2.03;5.20;4.84;46.9;1.58;32.6;0.69;29.9;2.93;14.2;-2.39;19.5;8.4;38.5;5.59;2.70;6.67;18.5;3.777.360.000;861.955.000;1.407.330.000;1.849.400.000;987.440.000;1.281.240.000;493.153.000;228.746.000
330;RAPT3;ON N1;RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES ON N1;Material de Transporte;9,98;24/08/2023;6,58;10,20;193.617;3.286.720.000;6.513.160.000;30/06/2023;329331000;0.60;6.90;1.45;1.12;8.91;2.21;25.1;0.29;13.1;0.26;6.3;0.84;11.8;-2.78;15.6;5.1;16.2;3.73;2.17;4.39;28.5;12.530.400.000;2.056.990.000;7.235.830.000;5.283.430.000;3.226.440.000;2.934.230.000;476.026.000;116.798.000
331;RAPT4;PN N1;RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES PN N1;Material de Transporte;12,74;24/08/2023;7,02;12,82;25.763.600;4.195.680.000;7.422.110.000;30/06/2023;329331000;-0.62;8.81;1.45;1.43;8.91;2.83;25.1;0.37;13.1;0.33;6.3;1.08;11.8;-3.55;15.6;4.0;16.2;4.25;2.17;5.00;28.5;12.530.400.000;2.056.990.000;7.235.830.000;5.283.430.000;3.226.440.000;2.934.230.000;476.026.000;116.798.000
332;RCSL4;PN;RECRUSUL PN;Material de Transporte;1,26;24/08/2023;1,05;2,71;4.150.720;160.384.000;160.118.000;30/06/2023;127289000;-11.89;-12.57;-0.10;370.40;0.00;-146.47;13.2;2.42;-1.7;2.63;-19.5;16.14;-1.8;-5.45;-1.9;0.0;-2947.6;1104.26;1.47;-146.23;56.6;61.083.000;266.000;31.213.000;0;-266.000;433.000;-12.763.000;-730.000
333;RDNI3;ON NM;RNI ON NM;Construção Civil;5,45;24/08/2023;4,99;7,26;79.138;238.546.000;939.099.000;30/06/2023;43770000;0.00;-68.63;-0.08;0.38;14.21;10.00;24.7;0.38;3.8;0.10;1.1;0.82;1.0;-0.25;1.1;2.6;-0.6;33.00;1.71;39.38;28.5;2.305.420.000;36.334.000;701.238.000;736.887.000;700.553.000;622.114.000;-3.476.000;-17.637.000
334;RDOR3;ON NM;REDE D OR ON NM;Serv.Méd.Hospit. Análises e Diagnósticos;29,66;24/08/2023;20,00;36,98;171.838.000;67.900.400.000;70.408.300.000;30/06/2023;2289290000;-1.10;51.36;0.58;3.03;9.79;14.29;18.8;1.95;13.7;0.73;4.1;2.57;5.1;-2.50;7.6;0.6;5.9;10.99;2.68;14.81;37.2;92.966.000.000;29.274.700.000;42.077.300.000;31.782.600.000;2.507.870.000;22.421.500.000;1.321.940.000;408.529.000
335;RECV3;ON NM;PETRORECONCA ON NM;Petróleo, Gás e Biocombustíveis;23,38;24/08/2023;17,23;34,68;56.419.800;6.855.810.000;6.678.940.000;30/06/2023;293234000;-1.39;6.87;3.40;1.59;14.71;6.29;40.9;2.32;36.8;1.01;33.7;-48.26;16.1;-5.72;19.4;4.5;23.1;4.35;0.90;6.13;52.5;6.767.580.000;785.484.000;1.254.770.000;608.615.000;-176.869.000;4.314.600.000;997.676.000;177.641.000
336;REDE3;ON;REDE EMPRESAS DE ENERGIA ELÉTRICA S.A. ON;Energia Elétrica;5,97;24/08/2023;4,45;6,74;40.024;12.598.600.000;22.352.600.000;30/06/2023;2110320000;2.58;9.67;0.62;3.32;1.80;3.70;28.4;0.83;22.5;0.48;11.7;11.09;12.9;-0.92;14.9;11.4;34.3;5.39;1.19;6.56;12.1;26.428.900.000;2.389.840.000;7.129.510.000;12.143.800.000;9.753.950.000;3.795.350.000;1.303.200.000;364.115.000
337;RENT3;ON;LOCALIZA RENT A CAR ON;Diversos;65,53;24/08/2023;48,59;72,26;424.043.000;69.485.500.000;96.606.700.000;30/06/2023;1060360000;-1.31;53.27;1.23;2.79;23.46;13.63;30.0;2.70;19.8;0.97;5.1;21.42;7.1;-2.29;8.8;2.1;5.2;10.43;1.24;18.95;24.6;71.955.900.000;9.730.360.000;16.764.900.000;36.851.600.000;27.121.200.000;24.880.200.000;1.304.290.000;-88.069.000
338;RNEW11;UNT N2;RENOVA UNT N2;Energia Elétrica;4,42;24/08/2023;4,31;7,90;46.098;367.573.000;1.361.530.000;30/06/2023;249484000;-0.90;0.57;7.77;0.43;10.28;-18.54;28.2;1.49;-8.0;0.13;261.7;-1.16;-0.7;-0.20;-0.7;0.0;75.5;19.02;0.20;-68.66;0.2;2.740.810.000;29.474.000;78.767.000;1.023.430.000;993.960.000;855.087.000;645.852.000;-42.732.000
339;RNEW3;ON N2;RENOVA ON N2;Energia Elétrica;1,47;24/08/2023;1,38;2,65;315.515;366.741.000;1.360.700.000;30/06/2023;249484000;-1.34;0.57;2.59;0.43;3.43;-18.49;28.2;1.49;-8.0;0.13;261.7;-1.16;-0.7;-0.20;-0.7;0.0;75.5;19.01;0.20;-68.62;0.2;2.740.810.000;29.474.000;78.767.000;1.023.430.000;993.960.000;855.087.000;645.852.000;-42.732.000
340;RNEW4;PN N2;RENOVA PN N2;Energia Elétrica;1,49;24/08/2023;1,45;2,60;170.424;371.731.000;1.365.690.000;30/06/2023;249484000;-1.32;0.58;2.59;0.43;3.43;-18.75;28.2;1.51;-8.0;0.14;261.7;-1.18;-0.7;-0.21;-0.7;0.0;75.5;19.08;0.20;-68.87;0.2;2.740.810.000;29.474.000;78.767.000;1.023.430.000;993.960.000;855.087.000;645.852.000;-42.732.000
341;ROMI3;ON;ROMI ON;Máquinas e Equipamentos;13,11;24/08/2023;10,53;18,36;8.455.650;1.163.300.000;1.693.320.000;30/06/2023;88734000;-2.89;5.28;2.48;1.05;12.48;5.04;33.0;0.77;15.4;0.51;14.7;1.46;10.1;4.76;12.2;7.0;19.9;5.93;2.31;7.34;21.8;2.275.120.000;284.037.000;1.410.440.000;814.051.000;530.014.000;1.107.180.000;220.254.000;32.497.000
342;RPAD3;ON;ALFA HOLDINGS ON;Intermediários Financeiros;6,88;22/08/2023;6,43;7,99;414;582.612.000;521.499.000;30/06/2023;84682000;0.00;9.57;0.72;0.54;12.83;-99.24;0;0;0;0.53;0.0;10.08;-0.5;10.09;-0.6;0.0;5.6;-88.83;16.67;-88.83;-31.7;1.090.470.000;0;0;0;0;-61.113.000;-5.871.000;-1.246.000
343;RPAD5;PNA;ALFA HOLDINGS PNA;Intermediários Financeiros;7,50;23/08/2023;6,07;8,79;2.707;635.115.000;574.002.000;30/06/2023;84682000;0.00;10.43;0.72;0.58;12.83;-108.18;0;0;0;0.58;0.0;10.99;-0.5;11.00;-0.6;7.7;5.6;-97.77;16.67;-97.77;-31.7;1.090.470.000;0;0;0;0;-61.113.000;-5.871.000;-1.246.000
344;RPAD6;PNB;ALFA HOLDINGS PNB;Intermediários Financeiros;7,50;21/08/2023;4,40;7,50;1.519;635.115.000;574.002.000;30/06/2023;84682000;0.00;10.43;0.72;0.58;12.83;-108.18;0;0;0;0.58;0.0;10.99;-0.5;11.00;-0.6;0.0;5.6;-97.77;16.67;-97.77;-31.7;1.090.470.000;0;0;0;0;-61.113.000;-5.871.000;-1.246.000
345;RPMG3;ON;REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A ON;Petróleo, Gás e Biocombustíveis;2,22;24/08/2023;1,52;3,47;117.279;150.276.000;152.171.000;31/12/2022;67692000;-1.33;-0.16;-13.83;-0.03;-66.33;-0.15;-12.7;0.03;-19.5;0.03;-18.8;-0.04;-19.3;-0.03;-20.3;0.0;20.8;-0.16;0.52;-0.16;50.3;5.044.800.000;1.011.000;4.685.130.000;2.906.000;1.895.000;-4.490.010.000;-935.952.000;-257.105.000
