;Date;Close;High;Low;Open;Volume;Retornos
0;2023-10-15;1558.06982421875;1565.7608642578125;1550.5545654296875;1555.0760498046875;2923337883;
1;2023-10-16;1600.5343017578125;1628.15625;1555.9896240234375;1558.3134765625;8846928526;2.73
2;2023-10-17;1565.4395751953125;1601.294677734375;1554.4029541015625;1600.6356201171875;5032686973;-2.19
3;2023-10-18;1563.7498779296875;1584.7269287109375;1556.736328125;1565.3828125;4354138855;-0.11
4;2023-10-19;1567.45703125;1573.7376708984375;1543.5850830078125;1563.9581298828125;5035110867;0.24
5;2023-10-20;1604.6668701171875;1628.6090087890625;1562.3028564453125;1567.5709228515625;6747486127;2.37
6;2023-10-21;1629.304443359375;1641.2418212890625;1593.447998046875;1604.822265625;4212179634;1.54
7;2023-10-22;1663.429931640625;1667.6666259765625;1623.9847412109375;1629.2977294921875;5248406817;2.09
8;2023-10-23;1765.3826904296875;1794.0704345703125;1663.447998046875;1674.8492431640625;14362295879;6.13
9;2023-10-24;1784.4375;1852.6844482421875;1758.6900634765625;1766.0146484375;15888690475;1.08
10;2023-10-25;1787.3975830078125;1814.4847412109373;1762.1470947265625;1784.905029296875;9439066475;0.17
11;2023-10-26;1804.039306640625;1865.09521484375;1764.0130615234375;1787.48193359375;11196672635;0.93
12;2023-10-27;1780.0452880859375;1804.1358642578125;1751.4400634765625;1803.794921875;7493399771;-1.33
13;2023-10-28;1776.6181640625;1800.6053466796875;1773.4366455078125;1780.084228515625;4226112731;-0.19
14;2023-10-29;1795.5460205078125;1810.4886474609373;1766.052978515625;1776.56396484375;4358528382;1.07
15;2023-10-30;1810.088623046875;1829.24951171875;1779.364501953125;1795.589111328125;7534051038;0.81
16;2023-10-31;1816.458984375;1819.97265625;1784.567626953125;1810.131591796875;6477922747;0.35
17;2023-11-01;1847.0897216796875;1858.3128662109373;1786.4095458984375;1815.8720703125;10628825648;1.69
18;2023-11-02;1800.6209716796875;1873.885009765625;1790.11474609375;1847.2598876953125;9004197724;-2.52
19;2023-11-03;1832.795166015625;1835.072509765625;1779.635498046875;1800.91650390625;7622864055;1.79
20;2023-11-04;1857.6986083984373;1867.2613525390625;1825.736572265625;1833.368896484375;4845080427;1.36
21;2023-11-05;1894.15771484375;1911.608642578125;1848.6201171875;1857.3956298828125;8867152645;1.96
22;2023-11-06;1899.83740234375;1914.5826416015625;1871.9730224609373;1894.027099609375;8104122602;0.3
23;2023-11-07;1888.124267578125;1907.5614013671875;1852.7908935546875;1900.5997314453125;9203228152;-0.62
24;2023-11-08;1889.3223876953125;1904.5462646484373;1874.545654296875;1887.1190185546875;6751627017;0.06
25;2023-11-09;2120.56103515625;2130.88525390625;1884.204345703125;1888.9403076171875;24709695029;12.24
26;2023-11-10;2078.289794921875;2134.69140625;2068.13427734375;2121.0673828125;14740624457;-1.99
27;2023-11-11;2052.7138671875;2089.530517578125;2035.0821533203125;2078.058349609375;10228351203;-1.23
28;2023-11-12;2045.18701171875;2066.00341796875;2019.028076171875;2053.11865234375;7951011698;-0.37
