Date;Open;High;Low;Close;Adj Close;Volume;ret;tret;Adj Low;Adj High;Adj Open;Returns;Target;Vol;MM20;Detrend
2023-01-09;39.27000045776367;39.27000045776367;39.27000045776367;39.27000045776367;33.63430404663086;1100;;;33.63430404663086;33.63430404663086;33.63430404663086;;0.0;;;
2023-01-10;39.27000045776367;39.27000045776367;39.27000045776367;39.27000045776367;33.63430404663086;0;0.0;0.0;33.63430404663086;33.63430404663086;33.63430404663086;0.0;0.0;;;
2023-01-11;39.27000045776367;39.27000045776367;39.27000045776367;39.27000045776367;33.63430404663086;0;0.0;0.0;33.63430404663086;33.63430404663086;33.63430404663086;0.0;0.0;;;
2023-01-12;39.27000045776367;39.27000045776367;39.27000045776367;39.27000045776367;33.63430404663086;0;0.0;0.0;33.63430404663086;33.63430404663086;33.63430404663086;0.0;0.0;;;
2023-01-13;39.27000045776367;39.27000045776367;39.27000045776367;39.27000045776367;33.63430404663086;0;0.0;0.0;33.63430404663086;33.63430404663086;33.63430404663086;0.0;-0.019607847584975024;;;
2023-01-16;38.0;38.5;38.0;38.5;32.97480773925781;200;-1.96;-1.96;32.47480773925781;32.97480773925781;32.47480773925781;-0.019607847584975024;0.0;;;
2023-01-17;38.5;38.5;38.5;38.5;32.97480773925781;200;0.0;-1.96;32.97480773925781;32.97480773925781;32.97480773925781;0.0;0.0;;;
2023-01-18;38.5;38.5;38.5;38.5;32.97480773925781;0;0.0;-1.96;32.97480773925781;32.97480773925781;32.97480773925781;0.0;0.0;;;
2023-01-19;38.5;38.5;38.5;38.5;32.97480773925781;0;0.0;-1.96;32.97480773925781;32.97480773925781;32.97480773925781;0.0;-0.012986820679146138;;;
2023-01-20;38.5099983215332;38.5099983215332;38.0;38.0;32.54656982421875;600;-1.3;-3.26;32.54656982421875;33.05656814575195;33.05656814575195;-0.012986820679146138;0.0;;;
2023-01-23;38.0;38.0;38.0;38.0;32.54656982421875;0;0.0;-3.26;32.54656982421875;32.54656982421875;32.54656982421875;0.0;-0.011842396430895463;;;
2023-01-24;37.779998779296875;37.779998779296875;37.54999923706055;37.54999923706055;32.16114044189453;500;-1.18;-4.4399999999999995;32.16114044189453;32.39113998413086;32.39113998413086;-0.011842396430895463;0.0;;;
2023-01-25;37.54999923706055;37.54999923706055;37.54999923706055;37.54999923706055;32.16114044189453;0;0.0;-4.4399999999999995;32.16114044189453;32.16114044189453;32.16114044189453;0.0;0.054860186102231756;;;
2023-01-26;38.61000061035156;39.61000061035156;38.61000061035156;39.61000061035156;33.925506591796875;200;5.49;1.0500000000000007;32.925506591796875;33.925506591796875;32.925506591796875;0.054860186102231756;-0.040646018471292344;;;
2023-01-27;37.709999084472656;38.0;37.709999084472656;38.0;32.54656982421875;300;-4.06;-3.009999999999999;32.256568908691406;32.54656982421875;32.256568908691406;-0.040646018471292344;0.0;;;
2023-01-30;38.0;38.0;38.0;38.0;32.54656982421875;0;0.0;-3.009999999999999;32.54656982421875;32.54656982421875;32.54656982421875;0.0;0.0;;;
2023-01-31;38.0;38.0;38.0;38.0;32.54656982421875;0;0.0;-3.009999999999999;32.54656982421875;32.54656982421875;32.54656982421875;0.0;0.0;;;
2023-02-01;38.0;38.0;38.0;38.0;32.54656982421875;0;0.0;-3.009999999999999;32.54656982421875;32.54656982421875;32.54656982421875;0.0;-0.002631891089053262;;;
2023-02-02;38.0;38.0;37.900001525878906;37.900001525878906;32.46091079711914;400;-0.26;-3.2699999999999987;32.46091079711914;32.560909271240234;32.560909271240234;-0.002631891089053262;-0.0026384836686533797;;;
2023-02-03;37.79999923706055;37.79999923706055;37.79999923706055;37.79999923706055;32.37526321411133;100;-0.26;-3.5299999999999985;32.37526321411133;32.37526321411133;32.37526321411133;-0.0026384836686533797;-0.0013228496682153867;;32.92170658111572;-0.5464433670043931
2023-02-06;37.810001373291016;37.810001373291016;37.75;37.75;32.332435607910156;300;-0.13;-3.6599999999999984;32.332435607910156;32.39243698120117;32.39243698120117;-0.0013228496682153867;-0.0002646372228358729;0.2652;32.85661315917969;-0.5241775512695312
2023-02-07;37.709999084472656;37.7400016784668;37.08000183105469;37.7400016784668;32.32387924194336;400;-0.03;-3.689999999999998;31.66387939453125;32.32387924194336;32.29387664794922;-0.0002646372228358729;0.0;0.2652;32.79109191894531;-0.4672126770019531
2023-02-08;37.7400016784668;37.7400016784668;37.7400016784668;37.7400016784668;32.32387924194336;0;0.0;-3.689999999999998;32.32387924194336;32.32387924194336;32.32387924194336;0.0;0.0002647072742338885;0.2652;32.72557067871094;-0.4016914367675781
