Date;Open;High;Low;Close;Adj Close;Volume;ret;tret;Adj Low;Adj High;Adj Open;Returns;Target;Vol;MM20;Detrend
2017-01-02;11.199999809265137;11.199999809265137;11.199999809265137;11.199999809265137;7.876936435699463;0;;;7.876936435699463;7.876936435699463;7.876936435699463;;0.0;;;
2017-01-03;11.199999809265137;11.199999809265137;11.199999809265137;11.199999809265137;7.876936435699463;0;0.0;0.0;7.876936435699463;7.876936435699463;7.876936435699463;0.0;0.0;;;
2017-01-04;11.199999809265137;11.199999809265137;11.199999809265137;11.199999809265137;7.876936435699463;0;0.0;0.0;7.876936435699463;7.876936435699463;7.876936435699463;0.0;0.0714287487121752;;;
2017-01-05;11.300000190734863;12.0;11.300000190734863;12.0;8.439576148986816;500;7.14;7.14;7.73957633972168;8.439576148986816;7.73957633972168;0.0714287487121752;0.0;;;
2017-01-06;12.0;12.0;12.0;12.0;8.439576148986816;0;0.0;7.14;8.439576148986816;8.439576148986816;8.439576148986816;0.0;0.0;;;
2017-01-09;12.0;12.0;12.0;12.0;8.439576148986816;0;0.0;7.14;8.439576148986816;8.439576148986816;8.439576148986816;0.0;0.0;;;
2017-01-10;12.0;12.0;12.0;12.0;8.439576148986816;0;0.0;7.14;8.439576148986816;8.439576148986816;8.439576148986816;0.0;0.0;;;
2017-01-11;12.0;12.0;12.0;12.0;8.439576148986816;0;0.0;7.14;8.439576148986816;8.439576148986816;8.439576148986816;0.0;0.0;;;
2017-01-12;12.0;12.0;12.0;12.0;8.439576148986816;0;0.0;7.14;8.439576148986816;8.439576148986816;8.439576148986816;0.0;0.04999990394977716;;;
2017-01-13;12.609999656677246;12.609999656677246;12.600000381469727;12.600000381469727;8.861554145812988;300;5.0;12.14;8.861554145812988;8.871553421020508;8.871553421020508;0.04999990394977716;0.0;;;
2017-01-16;12.600000381469727;12.600000381469727;12.600000381469727;12.600000381469727;8.861554145812988;0;0.0;12.14;8.861554145812988;8.861554145812988;8.861554145812988;0.0;0.031745650807849746;;;
2017-01-17;13.0;13.0;13.0;13.0;9.14286994934082;100;3.17;15.31;9.14286994934082;9.14286994934082;9.14286994934082;0.031745650807849746;0.0;;;
2017-01-18;13.0;13.0;13.0;13.0;9.14286994934082;0;0.0;15.31;9.14286994934082;9.14286994934082;9.14286994934082;0.0;0.0;;;
2017-01-19;13.0;13.0;13.0;13.0;9.14286994934082;0;0.0;15.31;9.14286994934082;9.14286994934082;9.14286994934082;0.0;0.0;;;
2017-01-20;13.0;13.0;13.0;13.0;9.14286994934082;0;0.0;15.31;9.14286994934082;9.14286994934082;9.14286994934082;0.0;0.0;;;
2017-01-23;13.0;13.0;13.0;13.0;9.14286994934082;0;0.0;15.31;9.14286994934082;9.14286994934082;9.14286994934082;0.0;0.0;;;
2017-01-24;13.0;13.0;13.0;13.0;9.14286994934082;0;0.0;15.31;9.14286994934082;9.14286994934082;9.14286994934082;0.0;0.0784620288695288;;;
2017-01-26;14.020000457763672;14.020000457763672;14.020000457763672;14.020000457763672;9.860238075256348;100;7.85;23.16;9.860238075256348;9.860238075256348;9.860238075256348;0.0784620288695288;0.6447927496194341;;;
2017-01-27;15.0;23.059999465942383;15.0;23.059999465942383;16.218048095703125;1900;64.48;87.64;8.158048629760742;16.218048095703125;8.158048629760742;0.6447927496194341;0.5351257825539626;;;
2017-01-30;23.049999237060547;39.0;23.049999237060547;35.400001525878906;24.896743774414062;18400;53.51;141.15;12.546741485595703;28.496742248535156;12.546741485595703;0.5351257825539626;-0.09604526569393979;;9.891181206703186;15.005562567710877
2017-01-31;36.400001525878906;45.0;29.5;32.0;22.505529403686523;15100;-9.6;131.55;20.005529403686523;35.50552940368652;26.90553092956543;-0.09604526569393979;0.03343760718254751;2.9125;10.62261085510254;11.882918548583984
2017-02-01;33.04999923706055;33.09000015258789;33.04999923706055;33.06999969482422;23.258060455322266;400;3.34;134.89000000000001;23.238059997558594;23.278060913085938;23.238059997558594;0.03343760718254751;0.0;2.9049;11.39166705608368;11.866393399238586
2017-02-02;33.06999969482422;33.06999969482422;33.06999969482422;33.06999969482422;23.258060455322266;0;0.0;134.89000000000001;23.258060455322266;23.258060455322266;23.258060455322266;0.0;-0.15361333293750767;2.9049;12.16072325706482;11.097337198257446
2017-02-03;27.989999771118164;27.989999771118164;27.989999771118164;27.989999771118164;19.685312271118164;200;-15.36;119.53000000000002;19.685312271118164;19.685312271118164;19.685312271118164;-0.15361333293750767;0.0;3.0088;12.723010063171387;6.962302207946777
2017-02-06;27.989999771118164;27.989999771118164;27.989999771118164;27.989999771118164;19.685312271118164;0;0.0;119.53000000000002;19.685312271118164;19.685312271118164;19.685312271118164;0.0;0.0;3.0088;13.285296869277953;6.400015401840211
2017-02-07;27.989999771118164;27.989999771118164;27.989999771118164;27.989999771118164;19.685312271118164;0;0.0;119.53000000000002;19.685312271118164;19.685312271118164;19.685312271118164;0.0;0.0;3.0088;13.847583675384522;5.837728595733642
2017-02-08;27.989999771118164;27.989999771118164;27.989999771118164;27.989999771118164;19.685312271118164;0;0.0;119.53000000000002;19.685312271118164;19.685312271118164;19.685312271118164;0.0;-0.10682397529719911;3.0088;14.409870481491089;5.2754417896270756
2017-02-09;25.0;25.0;25.0;25.0;17.582448959350586;100;-10.68;108.85000000000002;17.582448959350586;17.582448959350586;17.582448959350586;-0.10682397529719911;-0.1396001005395049;3.0588;14.867014122009277;2.7154348373413093
2017-02-10;21.510000228881836;21.510000228881836;21.510000228881836;21.510000228881836;15.127937316894531;100;-13.96;94.89000000000001;15.127937316894531;15.127937316894531;15.127937316894531;-0.1396001005395049;0.0;3.1289;15.201432180404662;-0.07349486351013113
2017-02-13;21.510000228881836;21.510000228881836;21.510000228881836;21.510000228881836;15.127937316894531;100;0.0;94.89000000000001;15.127937316894531;15.127937316894531;15.127937316894531;0.0;-0.11622493694678715;3.1326;15.51475133895874;-0.38681402206420934
2017-02-14;18.100000381469727;19.010000228881836;18.06999969482422;19.010000228881836;13.369693756103516;700;-11.62;83.27000000000001;12.429693222045898;13.369693756103516;12.459693908691406;-0.11622493694678715;0.0047343845628191605;3.1798;15.740158319473267;-2.370464563369751
2017-02-15;19.100000381469727;19.100000381469727;19.100000381469727;19.100000381469727;13.432991027832031;200;0.47;83.74000000000001;13.432991027832031;13.432991027832031;13.432991027832031;0.0047343845628191605;0.0;3.1816;15.954664373397828;-2.5216733455657963
2017-02-16;19.100000381469727;19.100000381469727;19.100000381469727;19.100000381469727;13.432991027832031;0;0.0;83.74000000000001;13.432991027832031;13.432991027832031;13.432991027832031;0.0;-0.0052355924300089285;3.1816;16.16917042732239;-2.736179399490357
2017-02-17;19.0;19.0;19.0;19.0;13.362661361694336;100;-0.52;83.22000000000001;13.362661361694336;13.362661361694336;13.362661361694336;-0.0052355924300089285;0.0;3.1825;16.380159997940062;-3.017498636245726
2017-02-20;19.0;19.0;19.0;19.0;13.362661361694336;0;0.0;83.22000000000001;13.362661361694336;13.362661361694336;13.362661361694336;0.0;0.6578948006982133;3.1825;16.59114956855774;-3.2284882068634033
2017-02-21;19.0;34.88999938964844;19.0;31.5;22.153886795043945;12000;65.79;149.01000000000002;9.653886795043945;25.543886184692383;9.653886795043945;0.6578948006982133;-0.2685715397575398;3.8716;17.241700410842896;4.91218638420105
2017-02-22;31.0;31.0;23.0;23.040000915527344;16.203983306884766;300;-26.86;122.15000000000002;16.163982391357422;24.163982391357422;24.163982391357422;-0.2685715397575398;0.0;4.0465;17.594756078720092;-1.3907727718353264
2017-02-23;23.040000915527344;23.040000915527344;23.040000915527344;23.040000915527344;16.203983306884766;0;0.0;122.15000000000002;16.203983306884766;16.203983306884766;16.203983306884766;0.0;0.0;4.0496;17.911943340301512;-1.7079600334167466
2017-02-24;23.040000915527344;23.040000915527344;23.040000915527344;23.040000915527344;16.203983306884766;0;0.0;122.15000000000002;16.203983306884766;16.203983306884766;16.203983306884766;0.0;0.0;3.3847;17.911240100860596;-1.70725679397583
2017-03-01;23.040000915527344;23.040000915527344;23.040000915527344;23.040000915527344;16.203983306884766;0;0.0;122.15000000000002;16.203983306884766;16.203983306884766;16.203983306884766;0.0;0.0;2.7773;17.47660207748413;-1.2726187705993652
2017-03-02;23.040000915527344;23.040000915527344;23.040000915527344;23.040000915527344;16.203983306884766;0;0.0;122.15000000000002;16.203983306884766;16.203983306884766;16.203983306884766;0.0;-0.0017360845449279072;2.7584;17.161524772644043;-0.9575414657592773
2017-03-03;23.0;23.0;23.0;23.0;16.175851821899414;100;-0.17;121.98000000000002;16.175851821899414;16.175851821899414;16.175851821899414;-0.0017360845449279072;0.0;2.7548;16.8074143409729;-0.631562519073487
2017-03-06;23.0;23.0;23.0;23.0;16.175851821899414;0;0.0;121.98000000000002;16.175851821899414;16.175851821899414;16.175851821899414;0.0;0.00043474646569507946;2.7548;16.45330390930176;-0.27745208740234517
2017-03-07;23.010000228881836;23.010000228881836;23.010000228881836;23.010000228881836;16.182884216308594;100;0.04;122.02000000000002;16.182884216308594;16.182884216308594;16.182884216308594;0.00043474646569507946;0.0;2.6994;16.27818250656128;-0.09529829025268555
2017-03-08;23.010000228881836;23.010000228881836;23.010000228881836;23.010000228881836;16.182884216308594;0;0.0;122.02000000000002;16.182884216308594;16.182884216308594;16.182884216308594;0.0;0.003911253614241161;2.6994;16.1030611038208;0.07982311248779439
2017-03-09;23.100000381469727;23.100000381469727;23.100000381469727;23.100000381469727;16.246179580688477;100;0.39;122.41000000000003;16.246179580688477;16.246179580688477;16.246179580688477;0.003911253614241161;0.1255409191966308;2.6994;15.931104469299317;0.31507511138915945
2017-03-10;26.0;26.0;26.0;26.0;18.28573989868164;100;12.55;134.96000000000004;18.28573989868164;18.28573989868164;18.28573989868164;0.1255409191966308;0.0;2.735;15.86112585067749;2.42461404800415
2017-03-13;26.0;26.0;26.0;26.0;18.28573989868164;0;0.0;134.96000000000004;18.28573989868164;18.28573989868164;18.28573989868164;0.0;0.007681969968897473;2.7018;15.896290397644043;2.389449501037598
2017-03-14;26.0;26.0;26.0;26.0;18.426210403442383;0;0.77;135.73000000000005;18.426210403442383;18.426210403442383;18.426210403442383;0.007681969968897473;0.0;2.6413;16.061204051971437;2.365006351470946
2017-03-15;26.0;26.0;26.0;26.0;18.426210403442383;0;0.0;135.73000000000005;18.426210403442383;18.426210403442383;18.426210403442383;0.0;-0.11538447604046154;2.6413;16.22611770629883;2.2000926971435533
2017-03-16;23.0;23.0;23.0;23.0;16.300111770629883;200;-11.54;124.19000000000005;16.300111770629883;16.300111770629883;16.300111770629883;-0.11538447604046154;0.0;2.6407;16.372638607025145;-0.07252683639526225
2017-03-17;23.0;23.0;23.0;23.0;16.300111770629883;0;0.0;124.19000000000005;16.300111770629883;16.300111770629883;16.300111770629883;0.0;0.0;2.6412;16.51599464416504;-0.21588287353515767
