Date;Close;High;Low;Open;Volume;ret;tret;Returns;Target;Vol;MM20;Detrend
2024-04-16;3.926201343536377;4.079170490186602;3.926201343536377;4.079170490186602;400;;;;0.02813862934686262;;;
2024-04-17;4.036679267883301;4.096167318766196;3.9347000994233605;4.096167318766196;400;2.81;2.81;0.02813862934686262;-0.0042104865259470214;;;
2024-04-18;4.019682884216309;4.028180945945339;4.019682884216309;4.028180945945339;600;-0.42;2.39;-0.0042104865259470214;-0.008456638678150608;;;
2024-04-19;3.985689878463745;3.985689878463745;3.9007072339267257;3.9177037628341296;1700;-0.85;1.54;-0.008456638678150608;0.03198293732890001;;;
2024-04-22;4.113163948059082;4.113163948059082;4.113163948059082;4.113163948059082;200;3.2;4.74;0.03198293732890001;-0.05578511534408459;;;
2024-04-23;3.8837106227874756;3.892208684446637;3.8837106227874756;3.892208684446637;1700;-5.58;-0.8399999999999999;-0.05578511534408459;0.04813989264102814;;;
2024-04-24;4.070672035217285;4.0791705012672335;3.8667137127685063;3.883710239639238;900;4.81;3.9699999999999998;0.04813989264102814;0.0;;;
2024-04-25;4.070672035217285;4.070672035217285;4.070672035217285;4.070672035217285;100;0.0;3.9699999999999998;0.0;-0.004175209076730968;;;
2024-04-26;4.053676128387451;4.053676128387451;3.8752123663327835;3.883710833682638;1000;-0.42;3.55;-0.004175209076730968;-0.0020964160836590695;;;
2024-04-29;4.045177936553955;4.045177936553955;4.036679469476613;4.045177936553955;1200;-0.21;3.34;-0.0020964160836590695;-0.04411763839132943;;;
2024-04-30;3.8667142391204834;3.8667142391204834;3.8667142391204834;3.8667142391204834;1000;-4.41;-1.0700000000000003;-0.04411763839132943;0.030769183339062423;;;
2024-05-02;3.985689878463745;4.045177932254266;3.866714176111918;3.9177037628341296;11400;3.08;2.01;0.030769183339062423;-0.0042644115834026275;;;
2024-05-03;3.968693256378174;3.985689784886528;3.968693256378174;3.985689784886528;200;-0.43;1.5799999999999998;-0.0042644115834026275;0.0021411871483594247;;;
2024-05-06;3.9771909713745117;3.9771909713745117;3.9771909713745117;3.9771909713745117;400;0.21;1.7899999999999998;0.0021411871483594247;-0.010683600826494;;;
2024-05-07;3.9347002506256104;3.943198312375904;3.9262017836461065;3.9262017836461065;1200;-1.07;0.7199999999999998;-0.010683600826494;0.006479420000655711;;;
2024-05-08;3.9601948261260986;3.9856898217389634;3.9347002357424414;3.9347002357424414;900;0.65;1.3699999999999997;0.006479420000655711;0.0;;;
2024-05-09;3.9601948261260986;3.9601948261260986;3.9601948261260986;3.9601948261260986;900;0.0;1.3699999999999997;0.0;-0.00858379046542379;;;
2024-05-10;3.926201343536377;3.926201343536377;3.926201343536377;3.926201343536377;200;-0.86;0.5099999999999997;-0.00858379046542379;0.01298701298701288;;;
2024-05-13;3.9771909713745117;3.9771909713745117;3.8922083362396402;3.926201390293589;1000;1.3;1.8099999999999996;0.01298701298701288;-0.017093917183225393;;;
2024-05-14;3.909205198287964;3.909205198287964;3.909205198287964;3.909205198287964;200;-1.71;0.09999999999999964;-0.017093917183225393;0.026086892881026502;;3.983565092086792;-0.07435989379882812
2024-05-15;4.011184215545654;4.011184215545654;3.8667139315835315;3.89220852071777;3600;2.61;2.7099999999999995;0.026086892881026502;-0.02754223310025139;0.3923;3.9878142356872557;0.023369979858398615
2024-05-16;3.900707244873047;3.9686933606934476;3.900707244873047;3.9177037738281473;1100;-2.75;-0.04000000000000048;-0.02754223310025139;0.02614378605579981;0.3917;3.9810156345367433;-0.08030838966369647
