Date;Open;High;Low;Close;Adj Close;Volume;ret;tret;Adj Low;Adj High;Adj Open;Returns;Target;Vol;MM20;Detrend
2017-01-02;2.0066659450531006;2.0066659450531006;2.0066659450531006;2.0066659450531006;1.4178522825241089;0;;;1.4178522825241089;1.4178522825241089;1.4178522825241089;;0.0;;;
2017-01-03;2.0066659450531006;2.0066659450531006;2.0066659450531006;2.0066659450531006;1.4178522825241089;0;0.0;0.0;1.4178522825241089;1.4178522825241089;1.4178522825241089;0.0;0.0;;;
2017-01-04;2.0066659450531006;2.0066659450531006;2.0066659450531006;2.0066659450531006;1.4178522825241089;0;0.0;0.0;1.4178522825241089;1.4178522825241089;1.4178522825241089;0.0;0.0;;;
2017-01-05;2.0066659450531006;2.0066659450531006;2.0066659450531006;2.0066659450531006;1.4178522825241089;0;0.0;0.0;1.4178522825241089;1.4178522825241089;1.4178522825241089;0.0;0.0;;;
2017-01-06;2.0066659450531006;2.0066659450531006;2.0066659450531006;2.0066659450531006;1.4178522825241089;0;0.0;0.0;1.4178522825241089;1.4178522825241089;1.4178522825241089;0.0;0.0;;;
2017-01-09;2.0066659450531006;2.0066659450531006;2.0066659450531006;2.0066659450531006;1.4178522825241089;0;0.0;0.0;1.4178522825241089;1.4178522825241089;1.4178522825241089;0.0;0.0;;;
2017-01-10;2.0066659450531006;2.0066659450531006;2.0066659450531006;2.0066659450531006;1.4178522825241089;0;0.0;0.0;1.4178522825241089;1.4178522825241089;1.4178522825241089;0.0;0.0;;;
2017-01-11;2.0066659450531006;2.0066659450531006;2.0066659450531006;2.0066659450531006;1.4178522825241089;0;0.0;0.0;1.4178522825241089;1.4178522825241089;1.4178522825241089;0.0;0.0;;;
2017-01-12;2.0066659450531006;2.0066659450531006;2.0066659450531006;2.0066659450531006;1.4178522825241089;0;0.0;0.0;1.4178522825241089;1.4178522825241089;1.4178522825241089;0.0;0.0;;;
2017-01-13;2.0066659450531006;2.0066659450531006;2.0066659450531006;2.0066659450531006;1.4178522825241089;0;0.0;0.0;1.4178522825241089;1.4178522825241089;1.4178522825241089;0.0;0.0;;;
2017-01-16;2.0066659450531006;2.0066659450531006;2.0066659450531006;2.0066659450531006;1.4178522825241089;0;0.0;0.0;1.4178522825241089;1.4178522825241089;1.4178522825241089;0.0;0.0;;;
2017-01-17;2.0066659450531006;2.0066659450531006;2.0066659450531006;2.0066659450531006;1.4178522825241089;0;0.0;0.0;1.4178522825241089;1.4178522825241089;1.4178522825241089;0.0;0.0;;;
2017-01-18;2.0066659450531006;2.0066659450531006;2.0066659450531006;2.0066659450531006;1.4178522825241089;0;0.0;0.0;1.4178522825241089;1.4178522825241089;1.4178522825241089;0.0;0.0;;;
2017-01-19;2.0066659450531006;2.0066659450531006;2.0066659450531006;2.0066659450531006;1.4178522825241089;0;0.0;0.0;1.4178522825241089;1.4178522825241089;1.4178522825241089;0.0;0.0;;;
