Date;Close;High;Low;Open;Volume;ret;tret;Returns;Target;Vol;MM20;Detrend
2024-04-16;9.050000190734863;9.050000190734863;9.050000190734863;9.050000190734863;100;;;;-0.005524882837687928;;;
2024-04-17;9.0;9.0;9.0;9.0;100;-0.55;-0.55;-0.005524882837687928;0.0;;;
2024-04-18;9.0;9.0;9.0;9.0;0;0.0;-0.55;0.0;0.0;;;
2024-04-19;9.0;9.0;9.0;9.0;0;0.0;-0.55;0.0;0.0;;;
2024-04-22;9.0;9.0;9.0;9.0;0;0.0;-0.55;0.0;0.0;;;
2024-04-23;9.0;9.0;9.0;9.0;0;0.0;-0.55;0.0;0.0;;;
2024-04-24;9.0;9.0;9.0;9.0;0;0.0;-0.55;0.0;0.0;;;
2024-04-25;9.0;9.0;9.0;9.0;0;0.0;-0.55;0.0;0.0;;;
2024-04-26;9.0;9.0;9.0;9.0;0;0.0;-0.55;0.0;0.0;;;
2024-04-29;9.0;9.0;9.0;9.0;0;0.0;-0.55;0.0;0.0;;;
2024-04-30;9.0;9.0;9.0;9.0;0;0.0;-0.55;0.0;0.0;;;
2024-05-02;9.0;9.0;9.0;9.0;0;0.0;-0.55;0.0;0.0;;;
2024-05-03;9.0;9.0;9.0;9.0;0;0.0;-0.55;0.0;0.0;;;
2024-05-06;9.0;9.0;9.0;9.0;0;0.0;-0.55;0.0;0.0;;;
2024-05-07;9.0;9.0;9.0;9.0;0;0.0;-0.55;0.0;0.0;;;
2024-05-08;9.0;9.0;9.0;9.0;0;0.0;-0.55;0.0;0.0;;;
2024-05-09;9.0;9.0;9.0;9.0;0;0.0;-0.55;0.0;0.0;;;
2024-05-10;9.0;9.0;9.0;9.0;0;0.0;-0.55;0.0;0.0;;;
2024-05-13;9.0;9.0;9.0;9.0;0;0.0;-0.55;0.0;0.0;;;
2024-05-14;9.0;9.0;9.0;9.0;0;0.0;-0.55;0.0;0.0;;9.002500009536742;-0.0025000095367424535
2024-05-15;9.0;9.0;9.0;9.0;0;0.0;-0.55;0.0;0.011111153496636383;0.0196;9.0;0.0
2024-05-16;9.100000381469727;9.100000381469727;9.100000381469727;9.100000381469727;100;1.11;0.56;0.011111153496636383;0.0;0.0394;9.005000019073487;0.09500036239623988
2024-05-17;9.100000381469727;9.100000381469727;9.100000381469727;9.100000381469727;0;0.0;0.56;0.0;0.04395600019366919;0.0394;9.010000038146973;0.0900003433227532
2024-05-20;9.5;9.5;9.5;9.5;100;4.4;4.960000000000001;0.04395600019366919;0.0;0.1589;9.035000038146972;0.46499996185302805
2024-05-21;9.5;9.5;9.5;9.5;0;0.0;4.960000000000001;0.0;0.0;0.1589;9.060000038146972;0.4399999618530277
