Date;Close;High;Low;Open;Volume;ret;tret;Returns;Target;Vol;MM20;Detrend
2024-01-08;10.985518455505371;10.985518455505371;10.530391182092345;10.557163124332904;1580500;;;;-0.03736794491191231;;;
2024-01-09;10.57501220703125;10.887353819034756;10.432226521786076;10.824885666847003;3512600;-3.74;-3.74;-0.03736794491191231;0.010970353253184406;;;
2024-01-10;10.691023826599121;10.833809506236186;10.53039131998758;10.575011791682616;2449900;1.1;-2.64;0.010970353253184406;-0.001669439253061733;;;
2024-01-11;10.673175811767578;11.065834077951207;10.503619045954455;10.664251547497233;2512300;-0.17;-2.81;-0.001669439253061733;0.0033445512345111617;;;
2024-01-12;10.70887279510498;10.7802652123205;10.592859904363575;10.664252321579095;4958900;0.33;-2.48;0.0033445512345111617;0.0;;;
2024-01-15;10.70887279510498;10.833809950764515;10.628556112971335;10.717797060023107;2056700;0.0;-2.48;0.0;-0.0033334024990677724;;;
2024-01-16;10.673175811767578;10.699947753513927;10.54823866517681;10.673175811767578;877900;-0.33;-2.81;-0.0033334024990677724;0.001672230941034858;;;
2024-01-17;10.691023826599121;10.807036712580336;10.50361937739644;10.601783734273756;1085500;0.17;-2.64;0.001672230941034858;-0.015024774871009838;;;
2024-01-18;10.530393600463867;10.762419422674123;10.494697385590358;10.762419422674123;947100;-1.5;-4.140000000000001;-0.015024774871009838;0.02203376261261858;;;
2024-01-19;10.762417793273926;10.798114002743128;10.39653058238365;10.548239685393948;1280200;2.2;-1.9400000000000004;0.02203376261261858;-0.03565515334092495;;;
2024-01-22;10.378682136535645;10.76241699828266;10.369757872061365;10.76241699828266;1375500;-3.57;-5.51;-0.03565515334092495;0.017196894522999884;;;
2024-01-23;10.55716323852539;10.610707974650381;10.387606467748215;10.387606467748215;649400;1.72;-3.79;0.017196894522999884;0.014370295613689965;;;
2024-01-24;10.70887279510498;10.7802652123205;10.592859904363575;10.691024265268728;2189700;1.44;-2.35;0.014370295613689965;-0.02250008838668427;;;
2024-01-25;10.46792221069336;10.798113187175534;10.4411502683797;10.7088722447104;723500;-2.25;-4.6;-0.02250008838668427;0.00852519019876441;;;
2024-01-26;10.55716323852539;10.735644273834183;10.476846559870257;10.55716323852539;1216900;0.85;-3.7499999999999996;0.00852519019876441;0.023668679676978943;;;
2024-01-29;10.807037353515625;10.92305024637724;10.485771470174445;10.557163888694708;5536600;2.37;-1.3799999999999994;0.023668679676978943;-0.009083392163783954;;;
2024-01-30;10.70887279510498;10.81596142092826;10.53039175206618;10.70887279510498;6489600;-0.91;-2.2899999999999996;-0.009083392163783954;0.006666626888948146;;;
2024-01-31;10.780264854431152;10.931973948743794;10.575011874516822;10.664251967541206;999900;0.67;-1.6199999999999997;0.006666626888948146;0.013245043072199536;;;
2024-02-01;10.923049926757812;11.056911345864956;10.699948412643979;10.735644620859603;2183000;1.32;-0.2999999999999996;0.013245043072199536;0.03104574193305054;;;
2024-02-02;11.262164115905762;11.262164115905762;10.878429246595605;10.878429246595605;2651600;3.1;2.8000000000000007;0.03104574193305054;0.030110925898248375;;10.707533979415894;0.5546301364898678
2024-02-05;11.601278305053711;11.619126834034082;11.172923822301248;11.244316236093326;6806500;3.01;5.8100000000000005;0.030110925898248375;-0.007692426572291855;0.3084;10.73832197189331;0.8629563331604011
2024-02-06;11.512036323547363;11.654821989312635;11.467416707251882;11.601277258267581;3747200;-0.77;5.040000000000001;-0.007692426572291855;0.01782956107675715;0.273;10.785173177719116;0.7268631458282471
2024-02-07;11.717290878295898;11.717290878295898;11.360327967773825;11.369252232026431;2311500;1.78;6.820000000000001;0.01782956107675715;0.0038080913394977767;0.2762;10.836486530303954;0.8808043479919441
2024-02-08;11.761911392211914;11.761911392211914;11.431721273220377;11.708366657561944;3837300;0.38;7.200000000000001;0.0038080913394977767;-0.0015175227827067816;0.2752;10.890923309326173;0.8709880828857415
2024-02-09;11.744062423706055;11.93146771136369;11.69944195501335;11.761910951608996;1399400;-0.15;7.050000000000001;-0.0015175227827067816;-0.0007598333742334651;0.2762;10.942682790756226;0.8013796329498284
2024-02-14;11.735138893127441;11.842228365108216;11.663746479183397;11.726215479682965;3158600;-0.08;6.970000000000001;-0.0007598333742334651;0.003802299599721559;0.2763;10.993996095657348;0.7411427974700935
2024-02-15;11.779759407043457;11.80653134960274;11.547733635357119;11.654823107723667;3112300;0.38;7.3500000000000005;0.003802299599721559;0.0;0.2747;11.049325275421143;0.7304341316223137
2024-02-16;11.779759407043457;11.8243798786854;11.494189750238554;11.779759407043457;717500;0.0;7.3500000000000005;0.0;-0.015151506564983541;0.2751;11.10376205444336;0.6759973526000973
2024-02-19;11.601278305053711;11.797607868514277;11.494189684365596;11.779759339533905;636900;-1.52;5.83;-0.015151506564983541;0.0;0.2752;11.157306289672851;0.44397201538085973
2024-02-20;11.601278305053711;11.63697451194975;11.529885891261634;11.58342977607334;1340400;0.0;5.83;0.0;0.009230796800808072;0.2681;11.199249315261842;0.4020289897918694
2024-02-21;11.708367347717285;11.761912085523473;11.529886306804544;11.619127252793282;782900;0.92;6.75;0.009230796800808072;-0.0015243811798425488;0.224;11.265733575820922;0.44263377189636266
2024-02-22;11.690519332885742;11.75298748264215;11.538810239707576;11.735138953531912;776400;-0.15;6.6;-0.0015243811798425488;-0.0229007085591445;0.2216;11.32240138053894;0.3681179523468021
