Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
25/06/2026;0,0773;JRS CAP PROPRIO;28/10/2026							  ;1;SHUL4
26/03/2026;0,0773;JRS CAP PROPRIO;14/08/2026							  ;1;SHUL4
29/12/2025;0,1043;JRS CAP PROPRIO;25/02/2026							  ;1;SHUL4
26/12/2025;0,1021;DIVIDENDO;29/09/2028							  ;1;SHUL4
26/12/2025;0,1021;DIVIDENDO;30/09/2027							  ;1;SHUL4
26/12/2025;0,0875;DIVIDENDO;30/09/2026							  ;1;SHUL4
25/09/2025;0,0832;JRS CAP PROPRIO;10/12/2025							  ;1;SHUL4
26/06/2025;0,0802;JRS CAP PROPRIO;02/09/2025							  ;1;SHUL4
27/03/2025;0,0734;JRS CAP PROPRIO;05/05/2025							  ;1;SHUL4
30/12/2024;0,0999;JRS CAP PROPRIO;30/01/2025							  ;1;SHUL4
26/09/2024;0,1311;JRS CAP PROPRIO;27/11/2024							  ;1;SHUL4
26/06/2024;0,1107;JRS CAP PROPRIO;22/08/2024							  ;1;SHUL4
26/03/2024;0,1335;JRS CAP PROPRIO;11/04/2024							  ;1;SHUL4
27/12/2023;0,0620;JRS CAP PROPRIO;15/04/2024							  ;1;SHUL4
29/09/2023;0,0634;JRS CAP PROPRIO;23/01/2024							  ;1;SHUL4
26/06/2023;0,0412;JRS CAP PROPRIO;02/10/2023							  ;1;SHUL4
03/04/2023;0,0612;DIVIDENDO;09/05/2023							  ;1;SHUL4
22/02/2023;0,0641;JRS CAP PROPRIO;04/07/2023							  ;1;SHUL4
26/12/2022;0,0671;JRS CAP PROPRIO;03/02/2023							  ;1;SHUL4
26/09/2022;0,0629;JRS CAP PROPRIO;26/10/2022							  ;1;SHUL4
24/06/2022;0,0297;JRS CAP PROPRIO;15/07/2022							  ;1;SHUL4
19/04/2022;0,0567;DIVIDENDO;01/07/2022							  ;1;SHUL4
25/11/2021;0,0410;JRS CAP PROPRIO;15/12/2021							  ;1;SHUL4
24/09/2021;0,0602;JRS CAP PROPRIO;23/11/2021							  ;1;SHUL4
24/06/2021;0,0469;JRS CAP PROPRIO;20/08/2021							  ;1;SHUL4
20/04/2021;0,0384;DIVIDENDO;28/05/2021							  ;1;SHUL4
28/12/2020;0,0678;JRS CAP PROPRIO;31/03/2021							  ;1;SHUL4
17/11/2020;0,0778;JRS CAP PROPRIO;26/02/2021							  ;1;SHUL4
30/09/2020;0,1080;JRS CAP PROPRIO;21/10/2020							  ;1;SHUL4
29/06/2020;0,0562;DIVIDENDO;31/07/2020							  ;1;SHUL4
30/09/2019;0,1538;JRS CAP PROPRIO;09/10/2019							  ;1;SHUL4
11/04/2019;0,1116;DIVIDENDO;31/05/2019							  ;1;SHUL4
17/10/2018;0,1974;JRS CAP PROPRIO;26/10/2018							  ;1;SHUL4
03/05/2018;0,1145;DIVIDENDO;01/06/2018							  ;1;SHUL4
21/11/2017;0,1065;JRS CAP PROPRIO;-							  ;1;SHUL4
02/05/2017;0,0532;DIVIDENDO;-							  ;1;SHUL4
28/10/2016;0,0838;JRS CAP PROPRIO;-							  ;1;SHUL4
29/04/2016;0,0472;DIVIDENDO;-							  ;1;SHUL4
13/11/2015;0,1781;JUROS;-							  ;1;SHUL4
23/04/2015;0,0766;Dividendo;-							  ;1;SHUL4
14/11/2014;0,1748;JRS CAP PROPRIO;-							  ;1;SHUL4
27/03/2014;0,1801;DIVIDENDO;-							  ;1;SHUL4
23/10/2013;0,1183;JRS CAP PRÓPRIO;-							  ;1;SHUL4
02/04/2013;0,0991;DIVIDENDO;-							  ;1;SHUL4
14/08/2012;0,0571;JRS CAP PRÓPRIO;-							  ;1;SHUL4
10/04/2012;0,1513;DIVIDENDO;-							  ;1;SHUL4
03/08/2011;0,0867;JRS CAP PRÓPRIO;-							  ;1;SHUL4
19/04/2011;0,1019;DIVIDENDO;-							  ;1;SHUL4
24/11/2010;0,4671;JRS CAP PRÓPRIO;-							  ;1;SHUL4
27/04/2010;0,6823;DIVIDENDO;-							  ;1;SHUL4
30/10/2009;0,1439;JRS CAP PRÓPRIO;-							  ;1;SHUL4
11/04/2008;0,1741;DIVIDENDO;-							  ;1;SHUL4
28/12/2007;0,5783;JRS CAP PRÓPRIO;-							  ;1;SHUL4
25/04/2007;2,5574;DIVIDENDO;-							  ;1000;SHUL4
28/04/2006;2,7034;DIVIDENDO;-							  ;1000;SHUL4
29/04/2005;2,4859;DIVIDENDO;-							  ;1000;SHUL4
22/04/2004;0,9884;DIVIDENDO;-							  ;1000;SHUL4
30/04/2003;0,3590;DIVIDENDO;-							  ;1000;SHUL4
27/02/2002;0,3000;DIVIDENDO;-							  ;1000;SHUL4
30/04/1999;0,3400;DIVIDENDO;-							  ;1000;SHUL4
30/04/1997;0,1625;DIVIDENDO;-							  ;1000;SHUL4
30/04/1996;0,7300;DIVIDENDO;-							  ;1000;SHUL4
;;;;;SHUL4
2026;0,155;;;;SHUL4
2025;0,633;;;;SHUL4
2024;0,475;;;;SHUL4
2023;0,292;;;;SHUL4
2022;0,216;;;;SHUL4
2021;0,186;;;;SHUL4
2020;0,310;;;;SHUL4
2019;0,265;;;;SHUL4
2018;0,312;;;;SHUL4
2017;0,160;;;;SHUL4
2016;0,131;;;;SHUL4
2015;0,255;;;;SHUL4
2014;0,355;;;;SHUL4
2013;0,217;;;;SHUL4
2012;0,208;;;;SHUL4
2011;0,189;;;;SHUL4
2010;1,149;;;;SHUL4
