Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
20/04/2026;0,6596;DIVIDENDO;30/04/2026							  ;1;MILS3
17/11/2025;0,1877;JRS CAP PROPRIO;27/11/2025							  ;1;MILS3
19/08/2025;0,2157;JRS CAP PROPRIO;29/08/2025							  ;1;MILS3
11/04/2025;0,0606;JRS CAP PROPRIO;25/04/2025							  ;1;MILS3
30/12/2024;0,2288;JRS CAP PROPRIO;15/01/2025							  ;1;MILS3
19/08/2024;0,1379;DIVIDENDO;30/08/2024							  ;1;MILS3
19/08/2024;0,0755;JRS CAP PROPRIO;30/08/2024							  ;1;MILS3
27/06/2024;0,0939;JRS CAP PROPRIO;15/07/2024							  ;1;MILS3
02/05/2024;0,0066;DIVIDENDO;29/05/2024							  ;1;MILS3
26/03/2024;0,0806;JRS CAP PROPRIO;15/04/2024							  ;1;MILS3
27/12/2023;0,0708;JRS CAP PROPRIO;19/01/2024							  ;1;MILS3
26/09/2023;0,0695;JRS CAP PROPRIO;27/10/2023							  ;1;MILS3
26/06/2023;0,0760;JRS CAP PROPRIO;14/07/2023							  ;1;MILS3
27/04/2023;0,0050;DIVIDENDO;12/05/2023							  ;1;MILS3
31/03/2023;0,0767;JRS CAP PROPRIO;27/04/2023							  ;1;MILS3
06/12/2022;0,0636;JRS CAP PROPRIO;28/12/2022							  ;1;MILS3
06/09/2022;0,0566;JRS CAP PROPRIO;30/09/2022							  ;1;MILS3
08/06/2022;0,0889;JRS CAP PROPRIO;30/06/2022							  ;1;MILS3
29/04/2022;0,0533;DIVIDENDO;13/05/2022							  ;1;MILS3
17/11/2021;0,0824;JRS CAP PROPRIO;30/11/2021							  ;1;MILS3
17/08/2021;0,0488;JRS CAP PROPRIO;30/08/2021							  ;1;MILS3
17/08/2021;0,0326;DIVIDENDO;30/08/2021							  ;1;MILS3
26/05/2021;0,0235;JRS CAP PROPRIO;15/06/2021							  ;1;MILS3
23/06/2014;0,1959;JRS CAP PROPRIO;-							  ;1;MILS3
25/04/2014;0,0273;DIVIDENDO;-							  ;1;MILS3
23/12/2013;0,1536;JRS CAP PRÓPRIO;-							  ;1;MILS3
21/06/2013;0,1845;JRS CAP PRÓPRIO;-							  ;1;MILS3
02/01/2013;0,1582;JRS CAP PRÓPRIO;-							  ;1;MILS3
21/06/2012;0,1727;JRS CAP PRÓPRIO;-							  ;1;MILS3
20/04/2012;0,0075;DIVIDENDO;-							  ;1;MILS3
21/12/2011;0,0191;JRS CAP PRÓPRIO;-							  ;1;MILS3
28/09/2011;0,1752;JRS CAP PRÓPRIO;-							  ;1;MILS3
19/04/2011;0,0216;DIVIDENDO;-							  ;1;MILS3
28/12/2010;0,2024;JRS CAP PRÓPRIO;-							  ;1;MILS3
;;;;;MILS3
2026;0,660;;;;MILS3
2025;0,464;;;;MILS3
2024;0,623;;;;MILS3
2023;0,298;;;;MILS3
2022;0,262;;;;MILS3
2021;0,187;;;;MILS3
2014;0,223;;;;MILS3
2013;0,496;;;;MILS3
2012;0,180;;;;MILS3
2011;0,216;;;;MILS3
2010;0,202;;;;MILS3
