;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;30/04/2015;5,8400;Dividendo;- ;1;BDLL4
1;28/04/2014;5,8400;DIVIDENDO;- ;1;BDLL4
2;29/04/2013;5,8400;DIVIDENDO;- ;1;BDLL4
3;23/04/2012;5,9177;DIVIDENDO;- ;1;BDLL4
4;29/04/2011;17,6700;DIVIDENDO;- ;1;BDLL4
5;26/04/2010;5,8400;DIVIDENDO;- ;1;BDLL4
6;10/12/2008;6,8800;JRS CAP PRÓPRIO;- ;1;BDLL4
7;28/04/2008;5,8400;DIVIDENDO;- ;1;BDLL4
8;21/12/2006;6,8800;JRS CAP PRÓPRIO;- ;1;BDLL4
9;20/12/2005;6,8800;JRS CAP PRÓPRIO;- ;1;BDLL4
10;13/12/2004;6,8800;JRS CAP PRÓPRIO;- ;1;BDLL4
11;26/04/2004;4,6946;DIVIDENDO;- ;1;BDLL4
12;26/04/2004;1,1454;DIVIDENDO;- ;1;BDLL4
13;09/12/2002;7,0000;JRS CAP PRÓPRIO;- ;1;BDLL4
14;04/12/2001;7,0000;JRS CAP PRÓPRIO;- ;1;BDLL4
15;18/12/2000;8,4000;JRS CAP PRÓPRIO;- ;1;BDLL4
16;06/12/1999;3,2000;JRS CAP PRÓPRIO;- ;1;BDLL4
17;20/09/1999;5,0000;JRS CAP PRÓPRIO;- ;1;BDLL4
18;14/12/1998;7,6000;JRS CAP PRÓPRIO;- ;1;BDLL4
19;27/04/1998;6,4000;DIVIDENDO;- ;1;BDLL4
20;28/04/1997;7,6800;DIVIDENDO;- ;1;BDLL4
21;29/04/1996;6,8300;DIVIDENDO;- ;1;BDLL4
22;;;;;;BDLL4
23;2015;5,840;;;;BDLL4
24;2014;5,840;;;;BDLL4
25;2013;5,840;;;;BDLL4
26;2012;5,918;;;;BDLL4
27;2011;17,670;;;;BDLL4
28;2010;5,840;;;;BDLL4
