Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
29/04/2026;0,0442;DIVIDENDO;13/05/2026							  ;1;CBAV3
27/04/2023;0,3458;DIVIDENDO;22/12/2023							  ;1;CBAV3
06/12/2022;0,0948;DIVIDENDO;15/12/2022							  ;1;CBAV3
29/04/2022;0,1928;DIVIDENDO;18/05/2022							  ;1;CBAV3
29/04/2022;0,0959;DIVIDENDO;18/05/2022							  ;1;CBAV3
;;;;;CBAV3
2026;0,044;;;;CBAV3
2023;0,346;;;;CBAV3
2022;0,383;;;;CBAV3
