;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;22/06/2023;1,0000;DIVIDENDO;29/06/2023 ;1;JBSS3
1;16/11/2022;1,0000;DIVIDENDO;24/11/2022 ;1;JBSS3
2;16/05/2022;1,0000;DIVIDENDO;24/05/2022 ;1;JBSS3
3;16/11/2021;1,0000;DIVIDENDO;24/11/2021 ;1;JBSS3
4;16/08/2021;1,0000;DIVIDENDO;24/08/2021 ;1;JBSS3
5;28/04/2021;1,0167;DIVIDENDO;05/05/2021 ;1;JBSS3
6;28/04/2020;0,5406;DIVIDENDO;07/05/2020 ;1;JBSS3
7;30/04/2019;0,0022;DIVIDENDO;25/06/2019 ;1;JBSS3
8;30/04/2018;0,0468;DIVIDENDO;26/06/2018 ;1;JBSS3
9;28/04/2017;0,0330;DIVIDENDO;- ;1;JBSS3
10;29/04/2016;0,4055;DIVIDENDO;- ;1;JBSS3
11;30/04/2015;0,1674;Dividendo;- ;1;JBSS3
12;30/04/2014;0,0767;DIVIDENDO;- ;1;JBSS3
13;26/04/2013;0,0595;DIVIDENDO;- ;1;JBSS3
14;30/04/2010;0,0244;DIVIDENDO;- ;1;JBSS3
15;29/04/2009;0,0088;DIVIDENDO;- ;1;JBSS3
16;30/04/2008;0,0123;DIVIDENDO;- ;1;JBSS3
17;;;;;;JBSS3
18;2023;1,000;;;;JBSS3
19;2022;2,000;;;;JBSS3
20;2021;3,017;;;;JBSS3
21;2020;0,541;;;;JBSS3
22;2019;0,002;;;;JBSS3
23;2018;0,047;;;;JBSS3
24;2017;0,033;;;;JBSS3
25;2016;0,405;;;;JBSS3
26;2015;0,167;;;;JBSS3
27;2014;0,077;;;;JBSS3
28;2013;0,060;;;;JBSS3
29;2010;0,024;;;;JBSS3
