Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
28/04/2026;0,2112;DIVIDENDO;30/06/2026							  ;1;CSED3
18/12/2025;0,2743;DIVIDENDO;30/12/2025							  ;1;CSED3
30/04/2025;0,2112;DIVIDENDO;30/06/2025							  ;1;CSED3
27/08/2024;0,1646;DIVIDENDO;03/09/2024							  ;1;CSED3
14/11/2023;0,1646;DIVIDENDO;08/12/2023							  ;1;CSED3
28/04/2023;0,0688;DIVIDENDO;27/06/2023							  ;1;CSED3
29/04/2022;0,1310;DIVIDENDO;27/05/2022							  ;1;CSED3
30/04/2021;0,1882;DIVIDENDO;28/05/2021							  ;1;CSED3
;;;;;CSED3
2026;0,211;;;;CSED3
2025;0,486;;;;CSED3
2024;0,165;;;;CSED3
2023;0,233;;;;CSED3
2022;0,131;;;;CSED3
2021;0,188;;;;CSED3
