;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;30/06/2023;0,3492;JRS CAP PROPRIO;14/08/2023 ;1;RENT3
1;28/03/2023;0,3692;JRS CAP PROPRIO;19/05/2023 ;1;RENT3
2;21/12/2022;0,3662;JRS CAP PROPRIO;13/02/2023 ;1;RENT3
3;28/09/2022;0,3549;JRS CAP PROPRIO;09/11/2022 ;1;RENT3
4;30/06/2022;0,1749;JRS CAP PROPRIO;26/08/2022 ;1;RENT3
5;29/04/2022;0,2741;DIVIDENDO;20/05/2022 ;1;RENT3
6;29/03/2022;0,1467;JRS CAP PROPRIO;20/05/2022 ;1;RENT3
7;17/12/2021;0,1292;JRS CAP PROPRIO;11/02/2022 ;1;RENT3
8;29/09/2021;0,1092;JRS CAP PROPRIO;22/11/2021 ;1;RENT3
9;29/06/2021;0,0962;JRS CAP PROPRIO;20/08/2021 ;1;RENT3
10;30/04/2021;0,0241;DIVIDENDO;21/05/2021 ;1;RENT3
11;29/03/2021;0,0848;JRS CAP PROPRIO;21/05/2021 ;1;RENT3
12;15/12/2020;0,0849;JRS CAP PROPRIO;05/02/2021 ;1;RENT3
13;10/09/2020;0,0873;JRS CAP PROPRIO;05/11/2020 ;1;RENT3
14;23/06/2020;0,0862;JRS CAP PROPRIO;15/10/2020 ;1;RENT3
15;13/03/2020;0,0890;JRS CAP PROPRIO;05/05/2020 ;1;RENT3
16;17/12/2019;0,0997;JRS CAP PROPRIO;14/02/2020 ;1;RENT3
17;09/09/2019;0,1037;JRS CAP PROPRIO;08/11/2019 ;1;RENT3
18;24/06/2019;0,1050;JRS CAP PROPRIO;16/08/2019 ;1;RENT3
19;03/05/2019;0,0101;DIVIDENDO;20/05/2019 ;1;RENT3
20;26/03/2019;0,0964;JRS CAP PROPRIO;20/05/2019 ;1;RENT3
21;19/12/2018;0,0745;JRS CAP PROPRIO;06/02/2019 ;1;RENT3
22;27/09/2018;0,0674;JRS CAP PROPRIO;16/11/2018 ;1;RENT3
23;28/06/2018;0,0650;JRS CAP PROPRIO;16/08/2018 ;1;RENT3
24;28/03/2018;0,0636;JRS CAP PROPRIO;16/05/2018 ;1;RENT3
25;14/12/2017;0,0647;JRS CAP PROPRIO;- ;1;RENT3
26;22/09/2017;0,1865;JRS CAP PROPRIO;- ;1;RENT3
27;06/07/2017;0,1786;JRS CAP PROPRIO;- ;1;RENT3
28;15/03/2017;0,1916;JRS CAP PROPRIO;- ;1;RENT3
29;22/12/2016;0,2245;JRS CAP PROPRIO;- ;1;RENT3
30;30/09/2016;0,1587;JRS CAP PROPRIO;- ;1;RENT3
31;30/06/2016;0,1766;JRS CAP PROPRIO;- ;1;RENT3
32;29/04/2016;0,0050;DIVIDENDO;- ;1;RENT3
33;31/03/2016;0,1701;JUROS;- ;1;RENT3
34;30/12/2015;0,1595;JUROS;- ;1;RENT3
35;30/09/2015;0,1418;JUROS;- ;1;RENT3
36;30/06/2015;0,1234;JUROS;- ;1;RENT3
37;30/04/2015;0,2140;Dividendo;- ;1;RENT3
38;31/03/2015;0,1071;Juros;- ;1;RENT3
39;30/12/2014;0,0816;JRS CAP PROPRIO;- ;1;RENT3
40;30/09/2014;0,0766;JRS CAP PROPRIO;- ;1;RENT3
41;01/07/2014;0,0720;JRS CAP PROPRIO;- ;1;RENT3
42;30/04/2014;0,1854;DIVIDENDO;- ;1;RENT3
43;31/03/2014;0,0669;JRS CAP PROPRIO;- ;1;RENT3
44;30/12/2013;0,0808;JRS CAP PRÓPRIO;- ;1;RENT3
45;31/10/2013;1,2020;DIVIDENDO;- ;1;RENT3
46;30/09/2013;0,0700;JRS CAP PRÓPRIO;- ;1;RENT3
47;28/06/2013;0,0744;JRS CAP PRÓPRIO;- ;1;RENT3
48;29/04/2013;0,0259;DIVIDENDO;- ;1;RENT3
49;20/03/2013;0,0734;JRS CAP PRÓPRIO;- ;1;RENT3
50;28/12/2012;0,0798;JRS CAP PRÓPRIO;- ;1;RENT3
51;28/09/2012;0,0753;JRS CAP PRÓPRIO;- ;1;RENT3
52;29/06/2012;0,0778;JRS CAP PRÓPRIO;- ;1;RENT3
53;30/04/2012;0,1332;DIVIDENDO;- ;1;RENT3
54;15/03/2012;0,0730;JRS CAP PRÓPRIO;- ;1;RENT3
55;29/12/2011;0,0712;JRS CAP PRÓPRIO;- ;1;RENT3
56;30/09/2011;0,0658;JRS CAP PRÓPRIO;- ;1;RENT3
57;01/07/2011;0,0614;JRS CAP PRÓPRIO;- ;1;RENT3
58;29/04/2011;0,1182;DIVIDENDO;- ;1;RENT3
59;31/03/2011;0,0575;JRS CAP PRÓPRIO;- ;1;RENT3
60;30/12/2010;0,0572;JRS CAP PRÓPRIO;- ;1;RENT3
61;30/12/2010;0,0432;JRS CAP PRÓPRIO;- ;1;RENT3
