Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
06/11/2019;0,1278;JRS CAP PROPRIO;26/02/2020							  ;1;NATU3
26/02/2019;0,1315;DIVIDENDO;18/04/2019							  ;1;NATU3
04/01/2019;0,2587;JRS CAP PROPRIO;26/02/2019							  ;1;NATU3
19/03/2018;0,0158;JRS CAP PROPRIO;11/05/2018							  ;1;NATU3
19/03/2018;0,2991;DIVIDENDO;11/05/2018							  ;1;NATU3
22/12/2017;0,1819;JRS CAP PROPRIO;-							  ;1;NATU3
24/02/2017;0,1192;DIVIDENDO;-							  ;1;NATU3
24/02/2017;0,0130;JRS CAP PROPRIO;-							  ;1;NATU3
19/12/2016;0,1436;JRS CAP PROPRIO;-							  ;1;NATU3
24/02/2016;0,2457;DIVIDENDO;-							  ;1;NATU3
24/02/2016;0,0404;JUROS;-							  ;1;NATU3
29/07/2015;0,4818;DIVIDENDO;-							  ;1;NATU3
29/07/2015;0,0675;JUROS;-							  ;1;NATU3
18/02/2015;0,9969;Dividendo;-							  ;1;NATU3
18/02/2015;0,0472;Juros;-							  ;1;NATU3
30/07/2014;0,5404;DIVIDENDO;-							  ;1;NATU3
30/07/2014;0,0647;JRS CAP PROPRIO;-							  ;1;NATU3
19/02/2014;1,1046;DIVIDENDO;-							  ;1;NATU3
19/02/2014;0,0522;JRS CAP PRÓPRIO;-							  ;1;NATU3
31/07/2013;0,7840;DIVIDENDO;-							  ;1;NATU3
31/07/2013;0,0640;JRS CAP PRÓPRIO;-							  ;1;NATU3
15/02/2013;1,0937;DIVIDENDO;-							  ;1;NATU3
15/02/2013;0,0509;JRS CAP PRÓPRIO;-							  ;1;NATU3
31/07/2012;0,7622;DIVIDENDO;-							  ;1;NATU3
31/07/2012;0,0851;JRS CAP PRÓPRIO;-							  ;1;NATU3
24/02/2012;1,0912;DIVIDENDO;-							  ;1;NATU3
24/02/2012;0,0552;JRS CAP PRÓPRIO;-							  ;1;NATU3
26/07/2011;0,6848;DIVIDENDO;-							  ;1;NATU3
26/07/2011;0,0870;JRS CAP PRÓPRIO;-							  ;1;NATU3
01/03/2011;0,9414;DIVIDENDO;-							  ;1;NATU3
01/03/2011;0,0568;JRS CAP PRÓPRIO;-							  ;1;NATU3
27/07/2010;0,5898;DIVIDENDO;-							  ;1;NATU3
27/07/2010;0,0823;JRS CAP PRÓPRIO;-							  ;1;NATU3
01/03/2010;0,7887;DIVIDENDO;-							  ;1;NATU3
01/03/2010;0,0424;JRS CAP PRÓPRIO;-							  ;1;NATU3
24/07/2009;0,5003;DIVIDENDO;-							  ;1;NATU3
24/07/2009;0,0582;JRS CAP PRÓPRIO;-							  ;1;NATU3
27/02/2009;0,5925;DIVIDENDO;-							  ;1;NATU3
27/02/2009;0,1339;JRS CAP PRÓPRIO;-							  ;1;NATU3
30/07/2008;0,4391;DIVIDENDO;-							  ;1;NATU3
04/03/2008;0,5545;DIVIDENDO;-							  ;1;NATU3
30/07/2007;0,3222;DIVIDENDO;-							  ;1;NATU3
30/07/2007;0,0915;JRS CAP PRÓPRIO;-							  ;1;NATU3
06/03/2007;0,5000;DIVIDENDO;-							  ;1;NATU3
31/07/2006;0,2631;DIVIDENDO;-							  ;1;NATU3
31/07/2006;0,0788;JRS CAP PRÓPRIO;-							  ;1;NATU3
02/03/2006;2,2916;DIVIDENDO;-							  ;1;NATU3
28/11/2005;0,1234;JRS CAP PRÓPRIO;-							  ;1;NATU3
01/08/2005;1,0657;DIVIDENDO;-							  ;1;NATU3
01/08/2005;0,1220;JRS CAP PRÓPRIO;-							  ;1;NATU3
03/05/2005;0,1578;JRS CAP PRÓPRIO;-							  ;1;NATU3
02/03/2005;1,3396;DIVIDENDO;-							  ;1;NATU3
02/03/2005;0,1888;JRS CAP PRÓPRIO;-							  ;1;NATU3
03/08/2004;0,8653;DIVIDENDO;-							  ;1;NATU3
03/08/2004;0,1585;JRS CAP PRÓPRIO;-							  ;1;NATU3
;;;;;NATU3
2019;0,518;;;;NATU3
2018;0,315;;;;NATU3
2017;0,314;;;;NATU3
2016;0,430;;;;NATU3
2015;1,593;;;;NATU3
2014;1,762;;;;NATU3
2013;1,993;;;;NATU3
2012;1,994;;;;NATU3
2011;1,770;;;;NATU3
2010;1,503;;;;NATU3
