Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
23/12/2019;0,4174;JRS CAP PROPRIO;08/01/2020							  ;1;CVCB3
30/04/2019;0,0261;DIVIDENDO;28/05/2019							  ;1;CVCB3
10/12/2018;0,4165;JRS CAP PROPRIO;20/12/2018							  ;1;CVCB3
27/04/2018;0,0836;DIVIDENDO;26/06/2018							  ;1;CVCB3
18/12/2017;0,2892;JRS CAP PROPRIO;-							  ;1;CVCB3
28/04/2017;0,1658;DIVIDENDO;-							  ;1;CVCB3
08/12/2016;0,1671;JRS CAP PROPRIO;-							  ;1;CVCB3
26/04/2016;0,5464;DIVIDENDO;-							  ;1;CVCB3
26/04/2016;0,1886;DIVIDENDO;-							  ;1;CVCB3
18/12/2015;0,1146;JUROS;-							  ;1;CVCB3
15/04/2015;0,4783;Dividendo;-							  ;1;CVCB3
15/04/2015;0,1530;Dividendo;-							  ;1;CVCB3
09/12/2014;0,1103;JRS CAP PROPRIO;-							  ;1;CVCB3
28/04/2014;0,1137;DIVIDENDO;-							  ;1;CVCB3
;;;;;CVCB3
2019;0,443;;;;CVCB3
2018;0,500;;;;CVCB3
2017;0,455;;;;CVCB3
2016;0,902;;;;CVCB3
2015;0,746;;;;CVCB3
2014;0,224;;;;CVCB3
