Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
03/07/2026;0,3469;JRS CAP PROPRIO;29/01/2027							  ;1;BBDC4
01/07/2026;0,0190;JRS CAP PROPRIO;03/08/2026							  ;1;BBDC4
01/06/2026;0,0190;JRS CAP PROPRIO;01/07/2026							  ;1;BBDC4
04/05/2026;0,0190;JRS CAP PROPRIO;01/06/2026							  ;1;BBDC4
06/04/2026;0,2973;JRS CAP PROPRIO;30/10/2026							  ;1;BBDC4
01/04/2026;0,0190;JRS CAP PROPRIO;04/05/2026							  ;1;BBDC4
02/03/2026;0,0190;JRS CAP PROPRIO;01/04/2026							  ;1;BBDC4
02/02/2026;0,0190;JRS CAP PROPRIO;02/03/2026							  ;1;BBDC4
02/01/2026;0,0190;JRS CAP PROPRIO;02/02/2026							  ;1;BBDC4
29/12/2025;0,3863;JRS CAP PROPRIO;31/07/2026							  ;1;BBDC4
01/12/2025;0,0190;JRS CAP PROPRIO;02/01/2026							  ;1;BBDC4
03/11/2025;0,0190;JRS CAP PROPRIO;01/12/2025							  ;1;BBDC4
01/10/2025;0,0190;JRS CAP PROPRIO;03/11/2025							  ;1;BBDC4
29/09/2025;0,2972;JRS CAP PROPRIO;-							  ;1;BBDC4
01/09/2025;0,0190;JRS CAP PROPRIO;01/10/2025							  ;1;BBDC4
01/08/2025;0,0190;JRS CAP PROPRIO;01/09/2025							  ;1;BBDC4
01/07/2025;0,0190;JRS CAP PROPRIO;01/08/2025							  ;1;BBDC4
30/06/2025;0,2972;JRS CAP PROPRIO;30/01/2026							  ;1;BBDC4
02/06/2025;0,0190;JRS CAP PROPRIO;01/07/2025							  ;1;BBDC4
02/05/2025;0,0190;JRS CAP PROPRIO;02/06/2025							  ;1;BBDC4
01/04/2025;0,0190;JRS CAP PROPRIO;02/05/2025							  ;1;BBDC4
31/03/2025;0,2278;JRS CAP PROPRIO;31/10/2025							  ;1;BBDC4
05/03/2025;0,0190;JRS CAP PROPRIO;01/04/2025							  ;1;BBDC4
03/02/2025;0,0190;JRS CAP PROPRIO;05/03/2025							  ;1;BBDC4
02/01/2025;0,0190;JRS CAP PROPRIO;03/02/2025							  ;1;BBDC4
30/12/2024;0,2940;JRS CAP PROPRIO;31/07/2025							  ;1;BBDC4
02/12/2024;0,0190;JRS CAP PROPRIO;02/01/2025							  ;1;BBDC4
01/11/2024;0,0190;JRS CAP PROPRIO;02/12/2024							  ;1;BBDC4
01/10/2024;0,0190;JRS CAP PROPRIO;01/11/2024							  ;1;BBDC4
30/09/2024;0,1975;JRS CAP PROPRIO;30/04/2025							  ;1;BBDC4
02/09/2024;0,0190;JRS CAP PROPRIO;01/10/2024							  ;1;BBDC4
01/08/2024;0,0190;JRS CAP PROPRIO;02/09/2024							  ;1;BBDC4
01/07/2024;0,0190;JRS CAP PROPRIO;01/08/2024							  ;1;BBDC4
17/06/2024;0,3951;JRS CAP PROPRIO;31/01/2025							  ;1;BBDC4
03/06/2024;0,0190;JRS CAP PROPRIO;01/07/2024							  ;1;BBDC4
02/05/2024;0,0190;JRS CAP PROPRIO;03/06/2024							  ;1;BBDC4
01/04/2024;0,0190;JRS CAP PROPRIO;02/05/2024							  ;1;BBDC4
01/03/2024;0,0190;JRS CAP PROPRIO;01/04/2024							  ;1;BBDC4
01/02/2024;0,0190;JRS CAP PROPRIO;01/03/2024							  ;1;BBDC4
02/01/2024;0,0190;JRS CAP PROPRIO;01/02/2024							  ;1;BBDC4
21/12/2023;0,4920;JRS CAP PROPRIO;28/06/2024							  ;1;BBDC4
21/12/2023;0,1969;JRS CAP PROPRIO;02/01/2024							  ;1;BBDC4
01/12/2023;0,0190;JRS CAP PROPRIO;02/01/2024							  ;1;BBDC4
01/11/2023;0,0190;JRS CAP PROPRIO;01/12/2023							  ;1;BBDC4
02/10/2023;0,0190;JRS CAP PROPRIO;01/11/2023							  ;1;BBDC4
01/09/2023;0,0190;JRS CAP PROPRIO;02/10/2023							  ;1;BBDC4
01/08/2023;0,0190;JRS CAP PROPRIO;01/09/2023							  ;1;BBDC4
03/07/2023;0,0190;JRS CAP PROPRIO;01/08/2023							  ;1;BBDC4
26/06/2023;0,1969;JRS CAP PROPRIO;06/07/2023							  ;1;BBDC4
01/06/2023;0,0190;JRS CAP PROPRIO;03/07/2023							  ;1;BBDC4
02/05/2023;0,0190;JRS CAP PROPRIO;01/06/2023							  ;1;BBDC4
03/04/2023;0,0190;JRS CAP PROPRIO;02/05/2023							  ;1;BBDC4
01/03/2023;0,0190;JRS CAP PROPRIO;03/04/2023							  ;1;BBDC4
01/02/2023;0,0190;JRS CAP PROPRIO;01/03/2023							  ;1;BBDC4
06/01/2023;0,5834;JRS CAP PROPRIO;08/03/2023							  ;1;BBDC4
02/01/2023;0,0190;JRS CAP PROPRIO;01/02/2023							  ;1;BBDC4
01/12/2022;0,0190;JRS CAP PROPRIO;02/01/2023							  ;1;BBDC4
01/11/2022;0,0190;JRS CAP PROPRIO;01/12/2022							  ;1;BBDC4
03/10/2022;0,0190;JRS CAP PROPRIO;01/11/2022							  ;1;BBDC4
01/09/2022;0,0190;JRS CAP PROPRIO;03/10/2022							  ;1;BBDC4
01/08/2022;0,0190;JRS CAP PROPRIO;01/09/2022							  ;1;BBDC4
01/07/2022;0,0190;JRS CAP PROPRIO;01/08/2022							  ;1;BBDC4
20/06/2022;0,1966;JRS CAP PROPRIO;30/06/2022							  ;1;BBDC4
01/06/2022;0,0190;JRS CAP PROPRIO;01/07/2022							  ;1;BBDC4
02/05/2022;0,0190;JRS CAP PROPRIO;01/06/2022							  ;1;BBDC4
01/04/2022;0,0190;JRS CAP PROPRIO;02/05/2022							  ;1;BBDC4
02/03/2022;0,0190;JRS CAP PROPRIO;01/04/2022							  ;1;BBDC4
01/02/2022;0,0190;JRS CAP PROPRIO;02/03/2022							  ;1;BBDC4
03/01/2022;0,0190;JRS CAP PROPRIO;01/02/2022							  ;1;BBDC4
20/12/2021;0,0216;JRS CAP PROPRIO;30/12/2021							  ;1;BBDC4
20/12/2021;0,2163;DIVIDENDO;30/12/2021							  ;1;BBDC4
01/12/2021;0,0190;JRS CAP PROPRIO;03/01/2022							  ;1;BBDC4
01/11/2021;0,0190;JRS CAP PROPRIO;01/12/2021							  ;1;BBDC4
01/10/2021;0,0190;JRS CAP PROPRIO;01/11/2021							  ;1;BBDC4
01/09/2021;0,0190;JRS CAP PROPRIO;01/10/2021							  ;1;BBDC4
02/08/2021;0,0190;JRS CAP PROPRIO;01/09/2021							  ;1;BBDC4
02/07/2021;0,5390;JRS CAP PROPRIO;12/07/2021							  ;1;BBDC4
01/07/2021;0,0190;JRS CAP PROPRIO;02/08/2021							  ;1;BBDC4
