Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
13/05/2026;0,0800;DIVIDENDO;10/06/2026							  ;1;GOAU4
10/03/2026;0,0500;DIVIDENDO;19/03/2026							  ;1;GOAU4
10/11/2025;0,1900;DIVIDENDO;12/12/2025							  ;1;GOAU4
11/08/2025;0,0800;DIVIDENDO;19/08/2025							  ;1;GOAU4
08/05/2025;0,0800;DIVIDENDO;20/05/2025							  ;1;GOAU4
05/03/2025;0,0500;DIVIDENDO;17/03/2025							  ;1;GOAU4
18/11/2024;0,1300;DIVIDENDO;17/12/2024							  ;1;GOAU4
09/08/2024;0,0800;DIVIDENDO;21/08/2024							  ;1;GOAU4
15/05/2024;0,1900;DIVIDENDO;28/05/2024							  ;1;GOAU4
01/03/2024;0,0500;DIVIDENDO;13/03/2024							  ;1;GOAU4
17/11/2023;0,9300;DIVIDENDO;14/12/2023							  ;1;GOAU4
18/08/2023;0,2600;DIVIDENDO;30/08/2023							  ;1;GOAU4
15/05/2023;0,2500;JRS CAP PROPRIO;30/05/2023							  ;1;GOAU4
15/05/2023;0,0500;DIVIDENDO;30/05/2023							  ;1;GOAU4
14/03/2023;0,1000;DIVIDENDO;24/03/2023							  ;1;GOAU4
21/11/2022;0,2700;DIVIDENDO;15/12/2022							  ;1;GOAU4
21/11/2022;0,2300;JRS CAP PROPRIO;15/12/2022							  ;1;GOAU4
15/08/2022;0,3600;DIVIDENDO;26/08/2022							  ;1;GOAU4
16/05/2022;0,2000;JRS CAP PROPRIO;26/05/2022							  ;1;GOAU4
16/05/2022;0,0900;DIVIDENDO;26/05/2022							  ;1;GOAU4
07/03/2022;0,1000;DIVIDENDO;17/03/2022							  ;1;GOAU4
05/11/2021;0,1100;JRS CAP PROPRIO;17/11/2021							  ;1;GOAU4
05/11/2021;1,4400;DIVIDENDO;17/11/2021							  ;1;GOAU4
27/09/2021;0,1200;JRS CAP PROPRIO;17/11/2021							  ;1;GOAU4
27/09/2021;0,0800;DIVIDENDO;17/11/2021							  ;1;GOAU4
16/08/2021;0,2800;DIVIDENDO;27/08/2021							  ;1;GOAU4
14/05/2021;0,2100;DIVIDENDO;27/05/2021							  ;1;GOAU4
11/03/2021;0,0800;JRS CAP PROPRIO;26/03/2021							  ;1;GOAU4
21/12/2020;0,0900;JRS CAP PROPRIO;-							  ;1;GOAU4
06/11/2020;0,0700;DIVIDENDO;19/11/2020							  ;1;GOAU4
28/02/2020;0,0200;DIVIDENDO;12/03/2020							  ;1;GOAU4
11/11/2019;0,0200;DIVIDENDO;26/11/2019							  ;1;GOAU4
16/08/2019;0,0400;DIVIDENDO;29/08/2019							  ;1;GOAU4
17/05/2019;0,0400;DIVIDENDO;30/05/2019							  ;1;GOAU4
06/03/2019;0,0500;DIVIDENDO;18/03/2019							  ;1;GOAU4
21/11/2018;0,0900;DIVIDENDO;03/12/2018							  ;1;GOAU4
21/08/2018;0,0700;DIVIDENDO;31/08/2018							  ;1;GOAU4
21/05/2018;0,0400;DIVIDENDO;01/06/2018							  ;1;GOAU4
21/11/2017;0,0200;DIVIDENDO;-							  ;1;GOAU4
24/08/2015;0,0200;DIVIDENDO;-							  ;1;GOAU4
21/05/2015;0,0200;Dividendo;-							  ;1;GOAU4
16/03/2015;0,0700;Dividendo;-							  ;1;GOAU4
17/11/2014;0,0400;DIVIDENDO;-							  ;1;GOAU4
11/08/2014;0,0700;DIVIDENDO;-							  ;1;GOAU4
21/05/2014;0,1100;JRS CAP PROPRIO;-							  ;1;GOAU4
05/03/2014;0,0800;DIVIDENDO;-							  ;1;GOAU4
11/11/2013;0,1600;JRS CAP PRÓPRIO;-							  ;1;GOAU4
12/08/2013;0,1100;JRS CAP PRÓPRIO;-							  ;1;GOAU4
17/05/2013;0,0200;DIVIDENDO;-							  ;1;GOAU4
04/03/2013;0,0200;DIVIDENDO;-							  ;1;GOAU4
12/11/2012;0,0900;JRS CAP PRÓPRIO;-							  ;1;GOAU4
13/08/2012;0,1300;DIVIDENDO;-							  ;1;GOAU4
11/05/2012;0,0800;DIVIDENDO;-							  ;1;GOAU4
27/02/2012;0,1100;DIVIDENDO;-							  ;1;GOAU4
21/11/2011;0,1900;DIVIDENDO;-							  ;1;GOAU4
15/08/2011;0,1500;JRS CAP PRÓPRIO;-							  ;1;GOAU4
19/05/2011;0,1000;DIVIDENDO;-							  ;1;GOAU4
14/03/2011;0,0900;DIVIDENDO;-							  ;1;GOAU4
