Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
09/06/2026;7,4979;JRS CAP PROPRIO;17/06/2026							  ;1;BAZA3
09/06/2026;3,7694;DIVIDENDO;17/06/2026							  ;1;BAZA3
28/04/2025;7,1086;JRS CAP PROPRIO;08/05/2025							  ;1;BAZA3
28/04/2025;0,5697;DIVIDENDO;08/05/2025							  ;1;BAZA3
26/04/2024;6,3861;JRS CAP PROPRIO;08/05/2024							  ;1;BAZA3
24/04/2023;4,2037;JRS CAP PROPRIO;04/05/2023							  ;1;BAZA3
24/04/2023;1,1262;DIVIDENDO;04/05/2023							  ;1;BAZA3
29/04/2022;4,7895;JRS CAP PROPRIO;11/05/2022							  ;1;BAZA3
29/04/2022;1,8382;DIVIDENDO;11/05/2022							  ;1;BAZA3
22/04/2021;2,5798;JRS CAP PROPRIO;05/05/2021							  ;1;BAZA3
06/04/2020;3,5428;JRS CAP PROPRIO;17/04/2020							  ;1;BAZA3
26/04/2019;1,4091;JRS CAP PROPRIO;09/05/2019							  ;1;BAZA3
23/04/2018;0,6283;JRS CAP PROPRIO;04/05/2018							  ;1;BAZA3
06/04/2017;0,6108;JRS CAP PROPRIO;-							  ;1;BAZA3
15/08/2016;0,0068;JRS CAP PROPRIO;-							  ;1;BAZA3
08/04/2016;0,0241;JUROS;-							  ;1;BAZA3
04/11/2015;0,0086;JUROS;-							  ;1;BAZA3
14/04/2015;0,0208;Juros;-							  ;1;BAZA3
24/10/2014;0,0038;JRS CAP PROPRIO;-							  ;1;BAZA3
04/04/2014;0,0164;JRS CAP PROPRIO;-							  ;1;BAZA3
12/04/2013;0,0223;JRS CAP PRÓPRIO;-							  ;1;BAZA3
03/10/2012;0,0044;JRS CAP PRÓPRIO;-							  ;1;BAZA3
31/01/2012;0,0265;JRS CAP PRÓPRIO;-							  ;1;BAZA3
08/04/2011;0,0223;JRS CAP PRÓPRIO;-							  ;1;BAZA3
14/12/2010;0,0136;JRS CAP PRÓPRIO;-							  ;1;BAZA3
25/10/2010;0,0015;JRS CAP PRÓPRIO;-							  ;1;BAZA3
30/04/2010;0,0093;JRS CAP PRÓPRIO;-							  ;1;BAZA3
30/04/2009;0,0338;DIVIDENDO;-							  ;1;BAZA3
31/10/2008;0,0031;JRS CAP PRÓPRIO;-							  ;1;BAZA3
11/04/2008;0,0156;JRS CAP PRÓPRIO;-							  ;1;BAZA3
11/04/2008;0,0065;DIVIDENDO;-							  ;1;BAZA3
17/10/2007;0,0068;JRS CAP PRÓPRIO;-							  ;1;BAZA3
25/04/2007;34,8406;JRS CAP PRÓPRIO;-							  ;1000;BAZA3
30/01/2007;3,0721;JRS CAP PRÓPRIO;-							  ;1000;BAZA3
31/01/2006;41,7294;JRS CAP PRÓPRIO;-							  ;1000;BAZA3
01/02/2005;11,3133;JRS CAP PRÓPRIO;-							  ;1000;BAZA3
30/07/2004;6,7743;JRS CAP PRÓPRIO;-							  ;1000;BAZA3
06/02/2004;46,0600;JRS CAP PRÓPRIO;-							  ;1000;BAZA3
20/02/2003;3,4700;DIVIDENDO;-							  ;1000;BAZA3
06/02/2001;43,9400;JRS CAP PRÓPRIO;-							  ;1000;BAZA3
29/08/2000;28,7300;JRS CAP PRÓPRIO;-							  ;1000;BAZA3
06/04/2000;5,9100;DIVIDENDO;-							  ;1000;BAZA3
18/02/2000;51,3300;DIVIDENDO;-							  ;1000;BAZA3
22/11/1999;47,8800;JRS CAP PRÓPRIO;-							  ;1000;BAZA3
01/03/1999;33,8700;DIVIDENDO;-							  ;1000;BAZA3
20/02/1998;26,0300;DIVIDENDO;-							  ;1000;BAZA3
04/03/1997;6,5200;DIVIDENDO;-							  ;1000;BAZA3
;;;;;BAZA3
2026;11,267;;;;BAZA3
2025;7,678;;;;BAZA3
2024;6,386;;;;BAZA3
2023;5,330;;;;BAZA3
2022;6,628;;;;BAZA3
2021;2,580;;;;BAZA3
2020;3,543;;;;BAZA3
2019;1,409;;;;BAZA3
2018;0,628;;;;BAZA3
2017;0,611;;;;BAZA3
2016;0,031;;;;BAZA3
2015;0,029;;;;BAZA3
2014;0,020;;;;BAZA3
2013;0,022;;;;BAZA3
2012;0,031;;;;BAZA3
2011;0,022;;;;BAZA3
2010;0,024;;;;BAZA3
