;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;20/12/2022;0,0598;JRS CAP PROPRIO;02/01/2023 ;1;SULA11
1;27/12/2021;0,2247;JRS CAP PROPRIO;14/04/2022 ;1;SULA11
2;06/01/2021;0,1576;JRS CAP PROPRIO;18/01/2021 ;1;SULA11
3;17/11/2020;0,9077;DIVIDENDO;27/11/2020 ;1;SULA11
4;05/10/2020;0,1985;JRS CAP PROPRIO;27/11/2020 ;1;SULA11
5;29/07/2020;0,3379;DIVIDENDO;10/08/2020 ;1;SULA11
6;17/06/2020;0,1933;JRS CAP PROPRIO;27/11/2020 ;1;SULA11
7;20/03/2020;0,2067;JRS CAP PROPRIO;16/04/2021 ;1;SULA11
8;18/12/2019;0,2839;JRS CAP PROPRIO;17/04/2020 ;1;SULA11
9;24/09/2019;0,1550;JRS CAP PROPRIO;17/04/2020 ;1;SULA11
10;28/03/2019;0,2025;DIVIDENDO;18/04/2019 ;1;SULA11
11;28/12/2018;0,4135;JRS CAP PROPRIO;18/04/2019 ;1;SULA11
12;29/03/2018;0,1641;DIVIDENDO;18/04/2018 ;1;SULA11
13;28/12/2017;0,3618;JRS CAP PROPRIO;- ;1;SULA11
14;29/03/2017;0,2411;DIVIDENDO;- ;1;SULA11
15;26/12/2016;0,2928;JRS CAP PROPRIO;- ;1;SULA11
16;30/03/2016;0,2405;DIVIDENDO;- ;1;SULA11
17;16/12/2015;0,2094;JUROS;- ;1;SULA11
18;29/10/2015;0,0360;DIVIDENDO;- ;1;SULA11
19;30/07/2015;0,0360;DIVIDENDO;- ;1;SULA11
20;29/04/2015;0,0360;Dividendo;- ;1;SULA11
21;31/03/2015;0,1865;Dividendo;- ;1;SULA11
22;11/12/2014;0,2001;JRS CAP PROPRIO;- ;1;SULA11
23;28/10/2014;0,0360;DIVIDENDO;- ;1;SULA11
24;31/07/2014;0,0360;DIVIDENDO;- ;1;SULA11
25;15/05/2014;0,0360;DIVIDENDO;- ;1;SULA11
26;31/03/2014;0,0813;DIVIDENDO;- ;1;SULA11
27;13/12/2013;0,1645;JRS CAP PRÓPRIO;- ;1;SULA11
28;13/12/2013;0,0897;JRS CAP PRÓPRIO;- ;1;SULA11
29;30/10/2013;0,0360;DIVIDENDO;- ;1;SULA11
30;30/07/2013;0,0360;DIVIDENDO;- ;1;SULA11
31;30/04/2013;0,0360;DIVIDENDO;- ;1;SULA11
32;04/04/2013;0,3006;DIVIDENDO;- ;1;SULA11
33;17/12/2012;0,0949;JRS CAP PRÓPRIO;- ;1;SULA11
34;30/10/2012;0,0360;DIVIDENDO;- ;1;SULA11
35;30/07/2012;0,0360;DIVIDENDO;- ;1;SULA11
36;30/04/2012;0,0360;DIVIDENDO;- ;1;SULA11
37;30/03/2012;0,4382;DIVIDENDO;- ;1;SULA11
38;13/12/2011;0,1976;JRS CAP PRÓPRIO;- ;1;SULA11
39;13/12/2011;0,0553;JRS CAP PRÓPRIO;- ;1;SULA11
40;03/11/2011;0,0360;DIVIDENDO;- ;1;SULA11
41;04/08/2011;0,0360;DIVIDENDO;- ;1;SULA11
42;06/05/2011;0,0360;DIVIDENDO;- ;1;SULA11
43;31/03/2011;1,0518;DIVIDENDO;- ;1;SULA11
44;31/03/2010;2,1419;DIVIDENDO;- ;1;SULA11
45;31/03/2009;1,1104;DIVIDENDO;- ;1;SULA11
46;31/03/2008;0,6614;DIVIDENDO;- ;1;SULA11
47;;;;;;SULA11
48;2022;0,060;;;;SULA11
49;2021;0,382;;;;SULA11
50;2020;1,844;;;;SULA11
51;2019;0,641;;;;SULA11
52;2018;0,578;;;;SULA11
53;2017;0,603;;;;SULA11
54;2016;0,533;;;;SULA11
55;2015;0,504;;;;SULA11
56;2014;0,389;;;;SULA11
57;2013;0,663;;;;SULA11
58;2012;0,641;;;;SULA11
59;2011;1,413;;;;SULA11
60;2010;2,142;;;;SULA11
