Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
24/07/2026;0,0770;JRS CAP PROPRIO;05/08/2026							  ;1;FIQE3
29/12/2025;0,1133;DIVIDENDO;16/10/2028							  ;1;FIQE3
29/12/2025;0,1133;DIVIDENDO;16/03/2028							  ;1;FIQE3
29/12/2025;0,0920;DIVIDENDO;15/10/2027							  ;1;FIQE3
29/12/2025;0,0920;DIVIDENDO;16/03/2027							  ;1;FIQE3
29/12/2025;0,0779;DIVIDENDO;16/10/2026							  ;1;FIQE3
29/12/2025;0,0779;DIVIDENDO;16/03/2026							  ;1;FIQE3
11/12/2025;0,0425;DIVIDENDO;19/12/2025							  ;1;FIQE3
14/08/2025;0,0850;JRS CAP PROPRIO;22/08/2025							  ;1;FIQE3
14/08/2025;0,0850;DIVIDENDO;22/08/2025							  ;1;FIQE3
06/02/2025;0,0566;JRS CAP PROPRIO;14/02/2025							  ;1;FIQE3
06/02/2025;0,0425;DIVIDENDO;14/02/2025							  ;1;FIQE3
14/06/2024;0,0850;DIVIDENDO;28/06/2024							  ;1;FIQE3
14/06/2024;0,0708;JRS CAP PROPRIO;28/06/2024							  ;1;FIQE3
06/02/2024;0,0566;JRS CAP PROPRIO;16/02/2024							  ;1;FIQE3
09/10/2023;0,0283;JRS CAP PROPRIO;25/10/2023							  ;1;FIQE3
14/07/2023;0,0425;JRS CAP PROPRIO;26/07/2023							  ;1;FIQE3
10/03/2023;0,0840;JRS CAP PROPRIO;22/03/2023							  ;1;FIQE3
24/03/2022;0,0843;DIVIDENDO;04/11/2022							  ;1;FIQE3
06/12/2021;0,0396;JRS CAP PROPRIO;17/12/2021							  ;1;FIQE3
06/12/2021;0,0439;DIVIDENDO;17/12/2021							  ;1;FIQE3
;;;;;FIQE3
2026;0,077;;;;FIQE3
2025;0,878;;;;FIQE3
2024;0,212;;;;FIQE3
2023;0,155;;;;FIQE3
2022;0,084;;;;FIQE3
2021;0,083;;;;FIQE3
