;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;08/05/2024;0,9142;DIVIDENDO;10/07/2024 ;1;CURY3
1;30/04/2024;0,4089;DIVIDENDO;13/05/2024 ;1;CURY3
2;04/12/2023;0,3450;DIVIDENDO;13/12/2023 ;1;CURY3
3;22/09/2023;0,5174;DIVIDENDO;03/10/2023 ;1;CURY3
4;28/04/2023;0,0633;DIVIDENDO;25/05/2023 ;1;CURY3
5;24/01/2023;0,2070;DIVIDENDO;16/02/2023 ;1;CURY3
6;29/04/2022;0,5154;DIVIDENDO;30/09/2022 ;1;CURY3
7;07/12/2021;0,1131;DIVIDENDO;16/12/2021 ;1;CURY3
8;07/12/2021;0,0582;DIVIDENDO;16/12/2021 ;1;CURY3
9;23/04/2021;0,3940;DIVIDENDO;30/07/2021 ;1;CURY3
10;;;;;;CURY3
11;2024;1,323;;;;CURY3
12;2023;1,133;;;;CURY3
13;2022;0,515;;;;CURY3
14;2021;0,565;;;;CURY3
