;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;28/04/2023;6,0947;DIVIDENDO;17/05/2023 ;1;SOND5
1;04/05/2022;0,9755;DIVIDENDO;18/05/2022 ;1;SOND5
2;29/04/2022;5,6583;DIVIDENDO;18/05/2022 ;1;SOND5
3;30/04/2021;8,5177;DIVIDENDO;17/05/2021 ;1;SOND5
4;30/04/2020;0,9211;DIVIDENDO;- ;1;SOND5
5;29/04/2019;6,3639;DIVIDENDO;- ;1;SOND5
6;30/04/2018;1,2748;DIVIDENDO;29/06/2018 ;1;SOND5
7;30/04/2015;1,6997;Dividendo;- ;1;SOND5
8;29/12/2014;1,2748;JRS CAP PROPRIO;- ;1;SOND5
9;29/04/2014;12,7476;DIVIDENDO;- ;1;SOND5
10;17/12/2013;1,4872;JRS CAP PRÓPRIO;- ;1;SOND5
11;30/04/2013;33,6428;DIVIDENDO;- ;1;SOND5
12;28/12/2012;1,4705;JRS CAP PRÓPRIO;- ;1;SOND5
13;13/12/2012;0,9998;DIVIDENDO;- ;1;SOND5
14;16/12/2011;1,4705;JRS CAP PRÓPRIO;- ;1;SOND5
15;15/12/2011;0,7696;DIVIDENDO;- ;1;SOND5
16;21/12/2010;1,5497;JRS CAP PRÓPRIO;- ;1;SOND5
17;08/11/2010;0,6152;DIVIDENDO;- ;1;SOND5
18;12/04/2010;0,8377;JRS CAP PRÓPRIO;- ;1;SOND5
19;12/04/2010;0,5621;JRS CAP PRÓPRIO;- ;1;SOND5
20;10/07/2009;1,3445;JRS CAP PRÓPRIO;- ;1;SOND5
21;31/07/2008;0,4202;DIVIDENDO;- ;1;SOND5
22;31/07/2008;0,3431;DIVIDENDO;- ;1;SOND5
23;28/01/2008;0,6722;JRS CAP PRÓPRIO;- ;1;SOND5
24;05/07/2007;1,2608;DIVIDENDO;- ;1;SOND5
25;09/03/2007;0,3110;JRS CAP PRÓPRIO;- ;1000;SOND5
26;23/02/2006;0,1051;JRS CAP PRÓPRIO;- ;1000;SOND5
27;23/02/2006;0,0210;JRS CAP PRÓPRIO;- ;1000;SOND5
28;28/04/2005;0,0464;DIVIDENDO;- ;1000;SOND5
29;28/04/2005;0,0464;DIVIDENDO;- ;1000;SOND5
30;28/04/2005;0,0270;DIVIDENDO;- ;1000;SOND5
31;30/04/2004;0,0695;DIVIDENDO;- ;1000;SOND5
32;30/04/2004;0,0348;DIVIDENDO;- ;1000;SOND5
33;30/04/2004;0,0142;DIVIDENDO;- ;1000;SOND5
34;30/04/2004;0,0071;DIVIDENDO;- ;1000;SOND5
35;30/04/2003;0,0388;DIVIDENDO;- ;1000;SOND5
36;30/04/2003;0,0388;DIVIDENDO;- ;1000;SOND5
37;30/04/2003;0,0388;DIVIDENDO;- ;1000;SOND5
38;30/04/2002;0,0452;DIVIDENDO;- ;1000;SOND5
39;30/04/2001;0,0947;DIVIDENDO;- ;1000;SOND5
40;27/04/2000;0,0947;DIVIDENDO;- ;1000;SOND5
41;30/04/1999;0,0316;DIVIDENDO;- ;1000;SOND5
42;30/04/1998;0,0334;DIVIDENDO;- ;1000;SOND5
43;30/04/1998;0,0333;DIVIDENDO;- ;1000;SOND5
44;29/04/1997;0,1678;DIVIDENDO;- ;1000;SOND5
45;03/05/1996;0,0600;DIVIDENDO;- ;1000;SOND5
46;;;;;;SOND5
47;2023;6,095;;;;SOND5
48;2022;6,634;;;;SOND5
49;2021;8,518;;;;SOND5
50;2020;0,921;;;;SOND5
51;2019;6,364;;;;SOND5
52;2018;1,275;;;;SOND5
53;2015;1,700;;;;SOND5
54;2014;14,022;;;;SOND5
55;2013;35,130;;;;SOND5
56;2012;2,470;;;;SOND5
57;2011;2,240;;;;SOND5
58;2010;3,565;;;;SOND5
