Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
14/07/2026;0,2715;JRS CAP PROPRIO;22/07/2026							  ;1;PINE4
20/04/2026;0,2229;JRS CAP PROPRIO;30/04/2026							  ;1;PINE4
08/01/2026;0,1023;JRS CAP PROPRIO;16/01/2026							  ;1;PINE4
08/01/2026;0,0272;DIVIDENDO;16/01/2026							  ;1;PINE4
20/10/2025;0,1025;JRS CAP PROPRIO;29/10/2025							  ;1;PINE4
16/10/2025;0,2533;JRS CAP PROPRIO;27/11/2025							  ;1;PINE4
16/07/2025;0,1099;JRS CAP PROPRIO;25/07/2025							  ;1;PINE4
10/04/2025;0,0823;JRS CAP PROPRIO;25/04/2025							  ;1;PINE4
19/02/2025;0,0139;DIVIDENDO;28/02/2025							  ;1;PINE4
06/01/2025;0,0805;JRS CAP PROPRIO;16/01/2025							  ;1;PINE4
14/10/2024;0,0766;JRS CAP PROPRIO;21/10/2024							  ;1;PINE4
10/10/2024;0,1594;JRS CAP PROPRIO;22/11/2024							  ;1;PINE4
08/07/2024;0,0814;JRS CAP PROPRIO;15/07/2024							  ;1;PINE4
11/04/2024;0,0801;JRS CAP PROPRIO;18/04/2024							  ;1;PINE4
08/01/2024;0,2081;JRS CAP PROPRIO;15/01/2024							  ;1;PINE4
31/07/2023;0,1006;JRS CAP PROPRIO;10/08/2023							  ;1;PINE4
30/01/2023;0,0615;JRS CAP PROPRIO;08/02/2023							  ;1;PINE4
30/06/2016;0,0600;JRS CAP PROPRIO;-							  ;1;PINE4
31/03/2016;0,1629;JUROS;-							  ;1;PINE4
04/01/2016;0,1985;JUROS;-							  ;1;PINE4
30/09/2015;0,1809;JUROS;-							  ;1;PINE4
30/06/2015;0,1641;JUROS;-							  ;1;PINE4
31/03/2015;0,1455;Juros;-							  ;1;PINE4
30/12/2014;0,1200;JRS CAP PROPRIO;-							  ;1;PINE4
30/09/2014;0,1425;JRS CAP PROPRIO;-							  ;1;PINE4
30/06/2014;0,1414;JRS CAP PROPRIO;-							  ;1;PINE4
30/06/2014;0,0276;DIVIDENDO;-							  ;1;PINE4
01/04/2014;0,1366;JRS CAP PROPRIO;-							  ;1;PINE4
01/04/2014;0,0287;DIVIDENDO;-							  ;1;PINE4
30/12/2013;0,1463;JRS CAP PRÓPRIO;-							  ;1;PINE4
30/12/2013;0,1291;DIVIDENDO;-							  ;1;PINE4
30/09/2013;0,1436;JRS CAP PRÓPRIO;-							  ;1;PINE4
