Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
05/06/2024;0,4515;DIVIDENDO;28/06/2024							  ;1;CSAN3
18/05/2023;0,4286;DIVIDENDO;31/05/2023							  ;1;CSAN3
05/05/2022;0,4281;DIVIDENDO;20/05/2022							  ;1;CSAN3
14/12/2021;0,3746;DIVIDENDO;28/12/2021							  ;1;CSAN3
05/05/2021;1,0306;DIVIDENDO;20/05/2021							  ;1;CSAN3
03/06/2020;1,4978;DIVIDENDO;15/06/2020							  ;1;CSAN3
02/05/2019;0,9998;DIVIDENDO;-							  ;1;CSAN3
02/05/2018;1,1086;DIVIDENDO;16/05/2018							  ;1;CSAN3
28/04/2017;0,9317;DIVIDENDO;-							  ;1;CSAN3
12/12/2016;0,7366;DIVIDENDO;-							  ;1;CSAN3
13/05/2016;0,4928;DIVIDENDO;-							  ;1;CSAN3
13/05/2016;0,2218;DIVIDENDO;-							  ;1;CSAN3
18/02/2016;0,7022;DIVIDENDO;-							  ;1;CSAN3
11/09/2015;0,3696;DIVIDENDO;-							  ;1;CSAN3
30/04/2015;0,3080;Dividendo;-							  ;1;CSAN3
14/10/2014;0,3696;DIVIDENDO;-							  ;1;CSAN3
30/04/2014;0,3711;DIVIDENDO;-							  ;1;CSAN3
31/07/2013;0,3709;DIVIDENDO;-							  ;1;CSAN3
31/07/2012;0,6228;DIVIDENDO;-							  ;1;CSAN3
29/07/2011;0,4923;DIVIDENDO;-							  ;1;CSAN3
30/07/2010;0,4914;DIVIDENDO;-							  ;1;CSAN3
27/07/2007;0,4012;DIVIDENDO;-							  ;1;CSAN3
;;;;;CSAN3
2024;0,451;;;;CSAN3
2023;0,429;;;;CSAN3
2022;0,428;;;;CSAN3
2021;1,405;;;;CSAN3
2020;1,498;;;;CSAN3
2019;1,000;;;;CSAN3
2018;1,109;;;;CSAN3
2017;0,932;;;;CSAN3
2016;2,153;;;;CSAN3
2015;0,678;;;;CSAN3
2014;0,741;;;;CSAN3
2013;0,371;;;;CSAN3
2012;0,623;;;;CSAN3
2011;0,492;;;;CSAN3
2010;0,491;;;;CSAN3
