Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
30/04/2026;10,0581;DIVIDENDO;29/06/2026							  ;1;BMKS3
29/12/2025;20,0000;DIVIDENDO;-							  ;1;BMKS3
25/11/2025;100,0000;DIVIDENDO;02/12/2025							  ;1;BMKS3
30/04/2025;33,1292;DIVIDENDO;26/06/2025							  ;1;BMKS3
30/04/2024;39,2652;DIVIDENDO;27/06/2024							  ;1;BMKS3
28/04/2023;57,7863;DIVIDENDO;27/06/2023							  ;1;BMKS3
29/04/2022;17,8776;DIVIDENDO;28/06/2022							  ;1;BMKS3
30/04/2021;7,9279;DIVIDENDO;29/06/2021							  ;1;BMKS3
30/04/2020;6,0839;DIVIDENDO;29/06/2020							  ;1;BMKS3
26/04/2019;8,3800;DIVIDENDO;25/06/2019							  ;1;BMKS3
27/04/2018;17,8300;DIVIDENDO;26/06/2018							  ;1;BMKS3
28/04/2017;34,4800;DIVIDENDO;-							  ;1;BMKS3
29/04/2016;22,7400;DIVIDENDO;-							  ;1;BMKS3
29/04/2015;29,6900;Dividendo;-							  ;1;BMKS3
25/04/2014;23,3700;DIVIDENDO;-							  ;1;BMKS3
26/04/2013;36,2400;DIVIDENDO;-							  ;1;BMKS3
30/04/2012;51,2600;DIVIDENDO;-							  ;1;BMKS3
28/04/2011;367,7200;DIVIDENDO;-							  ;1;BMKS3
29/04/2010;24,5300;DIVIDENDO;-							  ;1;BMKS3
29/04/2009;22,3300;DIVIDENDO;-							  ;1;BMKS3
29/04/2008;27,9800;DIVIDENDO;-							  ;1;BMKS3
27/04/2007;25,0000;DIVIDENDO;-							  ;1;BMKS3
28/04/2006;26,0000;DIVIDENDO;-							  ;1;BMKS3
29/04/2005;25,0000;DIVIDENDO;-							  ;1;BMKS3
30/04/2004;8,0000;DIVIDENDO;-							  ;1;BMKS3
17/12/2003;38,0000;JRS CAP PRÓPRIO;-							  ;1;BMKS3
30/04/2003;22,5000;DIVIDENDO;-							  ;1;BMKS3
20/12/2002;38,0000;JRS CAP PRÓPRIO;-							  ;1;BMKS3
20/12/2001;34,9000;JRS CAP PRÓPRIO;-							  ;1;BMKS3
27/04/2001;12,0000;DIVIDENDO;-							  ;1;BMKS3
28/04/2000;12,0000;DIVIDENDO;-							  ;1;BMKS3
30/04/1999;12,0000;DIVIDENDO;-							  ;1;BMKS3
13/05/1998;10,0000;DIVIDENDO;-							  ;1;BMKS3
13/06/1997;14,1260;DIVIDENDO;-							  ;1;BMKS3
20/06/1996;2,2600;DIVIDENDO;-							  ;1;BMKS3
;;;;;BMKS3
2026;10,058;;;;BMKS3
2025;153,129;;;;BMKS3
2024;39,265;;;;BMKS3
2023;57,786;;;;BMKS3
2022;17,878;;;;BMKS3
2021;7,928;;;;BMKS3
2020;6,084;;;;BMKS3
2019;8,380;;;;BMKS3
2018;17,830;;;;BMKS3
2017;34,480;;;;BMKS3
2016;22,740;;;;BMKS3
2015;29,690;;;;BMKS3
2014;23,370;;;;BMKS3
2013;36,240;;;;BMKS3
2012;51,260;;;;BMKS3
2011;367,720;;;;BMKS3
2010;24,530;;;;BMKS3
