Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
26/11/2025;0,1402;DIVIDENDO;19/12/2025							  ;1;ENGI4
12/08/2025;0,2000;DIVIDENDO;26/09/2025							  ;1;ENGI4
25/02/2025;0,3800;DIVIDENDO;28/03/2025							  ;1;ENGI4
12/08/2024;0,2000;DIVIDENDO;28/08/2024							  ;1;ENGI4
28/12/2023;0,2000;DIVIDENDO;12/01/2024							  ;1;ENGI4
15/08/2023;0,1400;DIVIDENDO;29/08/2023							  ;1;ENGI4
21/03/2023;0,1600;DIVIDENDO;30/03/2023							  ;1;ENGI4
23/08/2022;0,2320;DIVIDENDO;01/09/2022							  ;1;ENGI4
30/12/2021;0,4400;DIVIDENDO;02/03/2022							  ;1;ENGI4
17/08/2021;0,1300;DIVIDENDO;29/09/2021							  ;1;ENGI4
19/03/2021;0,2200;DIVIDENDO;30/03/2021							  ;1;ENGI4
18/08/2020;0,0560;DIVIDENDO;26/08/2020							  ;1;ENGI4
27/02/2020;0,0640;DIVIDENDO;03/04/2020							  ;1;ENGI4
13/08/2019;0,0560;DIVIDENDO;23/08/2019							  ;1;ENGI4
22/03/2019;0,0300;DIVIDENDO;10/04/2019							  ;1;ENGI4
27/02/2019;0,1300;DIVIDENDO;11/03/2019							  ;1;ENGI4
14/08/2018;0,0560;DIVIDENDO;04/09/2018							  ;1;ENGI4
28/02/2018;0,1000;DIVIDENDO;08/03/2018							  ;1;ENGI4
14/08/2017;0,0560;DIVIDENDO;-							  ;1;ENGI4
22/02/2017;0,0572;DIVIDENDO;-							  ;1;ENGI4
17/08/2016;0,0230;DIVIDENDO;-							  ;1;ENGI4
29/02/2016;0,0572;DIVIDENDO;-							  ;1;ENGI4
29/06/2015;0,0820;DIVIDENDO;-							  ;1;ENGI4
30/04/2015;0,1070;Dividendo;-							  ;1;ENGI4
19/08/2014;0,0560;DIVIDENDO;-							  ;1;ENGI4
27/02/2014;0,0820;DIVIDENDO;-							  ;1;ENGI4
09/08/2013;0,0233;DIVIDENDO;-							  ;1;ENGI4
24/05/2013;0,0327;DIVIDENDO;-							  ;1;ENGI4
30/01/2013;0,1030;DIVIDENDO;-							  ;1;ENGI4
09/08/2012;0,0560;DIVIDENDO;-							  ;1;ENGI4
21/03/2012;0,0400;DIVIDENDO;-							  ;1;ENGI4
19/08/2011;0,0560;DIVIDENDO;-							  ;1;ENGI4
02/03/2011;0,0330;DIVIDENDO;-							  ;1;ENGI4
17/09/2010;0,0560;DIVIDENDO;-							  ;1;ENGI4
11/03/2010;0,0330;DIVIDENDO;-							  ;1;ENGI4
22/10/2009;0,0800;DIVIDENDO;-							  ;1;ENGI4
04/09/2008;0,2860;DIVIDENDO;-							  ;1;ENGI4
13/03/2008;0,4400;DIVIDENDO;-							  ;1;ENGI4
23/08/2007;0,3300;DIVIDENDO;-							  ;1;ENGI4
;;;;;ENGI4
2025;0,720;;;;ENGI4
2024;0,200;;;;ENGI4
2023;0,500;;;;ENGI4
2022;0,232;;;;ENGI4
2021;0,790;;;;ENGI4
2020;0,120;;;;ENGI4
2019;0,216;;;;ENGI4
2018;0,156;;;;ENGI4
2017;0,113;;;;ENGI4
2016;0,080;;;;ENGI4
2015;0,189;;;;ENGI4
2014;0,138;;;;ENGI4
2013;0,159;;;;ENGI4
2012;0,096;;;;ENGI4
2011;0,089;;;;ENGI4
2010;0,089;;;;ENGI4
