;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;07/02/2025;0,3537;DIVIDENDO;19/02/2025							  ;1;BMIN3
1;30/01/2024;0,8520;DIVIDENDO;07/02/2024							  ;1;BMIN3
2;30/01/2024;0,4207;JRS CAP PROPRIO;07/02/2024							  ;1;BMIN3
3;10/03/2023;1,4202;JRS CAP PROPRIO;17/03/2023							  ;1;BMIN3
4;06/03/2019;0,0396;JRS CAP PROPRIO;02/04/2019							  ;1;BMIN3
5;03/03/2017;0,0212;JRS CAP PROPRIO;-							  ;1;BMIN3
6;17/03/2016;0,0025;JUROS;-							  ;1;BMIN3
7;14/08/2015;0,0044;JUROS;-							  ;1;BMIN3
8;25/02/2015;0,0030;Juros;-							  ;1;BMIN3
9;18/08/2014;0,0028;JRS CAP PROPRIO;-							  ;1;BMIN3
10;25/02/2014;0,0011;JRS CAP PRÓPRIO;-							  ;1;BMIN3
11;21/08/2013;0,0024;JRS CAP PRÓPRIO;-							  ;1;BMIN3
12;21/02/2013;0,0036;JRS CAP PRÓPRIO;-							  ;1;BMIN3
13;17/08/2012;0,0054;JRS CAP PRÓPRIO;-							  ;1;BMIN3
14;16/02/2012;0,0046;JRS CAP PRÓPRIO;-							  ;1;BMIN3
15;11/08/2011;0,0044;JRS CAP PRÓPRIO;-							  ;1;BMIN3
16;21/02/2011;0,0026;JRS CAP PRÓPRIO;-							  ;1;BMIN3
17;12/08/2010;0,0020;JRS CAP PRÓPRIO;-							  ;1;BMIN3
18;09/03/2010;0,0020;JRS CAP PRÓPRIO;-							  ;1;BMIN3
19;23/07/2009;0,0050;JRS CAP PRÓPRIO;-							  ;1;BMIN3
20;20/01/2009;0,0012;JRS CAP PRÓPRIO;-							  ;1;BMIN3
21;21/08/2008;0,0020;JRS CAP PRÓPRIO;-							  ;1;BMIN3
22;29/01/2008;0,0040;JRS CAP PRÓPRIO;-							  ;1;BMIN3
23;21/08/2007;0,0030;JRS CAP PRÓPRIO;-							  ;1;BMIN3
24;16/01/2007;0,0030;JRS CAP PRÓPRIO;-							  ;1;BMIN3
25;21/08/2006;0,0030;JRS CAP PRÓPRIO;-							  ;1;BMIN3
26;20/01/2006;0,0036;JRS CAP PRÓPRIO;-							  ;1;BMIN3
27;01/09/2005;0,0042;JRS CAP PRÓPRIO;-							  ;1;BMIN3
28;12/01/2005;0,0076;JRS CAP PRÓPRIO;-							  ;1;BMIN3
29;16/08/2004;0,0034;JRS CAP PRÓPRIO;-							  ;1;BMIN3
30;09/01/2004;0,0030;JRS CAP PRÓPRIO;-							  ;1;BMIN3
31;19/08/2003;0,0100;JRS CAP PRÓPRIO;-							  ;1;BMIN3
32;16/08/2002;2,0000;JRS CAP PRÓPRIO;-							  ;1000;BMIN3
33;01/04/2002;0,6000;DIVIDENDO;-							  ;1000;BMIN3
34;28/08/2001;1,4000;DIVIDENDO;-							  ;1000;BMIN3
35;07/02/2001;0,7800;DIVIDENDO;-							  ;1000;BMIN3
36;09/08/2000;0,1200;DIVIDENDO;-							  ;1000;BMIN3
37;01/03/2000;0,3600;DIVIDENDO;-							  ;1000;BMIN3
38;16/08/1999;0,1900;DIVIDENDO;-							  ;1000;BMIN3
39;02/03/1999;0,9800;DIVIDENDO;-							  ;1000;BMIN3
40;24/08/1998;0,1200;DIVIDENDO;-							  ;1000;BMIN3
41;14/01/1998;4,5882;JRS CAP PRÓPRIO;-							  ;1000;BMIN3
42;13/08/1997;2,8000;JRS CAP PRÓPRIO;-							  ;1000;BMIN3
43;24/02/1997;1,4000;DIVIDENDO;-							  ;1000;BMIN3
44;27/08/1996;3,5000;DIVIDENDO;-							  ;1000;BMIN3
45;12/02/1996;2,3000;DIVIDENDO;-							  ;1000;BMIN3
46;;;;;;BMIN3
47;2025;0,354;;;;BMIN3
48;2024;1,273;;;;BMIN3
49;2023;1,420;;;;BMIN3
50;2019;0,040;;;;BMIN3
51;2017;0,021;;;;BMIN3
52;2016;0,002;;;;BMIN3
53;2015;0,007;;;;BMIN3
54;2014;0,004;;;;BMIN3
55;2013;0,006;;;;BMIN3
56;2012;0,010;;;;BMIN3
57;2011;0,007;;;;BMIN3
58;2010;0,004;;;;BMIN3
