Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
30/12/2025;0,6116;DIVIDENDO;30/09/2027							  ;1;MDNE3
30/12/2025;0,5918;DIVIDENDO;30/06/2027							  ;1;MDNE3
30/12/2025;0,5918;DIVIDENDO;31/03/2027							  ;1;MDNE3
30/12/2025;0,5918;DIVIDENDO;30/12/2026							  ;1;MDNE3
30/12/2025;0,5918;DIVIDENDO;30/09/2026							  ;1;MDNE3
30/12/2025;0,5918;DIVIDENDO;30/06/2026							  ;1;MDNE3
30/12/2025;0,5918;DIVIDENDO;31/03/2026							  ;1;MDNE3
14/11/2025;0,6000;DIVIDENDO;26/11/2025							  ;1;MDNE3
21/05/2025;0,5909;DIVIDENDO;30/05/2025							  ;1;MDNE3
12/11/2024;0,6500;DIVIDENDO;22/11/2024							  ;1;MDNE3
;;;;;MDNE3
2025;5,354;;;;MDNE3
2024;0,650;;;;MDNE3
