;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;11/08/2023;0,4487;JRS CAP PROPRIO;18/08/2023 ;1;BMEB3
1;10/03/2023;0,2806;JRS CAP PROPRIO;17/03/2023 ;1;BMEB3
2;03/10/2022;0,2540;JRS CAP PROPRIO;11/10/2022 ;1;BMEB3
3;21/02/2022;0,2346;JRS CAP PROPRIO;08/03/2022 ;1;BMEB3
4;21/02/2022;0,0325;DIVIDENDO;08/03/2022 ;1;BMEB3
5;16/08/2021;0,4049;JRS CAP PROPRIO;26/08/2021 ;1;BMEB3
6;18/02/2021;0,7761;JRS CAP PROPRIO;05/03/2021 ;1;BMEB3
7;26/02/2020;0,6238;JRS CAP PROPRIO;10/03/2020 ;1;BMEB3
8;25/02/2019;0,0542;JRS CAP PROPRIO;26/03/2019 ;1;BMEB3
9;16/08/2016;0,3017;JRS CAP PROPRIO;- ;1;BMEB3
10;17/03/2016;0,3000;JUROS;- ;1;BMEB3
11;12/08/2015;0,3300;JUROS;- ;1;BMEB3
12;19/02/2015;0,0000;Juros;- ;1;BMEB3
13;08/08/2013;0,2986;JRS CAP PRÓPRIO;- ;1;BMEB3
14;15/02/2013;0,3318;JRS CAP PRÓPRIO;- ;1;BMEB3
15;10/08/2012;0,3318;JRS CAP PRÓPRIO;- ;1;BMEB3
16;10/02/2012;0,2500;JRS CAP PRÓPRIO;- ;1;BMEB3
17;05/08/2011;0,5200;JRS CAP PRÓPRIO;- ;1;BMEB3
18;11/02/2011;0,3318;JRS CAP PRÓPRIO;- ;1;BMEB3
19;06/08/2010;0,8597;JRS CAP PRÓPRIO;- ;1;BMEB3
20;06/08/2010;0,1922;DIVIDENDO;- ;1;BMEB3
21;11/02/2010;0,2612;JRS CAP PRÓPRIO;- ;1;BMEB3
22;23/07/2009;0,2612;JRS CAP PRÓPRIO;- ;1;BMEB3
23;15/01/2009;0,2541;JRS CAP PRÓPRIO;- ;1;BMEB3
24;12/08/2008;0,3230;JRS CAP PRÓPRIO;- ;1;BMEB3
25;29/01/2008;0,2544;JRS CAP PRÓPRIO;- ;1;BMEB3
26;17/08/2007;12,7200;JRS CAP PRÓPRIO;- ;1000;BMEB3
27;16/01/2007;12,7100;JRS CAP PRÓPRIO;- ;1000;BMEB3
28;21/08/2006;12,7100;JRS CAP PRÓPRIO;- ;1000;BMEB3
29;20/01/2006;12,7100;JRS CAP PRÓPRIO;- ;1000;BMEB3
30;19/08/2005;12,7100;JRS CAP PRÓPRIO;- ;1000;BMEB3
31;12/01/2005;12,3500;JRS CAP PRÓPRIO;- ;1000;BMEB3
32;16/08/2004;12,3500;JRS CAP PRÓPRIO;- ;1000;BMEB3
33;09/01/2004;12,3500;JRS CAP PRÓPRIO;- ;1000;BMEB3
34;19/08/2003;12,3500;JRS CAP PRÓPRIO;- ;1000;BMEB3
35;14/02/2003;10,5000;DIVIDENDO;- ;1000;BMEB3
36;16/08/2002;10,5000;DIVIDENDO;- ;1000;BMEB3
37;28/12/2001;12,3500;JRS CAP PRÓPRIO;- ;1000;BMEB3
38;10/07/2001;12,3500;JRS CAP PRÓPRIO;- ;1000;BMEB3
39;28/12/2000;12,3500;JRS CAP PRÓPRIO;- ;1000;BMEB3
40;31/07/2000;12,3500;JRS CAP PRÓPRIO;- ;1000;BMEB3
41;29/12/1999;12,0000;JRS CAP PRÓPRIO;- ;1000;BMEB3
42;16/08/1999;10,2000;DIVIDENDO;- ;1000;BMEB3
43;02/03/1999;10,2000;DIVIDENDO;- ;1000;BMEB3
44;24/08/1998;9,1800;DIVIDENDO;- ;1000;BMEB3
45;07/01/1998;8,4706;JRS CAP PRÓPRIO;- ;1000;BMEB3
46;13/08/1997;10,5882;JRS CAP PRÓPRIO;- ;1000;BMEB3
47;24/02/1997;12,8000;DIVIDENDO;- ;1000;BMEB3
48;27/08/1996;9,0000;DIVIDENDO;- ;1000;BMEB3
49;12/02/1996;10,0000;DIVIDENDO;- ;1000;BMEB3
50;;;;;;BMEB3
51;2023;0,729;;;;BMEB3
52;2022;0,521;;;;BMEB3
53;2021;1,181;;;;BMEB3
54;2020;0,624;;;;BMEB3
55;2019;0,054;;;;BMEB3
56;2016;0,602;;;;BMEB3
57;2015;0,330;;;;BMEB3
58;2013;0,630;;;;BMEB3
59;2012;0,582;;;;BMEB3
60;2011;0,852;;;;BMEB3
61;2010;1,313;;;;BMEB3
