Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
29/04/2022;0,0099;DIVIDENDO;30/12/2022							  ;1;CTSA4
29/04/2022;0,0099;DIVIDENDO;30/11/2022							  ;1;CTSA4
29/04/2022;0,0099;DIVIDENDO;31/10/2022							  ;1;CTSA4
29/04/2022;0,0099;DIVIDENDO;30/09/2022							  ;1;CTSA4
29/04/2022;0,0099;DIVIDENDO;31/08/2022							  ;1;CTSA4
29/04/2022;0,0099;DIVIDENDO;29/07/2022							  ;1;CTSA4
01/07/2020;0,0335;DIVIDENDO;15/07/2020							  ;1;CTSA4
09/05/2019;0,0439;DIVIDENDO;30/12/2019							  ;1;CTSA4
09/05/2019;0,0439;DIVIDENDO;29/11/2019							  ;1;CTSA4
09/05/2019;0,0439;DIVIDENDO;31/10/2019							  ;1;CTSA4
09/05/2019;0,0439;DIVIDENDO;30/09/2019							  ;1;CTSA4
09/05/2019;0,0439;DIVIDENDO;30/08/2019							  ;1;CTSA4
09/05/2019;0,0439;DIVIDENDO;31/07/2019							  ;1;CTSA4
09/05/2019;0,0439;DIVIDENDO;28/06/2019							  ;1;CTSA4
09/05/2019;0,0439;DIVIDENDO;31/05/2019							  ;1;CTSA4
14/12/2018;0,0385;DIVIDENDO;26/12/2018							  ;1;CTSA4
18/05/2018;2,1484;DIVIDENDO;30/06/2018							  ;1;CTSA4
30/04/2018;0,0993;DIVIDENDO;16/05/2018							  ;1;CTSA4
15/12/2017;0,0329;DIVIDENDO;-							  ;1;CTSA4
30/04/2015;0,0064;Dividendo;-							  ;1;CTSA4
30/04/2014;0,2032;DIVIDENDO;-							  ;1;CTSA4
06/12/2013;0,0660;DIVIDENDO;-							  ;1;CTSA4
30/04/2013;0,1463;DIVIDENDO;-							  ;1;CTSA4
19/12/2012;0,0550;DIVIDENDO;-							  ;1;CTSA4
30/04/2012;0,1341;DIVIDENDO;-							  ;1;CTSA4
07/12/2011;0,0495;DIVIDENDO;-							  ;1;CTSA4
29/04/2011;0,0941;DIVIDENDO;-							  ;1;CTSA4
07/12/2010;0,0495;DIVIDENDO;-							  ;1;CTSA4
30/04/2010;0,0629;DIVIDENDO;-							  ;1;CTSA4
14/12/2009;0,0550;DIVIDENDO;-							  ;1;CTSA4
30/04/2009;0,1521;DIVIDENDO;-							  ;1;CTSA4
03/12/2008;0,0660;DIVIDENDO;-							  ;1;CTSA4
30/04/2008;0,0345;DIVIDENDO;-							  ;1;CTSA4
30/04/2007;0,0394;DIVIDENDO;-							  ;1;CTSA4
28/04/2006;0,1422;DIVIDENDO;-							  ;1;CTSA4
17/08/2005;0,1100;DIVIDENDO;-							  ;1;CTSA4
06/04/2001;0,0900;DIVIDENDO;-							  ;1;CTSA4
18/08/2000;0,0400;DIVIDENDO;-							  ;1;CTSA4
21/10/1999;0,0400;DIVIDENDO;-							  ;1;CTSA4
14/03/1997;0,0200;DIVIDENDO;-							  ;1;CTSA4
;;;;;CTSA4
2022;0,060;;;;CTSA4
2020;0,033;;;;CTSA4
2019;0,351;;;;CTSA4
2018;2,286;;;;CTSA4
2017;0,033;;;;CTSA4
2015;0,006;;;;CTSA4
2014;0,203;;;;CTSA4
2013;0,212;;;;CTSA4
2012;0,189;;;;CTSA4
2011;0,144;;;;CTSA4
2010;0,112;;;;CTSA4
