Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
28/04/2026;0,0311;DIVIDENDO;13/05/2026							  ;1;BEEF3
15/12/2025;0,1646;DIVIDENDO;29/12/2025							  ;1;BEEF3
14/08/2023;0,1943;DIVIDENDO;23/08/2023							  ;1;BEEF3
18/04/2023;0,3566;DIVIDENDO;02/05/2023							  ;1;BEEF3
17/08/2022;0,2192;DIVIDENDO;29/08/2022							  ;1;BEEF3
27/04/2022;0,3423;DIVIDENDO;09/05/2022							  ;1;BEEF3
10/11/2021;0,3488;DIVIDENDO;25/11/2021							  ;1;BEEF3
12/04/2021;0,7298;DIVIDENDO;20/04/2021							  ;1;BEEF3
30/12/2020;0,0427;JRS CAP PROPRIO;11/01/2021							  ;1;BEEF3
06/11/2020;0,2578;DIVIDENDO;13/11/2020							  ;1;BEEF3
03/04/2017;0,2643;DIVIDENDO;-							  ;1;BEEF3
06/03/2012;0,2006;JRS CAP PRÓPRIO;-							  ;1;BEEF3
06/03/2012;0,1147;DIVIDENDO;-							  ;1;BEEF3
03/03/2011;0,0635;DIVIDENDO;-							  ;1;BEEF3
30/04/2008;0,1225;DIVIDENDO;-							  ;1;BEEF3
;;;;;BEEF3
2026;0,031;;;;BEEF3
2025;0,165;;;;BEEF3
2023;0,551;;;;BEEF3
2022;0,562;;;;BEEF3
2021;1,079;;;;BEEF3
2020;0,301;;;;BEEF3
2017;0,264;;;;BEEF3
2012;0,315;;;;BEEF3
2011;0,063;;;;BEEF3
