;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;28/04/2023;2,7900;DIVIDENDO;31/12/2023 ;1;EQMA3B
1;28/04/2022;2,0300;DIVIDENDO;23/06/2022 ;1;EQMA3B
2;25/11/2021;1,2500;DIVIDENDO;14/12/2021 ;1;EQMA3B
3;24/08/2021;2,0600;DIVIDENDO;30/09/2021 ;1;EQMA3B
4;28/04/2021;1,3100;DIVIDENDO;14/05/2021 ;1;EQMA3B
5;15/12/2020;0,5400;DIVIDENDO;23/12/2020 ;1;EQMA3B
6;15/12/2020;2,0600;DIVIDENDO;23/12/2020 ;1;EQMA3B
7;29/05/2020;0,3100;DIVIDENDO;24/06/2020 ;1;EQMA3B
8;;;;;;EQMA3B
9;2023;2,790;;;;EQMA3B
10;2022;2,030;;;;EQMA3B
11;2021;4,620;;;;EQMA3B
12;2020;2,910;;;;EQMA3B
