Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
30/12/2025;1,0227;JRS CAP PROPRIO;-							  ;1;EUCA3
06/01/2025;0,6686;JRS CAP PROPRIO;29/12/2025							  ;1;EUCA3
26/12/2023;0,2456;JRS CAP PROPRIO;-							  ;1;EUCA3
15/12/2023;0,5909;DIVIDENDO;27/12/2023							  ;1;EUCA3
02/01/2023;0,7183;JRS CAP PROPRIO;27/12/2023							  ;1;EUCA3
21/12/2021;0,2573;JRS CAP PROPRIO;-							  ;1;EUCA3
11/05/2021;0,1711;DIVIDENDO;29/10/2021							  ;1;EUCA3
06/01/2021;0,2010;JRS CAP PROPRIO;-							  ;1;EUCA3
06/05/2019;0,0415;DIVIDENDO;-							  ;1;EUCA3
30/04/2018;0,0605;DIVIDENDO;-							  ;1;EUCA3
25/04/2017;0,0486;DIVIDENDO;-							  ;1;EUCA3
18/04/2016;0,0074;DIVIDENDO;-							  ;1;EUCA3
10/04/2015;0,0380;Dividendo;-							  ;1;EUCA3
26/12/2013;0,1863;JRS CAP PRÓPRIO;-							  ;1;EUCA3
26/12/2013;0,1863;JRS CAP PROPRIO;-							  ;1;EUCA3
27/12/2012;0,1732;JRS CAP PRÓPRIO;-							  ;1;EUCA3
16/04/2012;0,0338;DIVIDENDO;-							  ;1;EUCA3
23/12/2011;0,2286;JRS CAP PRÓPRIO;-							  ;1;EUCA3
05/05/2011;0,0060;DIVIDENDO;-							  ;1;EUCA3
29/12/2010;0,2488;JRS CAP PRÓPRIO;-							  ;1;EUCA3
;;;;;EUCA3
2025;1,691;;;;EUCA3
2023;1,555;;;;EUCA3
2021;0,629;;;;EUCA3
2019;0,042;;;;EUCA3
2018;0,061;;;;EUCA3
2017;0,049;;;;EUCA3
2016;0,007;;;;EUCA3
2015;0,038;;;;EUCA3
2013;0,373;;;;EUCA3
2012;0,207;;;;EUCA3
2011;0,235;;;;EUCA3
2010;0,249;;;;EUCA3
