;Data;Valor;Tipo;Data de Pagamento;Por quantas ações
0;30/03/2021;4,0271;DIVIDENDO;16/04/2021 ;1
1;30/11/2020;0,4345;JRS CAP PROPRIO;29/01/2021 ;1
2;03/08/2020;0,8351;DIVIDENDO;18/12/2020 ;1
3;30/12/2019;0,2703;JRS CAP PROPRIO;17/01/2020 ;1
4;22/04/2019;3,2889;DIVIDENDO;03/05/2019 ;1
5;29/03/2019;0,1402;JRS CAP PROPRIO;15/04/2019 ;1
6;28/12/2018;0,1478;JRS CAP PROPRIO;15/01/2019 ;1
7;29/06/2018;0,0842;JRS CAP PROPRIO;20/07/2018 ;1
8;04/05/2018;3,5368;DIVIDENDO;17/05/2018 ;1
9;29/03/2018;0,1188;JRS CAP PROPRIO;27/04/2018 ;1
10;04/12/2017;0,0493;JRS CAP PROPRIO;- ;1
11;04/12/2017;0,0493;JRS CAP PROPRIO;28/12/2017 ;1
