Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
30/04/2026;0,3300;DIVIDENDO;15/05/2026							  ;1;CXSE3
02/01/2026;0,3500;DIVIDENDO;16/01/2026							  ;1;CXSE3
03/11/2025;0,3200;DIVIDENDO;17/11/2025							  ;1;CXSE3
01/08/2025;0,3100;DIVIDENDO;15/08/2025							  ;1;CXSE3
30/04/2025;0,3200;DIVIDENDO;15/05/2025							  ;1;CXSE3
03/01/2025;0,3100;DIVIDENDO;17/01/2025							  ;1;CXSE3
04/11/2024;0,2340;DIVIDENDO;18/11/2024							  ;1;CXSE3
01/08/2024;0,2800;DIVIDENDO;15/08/2024							  ;1;CXSE3
26/04/2024;0,5506;DIVIDENDO;08/05/2024							  ;1;CXSE3
24/10/2023;0,5000;DIVIDENDO;06/11/2023							  ;1;CXSE3
27/04/2023;0,5000;DIVIDENDO;08/05/2023							  ;1;CXSE3
03/11/2022;0,3528;DIVIDENDO;11/11/2022							  ;1;CXSE3
20/04/2022;0,2958;DIVIDENDO;29/04/2022							  ;1;CXSE3
04/11/2021;0,2446;DIVIDENDO;16/11/2021							  ;1;CXSE3
;;;;;CXSE3
2026;0,680;;;;CXSE3
2025;1,260;;;;CXSE3
2024;1,065;;;;CXSE3
2023;1,000;;;;CXSE3
2022;0,649;;;;CXSE3
2021;0,245;;;;CXSE3
