Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
29/04/2026;0,0046;DIVIDENDO;31/12/2026							  ;1;SUZB3
18/12/2025;1,1166;DIVIDENDO;04/02/2026							  ;1;SUZB3
16/12/2024;2,0174;JRS CAP PROPRIO;10/01/2025							  ;1;SUZB3
07/12/2023;1,1634;JRS CAP PROPRIO;10/01/2024							  ;1;SUZB3
16/12/2022;1,7948;DIVIDENDO;27/12/2022							  ;1;SUZB3
04/05/2022;0,5928;DIVIDENDO;13/05/2022							  ;1;SUZB3
18/01/2022;0,7412;DIVIDENDO;27/01/2022							  ;1;SUZB3
18/04/2019;0,4447;DIVIDENDO;30/04/2019							  ;1;SUZB3
26/04/2018;0,1922;DIVIDENDO;09/05/2018							  ;1;SUZB3
29/11/2017;0,1830;JRS CAP PROPRIO;-							  ;1;SUZB3
28/04/2017;0,3502;DIVIDENDO;-							  ;1;SUZB3
25/04/2016;0,2838;DIVIDENDO;-							  ;1;SUZB3
12/11/2015;0,1137;DIVIDENDO;-							  ;1;SUZB3
30/04/2015;0,1421;Dividendo;-							  ;1;SUZB3
30/04/2014;0,1160;DIVIDENDO;-							  ;1;SUZB3
30/04/2013;0,0952;DIVIDENDO;-							  ;1;SUZB3
22/12/2011;0,2488;JRS CAP PRÓPRIO;-							  ;1;SUZB3
29/04/2011;0,0347;DIVIDENDO;-							  ;1;SUZB3
29/12/2010;0,4001;JRS CAP PRÓPRIO;-							  ;1;SUZB3
10/08/2010;0,1588;JRS CAP PRÓPRIO;-							  ;1;SUZB3
30/04/2010;0,0110;DIVIDENDO;-							  ;1;SUZB3
29/12/2009;0,6468;JRS CAP PRÓPRIO;-							  ;1;SUZB3
29/10/2009;0,1188;JRS CAP PRÓPRIO;-							  ;1;SUZB3
20/12/2007;0,2490;JRS CAP PRÓPRIO;-							  ;1;SUZB3
18/09/2007;0,2932;JRS CAP PRÓPRIO;-							  ;1;SUZB3
25/04/2007;0,0210;DIVIDENDO;-							  ;1;SUZB3
12/12/2006;0,1713;JRS CAP PRÓPRIO;-							  ;1;SUZB3
19/07/2006;0,1911;JRS CAP PRÓPRIO;-							  ;1;SUZB3
19/12/2005;0,5040;JRS CAP PRÓPRIO;-							  ;1;SUZB3
27/04/2005;0,1084;DIVIDENDO;-							  ;1;SUZB3
17/12/2004;0,2186;JRS CAP PRÓPRIO;-							  ;1;SUZB3
21/09/2004;0,1833;JRS CAP PRÓPRIO;-							  ;1;SUZB3
30/04/2004;12,9000;DIVIDENDO;-							  ;1000;SUZB3
12/12/2003;11,7200;DIVIDENDO;-							  ;1000;SUZB3
28/04/2003;14,0500;DIVIDENDO;-							  ;1000;SUZB3
30/04/2002;3,5100;DIVIDENDO;-							  ;1000;SUZB3
22/08/2001;1,9400;DIVIDENDO;-							  ;1000;SUZB3
16/03/2001;5,0700;DIVIDENDO;-							  ;1000;SUZB3
28/08/2000;6,5000;DIVIDENDO;-							  ;1000;SUZB3
;;;;;SUZB3
2026;0,005;;;;SUZB3
2025;1,117;;;;SUZB3
2024;2,017;;;;SUZB3
2023;1,163;;;;SUZB3
2022;3,129;;;;SUZB3
2019;0,445;;;;SUZB3
2018;0,192;;;;SUZB3
2017;0,533;;;;SUZB3
2016;0,284;;;;SUZB3
2015;0,256;;;;SUZB3
2014;0,116;;;;SUZB3
2013;0,095;;;;SUZB3
2011;0,284;;;;SUZB3
2010;0,570;;;;SUZB3
