;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;14/08/2025;0,1443;DIVIDENDO;25/08/2025							  ;1;LAVV3
1;15/05/2025;0,1056;DIVIDENDO;26/05/2025							  ;1;LAVV3
2;10/02/2025;0,4093;DIVIDENDO;19/02/2025							  ;1;LAVV3
3;14/11/2024;0,4124;DIVIDENDO;26/11/2024							  ;1;LAVV3
4;15/08/2024;0,0803;DIVIDENDO;26/08/2024							  ;1;LAVV3
5;16/05/2024;0,0851;DIVIDENDO;27/05/2024							  ;1;LAVV3
6;14/03/2024;0,1071;DIVIDENDO;27/03/2024							  ;1;LAVV3
7;13/12/2023;0,3070;DIVIDENDO;22/12/2023							  ;1;LAVV3
8;16/11/2023;0,0590;DIVIDENDO;27/11/2023							  ;1;LAVV3
9;15/08/2023;0,0840;DIVIDENDO;25/08/2023							  ;1;LAVV3
10;16/05/2023;0,0311;DIVIDENDO;26/05/2023							  ;1;LAVV3
11;14/03/2023;0,1791;DIVIDENDO;24/03/2023							  ;1;LAVV3
12;30/08/2022;0,2493;DIVIDENDO;09/09/2022							  ;1;LAVV3
13;30/08/2022;0,0578;DIVIDENDO;09/09/2022							  ;1;LAVV3
14;29/04/2022;0,0879;DIVIDENDO;11/05/2022							  ;1;LAVV3
15;26/04/2022;0,2086;DIVIDENDO;06/05/2022							  ;1;LAVV3
16;18/10/2021;0,5764;DIVIDENDO;27/10/2021							  ;1;LAVV3
17;27/04/2021;0,1035;DIVIDENDO;07/05/2021							  ;1;LAVV3
18;;;;;;LAVV3
19;2025;0,659;;;;LAVV3
20;2024;0,685;;;;LAVV3
21;2023;0,660;;;;LAVV3
22;2022;0,604;;;;LAVV3
23;2021;0,680;;;;LAVV3
