;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;02/05/2022;0,1438;DIVIDENDO;31/05/2022 ;1;SCAR3
1;30/04/2021;0,3662;DIVIDENDO;31/05/2021 ;1;SCAR3
2;30/04/2020;0,0630;DIVIDENDO;29/05/2020 ;1;SCAR3
3;11/11/2019;0,3012;DIVIDENDO;29/11/2019 ;1;SCAR3
4;30/04/2019;0,0661;DIVIDENDO;31/05/2019 ;1;SCAR3
5;06/11/2017;0,4777;JRS CAP PROPRIO;- ;1;SCAR3
6;06/11/2017;0,3362;JRS CAP PROPRIO;- ;1;SCAR3
7;28/04/2017;0,3203;DIVIDENDO;- ;1;SCAR3
8;29/04/2016;0,2012;DIVIDENDO;- ;1;SCAR3
9;29/06/2015;0,5516;JUROS;- ;1;SCAR3
10;30/04/2015;0,2103;Dividendo;- ;1;SCAR3
11;14/11/2014;0,3364;JRS CAP PROPRIO;- ;1;SCAR3
12;30/04/2014;0,5063;DIVIDENDO;- ;1;SCAR3
13;01/11/2013;0,5944;JRS CAP PRÓPRIO;- ;1;SCAR3
14;30/04/2013;0,4259;DIVIDENDO;- ;1;SCAR3
15;06/11/2012;0,5490;JRS CAP PRÓPRIO;- ;1;SCAR3
16;30/04/2012;0,4709;JRS CAP PRÓPRIO;- ;1;SCAR3
17;17/05/2010;0,4324;JRS CAP PRÓPRIO;- ;1;SCAR3
18;30/04/2010;0,1073;DIVIDENDO;- ;1;SCAR3
19;05/01/2010;0,2083;JRS CAP PRÓPRIO;- ;1;SCAR3
20;17/08/2009;0,3124;JRS CAP PRÓPRIO;- ;1;SCAR3
21;30/04/2009;0,5207;DIVIDENDO;- ;1;SCAR3
22;30/04/2008;0,2677;DIVIDENDO;- ;1;SCAR3
23;26/05/2006;0,6542;DIVIDENDO;- ;1000;SCAR3
24;30/04/2004;0,1383;DIVIDENDO;- ;1000;SCAR3
25;29/04/2003;0,4051;DIVIDENDO;- ;1000;SCAR3
26;29/04/2002;0,0716;JRS CAP PRÓPRIO;- ;1000;SCAR3
27;27/04/2001;0,2506;JRS CAP PRÓPRIO;- ;1000;SCAR3
28;27/04/2000;0,0359;JRS CAP PRÓPRIO;- ;1000;SCAR3
29;;;;;;SCAR3
30;2022;0,144;;;;SCAR3
31;2021;0,366;;;;SCAR3
32;2020;0,063;;;;SCAR3
33;2019;0,367;;;;SCAR3
34;2017;1,134;;;;SCAR3
35;2016;0,201;;;;SCAR3
36;2015;0,762;;;;SCAR3
37;2014;0,843;;;;SCAR3
38;2013;1,020;;;;SCAR3
39;2012;1,020;;;;SCAR3
40;2010;0,748;;;;SCAR3
