;Data;Valor;Tipo;Data de Pagamento;Por quantas ações
0;29/04/2021;0,1069;DIVIDENDO;26/05/2021 ;1
1;16/12/2020;0,1153;JRS CAP PROPRIO;30/12/2020 ;1
2;16/12/2020;0,1052;DIVIDENDO;30/12/2020 ;1
3;06/07/2020;0,2196;JRS CAP PROPRIO;18/11/2020 ;1
4;16/12/2019;0,1120;JRS CAP PROPRIO;30/12/2019 ;1
5;26/09/2019;0,1200;JRS CAP PROPRIO;23/10/2019 ;1
6;07/08/2019;0,3088;DIVIDENDO;05/09/2019 ;1
7;16/05/2019;0,1268;JRS CAP PROPRIO;05/07/2019 ;1
8;04/04/2019;0,1423;JRS CAP PROPRIO;24/04/2019 ;1
9;03/01/2019;0,2478;JRS CAP PROPRIO;15/01/2019 ;1
10;08/11/2018;0,2478;DIVIDENDO;28/11/2018 ;1
11;07/06/2018;0,2471;JRS CAP PROPRIO;27/06/2018 ;1
12;09/04/2018;0,1853;DIVIDENDO;15/05/2018 ;1
13;29/11/2017;0,2595;JRS CAP PROPRIO;- ;1
14;06/09/2017;0,3089;DIVIDENDO;- ;1
15;08/08/2017;0,3100;DIVIDENDO;- ;1
16;07/06/2017;0,2666;JRS CAP PROPRIO;- ;1
17;05/05/2017;0,4661;DIVIDENDO;- ;1
18;07/12/2016;0,2610;JRS CAP PROPRIO;- ;1
19;04/11/2016;0,2485;DIVIDENDO;- ;1
20;30/05/2016;0,2616;JUROS;- ;1
21;27/04/2016;0,2486;DIVIDENDO;- ;1
22;16/12/2015;0,2125;JUROS;- ;1
23;28/10/2015;0,1864;DIVIDENDO;- ;1
24;27/05/2015;0,1725;Juros;- ;1
25;29/04/2015;0,3060;Dividendo;- ;1
26;12/12/2014;0,1395;JRS CAP PROPRIO;- ;1
27;15/10/2014;0,3037;DIVIDENDO;- ;1
28;21/05/2014;0,1393;JRS CAP PROPRIO;- ;1
29;23/04/2014;0,3037;DIVIDENDO;- ;1
30;21/11/2013;0,1170;JRS CAP PRÓPRIO;- ;1
31;17/10/2013;0,3037;DIVIDENDO;- ;1
32;14/06/2013;0,1170;JRS CAP PRÓPRIO;- ;1
33;25/04/2013;0,7300;DIVIDENDO;- ;1
34;12/12/2012;0,1280;JRS CAP PRÓPRIO;- ;1
35;17/10/2012;0,6089;DIVIDENDO;- ;1
36;15/06/2012;0,1280;JRS CAP PRÓPRIO;- ;1
37;02/05/2012;0,6499;DIVIDENDO;- ;1
38;09/12/2011;0,1000;JRS CAP PRÓPRIO;- ;1
39;23/09/2011;0,2100;DIVIDENDO;- ;1
40;17/06/2011;0,0900;JRS CAP PRÓPRIO;- ;1
41;27/04/2011;0,1600;DIVIDENDO;- ;1
42;17/12/2010;0,1220;DIVIDENDO;- ;1
43;17/12/2010;0,0580;JRS CAP PRÓPRIO;- ;1
44;28/07/2010;0,3250;DIVIDENDO;- ;1
45;28/07/2010;0,1750;JRS CAP PRÓPRIO;- ;1
46;15/04/2010;0,3645;DIVIDENDO;- ;1
47;15/12/2009;0,1349;JRS CAP PRÓPRIO;- ;1
48;30/07/2009;0,1411;JRS CAP PRÓPRIO;- ;1
49;30/07/2009;0,1405;JRS CAP PRÓPRIO;- ;1
50;28/04/2009;0,1962;DIVIDENDO;- ;1
51;29/05/2008;0,0900;JRS CAP PRÓPRIO;- ;1
52;23/01/2008;0,0900;JRS CAP PRÓPRIO;- ;1
