;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2001;0.00%;66.67%;0.00%;0.00%;149892.05%;0.00%;-23.00%;0.00%;-22.09%;0.00%;0.00%;0.00%;149875.38%
2002;0.00%;0.01%;0.00%;0.01%;-22.23%;1.43%;0.00%;0.00%;-2.82%;0.00%;0.00%;0.00%;-23.32%
2003;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;120.30%;120.30%
2004;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;24.34%;24.34%
2005;-0.01%;0.00%;0.00%;0.00%;16.40%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;16.40%
2006;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;15.91%;-98.63%;-28.57%;4.00%;9.62%;7.02%;-98.61%
2007;9572.13%;10.17%;-98.85%;0.54%;13.33%;-2.59%;0.24%;9900.00%;-99.03%;-99.89%;-15.56%;2.63%;-99.87%
2008;-15.38%;15.15%;3.95%;6.33%;3.57%;5.72%;-6.50%;-3.72%;-8.21%;-25.00%;12.28%;-0.03%;-17.97%
2009;-10.91%;1.72%;-6.86%;7.41%;6.90%;-0.81%;0.81%;-3.23%;-1.67%;1.29%;2.24%;-0.20%;-4.69%
2010;1.02%;10.29%;-4.36%;-1.66%;-3.16%;-1.42%;11.44%;-1.77%;-1.74%;2.10%;4.48%;6.00%;21.68%
2011;13.61%;-1.47%;1.08%;0.05%;-1.19%;-1.81%;-6.77%;-17.08%;-1.08%;2.70%;4.19%;27.44%;14.53%
2012;-12.57%;5.65%;6.37%;0.84%;-7.67%;-0.98%;3.92%;3.25%;2.42%;13.24%;6.47%;6.47%;27.79%
2013;-0.57%;-3.35%;-0.63%;-5.50%;0.51%;-9.64%;15.51%;-2.72%;7.90%;0.06%;0.96%;-4.57%;-4.22%
2014;-9.63%;-0.00%;-0.62%;-1.31%;4.12%;-2.10%;6.41%;2.00%;-3.92%;-1.02%;3.05%;-3.96%;-7.71%
2015;-4.58%;-8.73%;16.03%;-2.04%;-1.04%;-8.53%;-6.56%;-4.16%;12.99%;-13.79%;3.97%;-5.10%;-22.89%
2016;1.35%;-13.33%;12.31%;2.55%;13.22%;1.23%;18.86%;-7.33%;1.54%;-1.52%;-12.80%;-1.63%;9.54%
2017;7.30%;0.53%;-3.48%;1.20%;5.13%;-3.54%;1.39%;14.81%;0.20%;2.73%;4.09%;1.83%;35.70%
2018;8.75%;1.17%;7.54%;-7.93%;-2.52%;1.04%;0.85%;-8.40%;-10.09%;12.24%;9.09%;3.13%;12.53%
2019;23.21%;0.31%;0.29%;3.72%;3.27%;-0.05%;-0.12%;1.21%;3.61%;3.49%;6.18%;51.20%;130.91%
2020;38.72%;-9.18%;-22.22%;8.57%;5.26%;18.12%;-2.12%;-4.68%;-3.60%;1.76%;-10.40%;12.32%;21.85%
2021;-2.35%;-9.82%;-2.15%;-4.49%;4.01%;7.38%;0.00%;-4.37%;-3.27%;-5.41%;7.14%;-0.67%;-14.43%
2022;-8.71%;-9.55%;8.12%;-9.77%;1.66%;-2.26%;0.01%;4.81%;4.01%;21.54%;-22.08%;5.60%;-12.74%
2023;-2.46%;-1.42%;-3.40%;1.52%;-10.26%;15.44%;-3.94%;-1.01%;-0.64%;0.00%;3.67%;-1.53%;-5.77%
2024;-2.86%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-2.86%
