;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2007;0.00%;-4.76%;-4.69%;5.11%;15.03%;-4.31%;-9.32%;-8.78%;-6.20%;4.02%;-6.60%;9.02%;-8.00%
2008;-9.48%;5.90%;-8.27%;-13.88%;7.91%;-8.23%;-6.11%;-4.95%;-25.79%;-27.66%;-8.54%;43.96%;-63.39%
2009;-7.69%;9.17%;9.54%;17.71%;17.62%;-2.54%;19.10%;3.53%;19.93%;-3.96%;8.16%;11.31%;98.39%
2010;-10.41%;0.39%;4.72%;-2.66%;3.70%;5.77%;10.28%;-3.32%;12.43%;4.47%;8.11%;-2.35%;31.78%
2011;-13.25%;0.08%;11.71%;1.38%;0.00%;-5.31%;-11.32%;-0.76%;-6.67%;9.43%;-4.06%;6.02%;-9.92%
2012;7.36%;11.26%;1.45%;0.68%;-7.55%;7.18%;5.66%;11.40%;6.06%;-0.41%;0.74%;4.81%;51.12%
2013;5.95%;-5.68%;-6.32%;-4.16%;3.44%;-11.44%;4.64%;-4.35%;10.50%;5.92%;-7.50%;-6.38%;-14.88%
2014;-10.13%;6.69%;1.78%;3.37%;-0.23%;1.02%;8.65%;13.32%;-9.72%;1.17%;2.95%;-4.49%;16.38%
2015;-1.54%;12.14%;3.49%;-4.54%;-0.60%;-7.00%;-2.68%;-13.92%;-0.24%;3.75%;1.55%;-12.66%;-19.58%
2016;6.72%;8.52%;15.16%;7.31%;-3.00%;8.76%;8.41%;-6.02%;3.48%;1.52%;-9.45%;-2.31%;39.22%
2017;11.74%;4.36%;5.47%;2.15%;-4.13%;3.52%;11.48%;1.91%;4.97%;-1.99%;-0.29%;2.66%;43.55%
2018;9.16%;-8.16%;-0.58%;-7.35%;-11.99%;-1.85%;9.14%;-8.97%;1.34%;25.15%;0.69%;6.31%;11.93%
2019;7.09%;-5.72%;-6.86%;-0.20%;4.77%;14.88%;4.66%;-4.35%;3.33%;0.78%;-0.92%;11.46%;28.89%
2020;0.76%;-6.15%;-37.29%;5.34%;-1.00%;2.94%;0.60%;-1.76%;-6.71%;-2.47%;20.57%;2.74%;-13.86%
2021;-7.64%;-8.04%;18.54%;-0.84%;17.53%;-6.47%;0.94%;-16.26%;-7.75%;-5.07%;10.65%;0.00%;-3.69%
