;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2012;0.00%;0.00%;0.00%;2.80%;1.33%;-0.00%;-5.37%;-26.02%;-1.34%;-7.24%;17.07%;-6.75%;-27.15%
2013;0.09%;-12.50%;-1.02%;3.61%;-18.95%;-16.54%;-10.14%;-2.05%;0.87%;11.59%;-6.20%;-3.96%;-45.78%
2014;-9.27%;-10.40%;-17.20%;10.39%;-14.12%;6.58%;-2.31%;-1.05%;-10.90%;-14.93%;-0.00%;-10.76%;-55.53%
2015;-11.72%;-14.69%;10.56%;15.08%;17.03%;-9.33%;-3.29%;-17.87%;-11.92%;-2.35%;-0.60%;11.75%;-22.85%
2016;-2.91%;4.79%;20.00%;5.24%;5.43%;21.46%;27.21%;-8.06%;-2.42%;-17.96%;-15.47%;13.39%;47.67%
2017;9.06%;-0.36%;-19.57%;-9.01%;-3.47%;-10.26%;16.57%;5.39%;23.26%;14.34%;-15.51%;-0.78%;0.00%
2018;-5.91%;7.95%;10.47%;-10.88%;-9.84%;4.80%;-1.67%;4.66%;-9.31%;16.07%;1.15%;7.60%;11.42%
2019;1.41%;-0.35%;2.45%;-5.12%;20.14%;7.49%;21.17%;-2.53%;12.97%;0.21%;-0.21%;7.07%;81.22%
2020;14.06%;-6.16%;-21.61%;8.27%;-17.82%;12.11%;20.35%;-11.68%;-1.96%;2.75%;4.62%;1.22%;-5.11%
2021;1.18%;0.70%;-2.54%;30.33%;-6.94%;-1.39%;-10.71%;3.85%;-10.24%;-5.10%;2.30%;7.97%;3.61%
2022;-11.40%;0.80%;-1.86%;-7.86%;-9.41%;-12.01%;-10.33%;18.52%;8.33%;-12.18%;-5.84%;5.10%;-35.59%
2023;-3.54%;-2.04%;0.83%;-3.31%;11.97%;6.87%;12.50%;-15.56%;-4.51%;-0.39%;3.56%;7.34%;10.72%
2024;7.60%;-6.01%;-0.38%;-6.79%;-8.10%;-5.29%;6.05%;1.75%;-5.17%;-1.82%;-3.70%;-0.44%;-21.26%
2025;-17.89%;-7.69%;2.78%;13.51%;-7.74%;-9.03%;0.00%;-4.96%;0.00%;0.00%;0.00%;0.00%;-29.47%
