;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2001;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2002;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2003;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2004;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2005;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2006;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2007;0.00%;0.00%;0.00%;0.00%;16.00%;0.00%;0.00%;3.45%;0.00%;0.00%;0.00%;0.00%;20.00%
2008;0.00%;0.00%;0.00%;0.00%;75.00%;33.33%;-2.86%;-13.54%;-17.35%;-50.63%;-47.48%;54.76%;-35.00%
2009;-7.69%;0.00%;-6.67%;7.14%;13.33%;25.93%;10.35%;-6.88%;16.25%;28.71%;-11.29%;4.97%;88.62%
2010;22.02%;-11.50%;2.11%;-15.24%;-14.31%;-7.74%;10.57%;-4.25%;-1.69%;13.55%;1.14%;4.87%;-7.37%
2011;-10.71%;7.40%;0.19%;-4.46%;-13.61%;8.97%;-11.18%;-17.58%;0.86%;-6.57%;-4.59%;-30.13%;-60.26%
2012;19.27%;8.85%;-9.54%;1.17%;-15.06%;-8.18%;12.87%;-1.32%;-8.89%;-6.34%;-20.83%;-11.84%;-38.53%
2013;30.60%;-5.71%;-9.09%;9.33%;-9.76%;-6.08%;-7.19%;-9.30%;-1.71%;12.17%;-23.26%;3.03%;-23.88%
2014;-11.76%;4.44%;-21.28%;-20.27%;1.69%;5.00%;-11.11%;-12.50%;-8.16%;-44.44%;-4.00%;4.17%;-75.49%
2015;-12.00%;-9.09%;0.00%;-15.00%;47.06%;-8.00%;-4.35%;-9.09%;10.00%;-13.64%;36.84%;-3.85%;0.00%
2016;-20.00%;-15.00%;17.65%;5.00%;-9.52%;-11.05%;0.30%;38.35%;-2.99%;-16.48%;12.89%;-8.86%;-21.80%
2017;27.11%;5.63%;-20.00%;-8.10%;13.99%;-11.36%;-7.44%;-3.05%;-8.29%;13.71%;-20.27%;-0.34%;-25.83%
2018;3.79%;-27.24%;27.40%;11.11%;61.29%;-24.00%;96.58%;-7.63%;15.80%;-17.52%;-1.06%;-14.88%;91.38%
2019;8.29%;140.10%;-10.12%;-4.39%;-16.85%;-22.89%;13.21%;5.56%;-10.53%;5.18%;-19.24%;7.89%;40.36%
2020;4.62%;-18.53%;-2.26%;8.47%;-15.06%;16.22%;-7.19%;-9.46%;-9.25%;-3.77%;60.39%;35.70%;42.49%
2021;98.20%;27.95%;37.02%;28.86%;12.23%;8.91%;24.77%;-24.54%;-39.16%;2.87%;-15.64%;0.66%;173.87%
2022;5.26%;-10.00%;-9.03%;-16.79%;-21.10%;-37.21%;42.59%;7.79%;80.72%;-2.00%;-12.93%;-5.47%;-20.39%
2023;32.23%;-19.38%;-17.05%;2.80%;-8.18%;0.99%;-10.39%;-9.19%;21.45%;-15.48%;2.58%;-2.75%;-29.75%
2024;-3.53%;-13.66%;-5.93%;-2.10%;-42.02%;6.35%;-5.97%;7.94%;-4.41%;-21.54%;-14.38%;8.40%;-66.59%
2025;0.70%;4.20%;-1.34%;27.21%;23.53%;-2.16%;-25.66%;4.17%;0.00%;0.00%;0.00%;0.00%;23.24%
