;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2007;0.00%;0.00%;0.00%;5.58%;24.16%;3.85%;8.93%;-4.40%;12.89%;-14.97%;-24.52%;15.72%;18.85%
2008;-4.58%;14.40%;-13.49%;29.73%;-2.13%;2.09%;-8.26%;-14.59%;-47.58%;-53.30%;0.65%;-23.11%;-81.83%
2009;23.31%;-9.34%;-10.30%;33.33%;47.06%;14.57%;23.57%;16.75%;3.72%;-16.67%;4.00%;3.94%;203.65%
2010;2.31%;3.53%;-11.44%;-14.20%;-8.62%;-6.16%;5.63%;-5.84%;-3.37%;32.78%;-3.99%;1.42%;-14.25%
2011;-16.50%;33.07%;-3.79%;7.27%;-11.10%;4.23%;-3.86%;-10.24%;8.24%;11.09%;1.96%;6.53%;19.74%
2012;3.15%;6.11%;2.47%;13.25%;-9.93%;-1.81%;23.50%;-1.43%;-5.86%;-22.25%;-14.76%;10.03%;-6.13%
2013;-2.02%;12.63%;4.35%;-3.75%;-12.73%;-16.77%;3.58%;-4.49%;-6.51%;10.44%;-3.15%;-15.66%;-32.82%
2014;-5.71%;4.09%;-6.11%;-17.98%;30.43%;35.22%;-9.43%;0.36%;-25.83%;-0.16%;-3.03%;-13.46%;-24.71%
2015;-27.89%;-7.63%;-4.56%;7.46%;-5.56%;-42.35%;8.67%;-15.49%;-18.89%;12.33%;-4.27%;-14.01%;-74.38%
2016;-19.26%;24.77%;16.91%;0.63%;5.63%;2.96%;39.08%;-0.41%;-4.15%;9.52%;-18.97%;0.00%;51.85%
2017;27.32%;47.51%;-7.01%;10.89%;-20.65%;-2.22%;7.14%;-16.06%;2.17%;-7.42%;-7.63%;5.37%;24.39%
2018;12.94%;-14.93%;11.84%;71.53%;-6.81%;19.86%;45.71%;-20.92%;-28.60%;11.81%;12.84%;-17.43%;76.47%
2019;-12.00%;-42.68%;-2.64%;-16.74%;2.17%;0.53%;14.29%;-13.43%;29.95%;0.41%;-1.23%;49.79%;-19.78%
2020;1.94%;-8.97%;-41.49%;20.41%;4.24%;21.14%;-0.67%;-1.01%;-8.53%;-17.54%;29.41%;3.50%;-18.01%
2021;31.76%;28.46%;29.34%;99.85%;106.18%;-35.88%;-8.94%;51.89%;22.80%;-35.32%;0.05%;-2.39%;520.61%
2022;-13.17%;-9.72%;23.61%;-6.18%;-2.46%;4.17%;13.91%;-27.00%;-1.49%;4.68%;23.57%;-3.95%;-5.99%
2023;2.61%;-1.98%;0.75%;-22.86%;7.33%;2.35%;-9.64%;-32.46%;-19.12%;-5.74%;5.80%;1.37%;-57.15%
2024;-7.16%;-15.14%;-0.86%;-14.36%;-11.11%;-13.86%;15.30%;-5.03%;-6.02%;-7.18%;-11.60%;93.75%;-16.22%
2025;-11.77%;-4.02%;-27.81%;-3.69%;41.92%;-26.06%;7.57%;1.46%;0.00%;0.00%;0.00%;0.00%;-32.58%
