;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;0.00%;0.00%;0.00%;19.98%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;19.98%
2001;0.00%;0.00%;0.00%;33.30%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-1.51%;0.00%;31.29%
2002;0.00%;-29.93%;-5.79%;-3.82%;19.98%;0.00%;0.00%;-8.35%;-12.72%;0.00%;0.00%;14.58%;-30.19%
2003;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-0.68%;9.86%;6.67%;9.36%;0.00%;28.59%;63.66%
2004;0.00%;-11.13%;-12.49%;0.00%;28.59%;0.00%;0.00%;0.00%;-23.96%;8.12%;0.00%;0.00%;-17.79%
2005;0.00%;0.00%;-32.37%;0.00%;0.00%;0.00%;0.00%;0.00%;-11.16%;0.00%;-8.68%;-0.50%;-45.41%
2006;-40.56%;0.00%;19.90%;25.00%;-23.28%;0.00%;0.00%;0.00%;0.00%;4.28%;25.00%;20.00%;6.91%
2007;38.87%;-3.98%;0.00%;12.50%;-16.67%;9.76%;17.20%;-4.98%;9.08%;11.67%;19.37%;-1.23%;119.44%
2008;-6.38%;5.46%;0.00%;1.26%;-1.49%;-4.91%;-2.70%;0.08%;-2.97%;-28.47%;-0.40%;10.44%;-30.38%
2009;0.00%;0.00%;-3.67%;-6.42%;-3.19%;-15.83%;8.91%;36.36%;-26.50%;8.84%;-2.50%;2.56%;-12.73%
2010;20.83%;0.00%;1.21%;-5.96%;6.16%;0.68%;1.66%;1.37%;13.49%;6.93%;0.27%;5.17%;62.09%
2011;-1.33%;1.32%;-0.24%;1.04%;-14.79%;-0.62%;6.25%;2.06%;-0.29%;-1.73%;-0.29%;-4.13%;-13.33%
2012;4.62%;-6.18%;6.58%;-4.41%;-1.54%;-0.62%;-0.00%;-1.26%;-0.32%;-3.83%;5.32%;10.57%;7.85%
2013;5.45%;-0.86%;-1.45%;7.94%;-0.27%;-11.20%;0.00%;24.62%;24.20%;0.20%;7.94%;4.39%;72.08%
2014;-2.58%;-1.13%;9.75%;-16.20%;50.94%;-2.81%;0.00%;-6.63%;-4.37%;-5.71%;-9.09%;4.83%;4.25%
2015;-4.67%;0.23%;-2.79%;26.08%;-6.07%;3.03%;-2.35%;-5.62%;-4.47%;0.22%;-5.56%;12.57%;6.31%
2016;-8.76%;5.15%;-8.69%;7.32%;-4.77%;-5.73%;18.48%;-4.06%;-2.00%;-0.68%;-0.69%;0.23%;-7.05%
2017;-3.45%;19.05%;-0.00%;-8.20%;8.93%;-0.20%;0.20%;15.80%;-1.73%;-5.10%;-0.93%;12.54%;38.41%
2018;20.69%;-4.29%;-2.99%;2.77%;-10.18%;4.17%;0.00%;0.00%;0.00%;1.60%;0.00%;27.24%;39.31%
2019;-11.54%;0.00%;10.14%;1.32%;-11.17%;-3.22%;4.23%;0.00%;-0.14%;10.89%;-3.80%;3.27%;-2.69%
2020;-13.04%;-2.27%;-11.78%;2.81%;2.56%;-2.50%;24.26%;-11.05%;-0.20%;-7.11%;21.28%;-2.29%;-6.41%
2021;3.97%;-8.36%;10.32%;3.60%;14.83%;6.07%;-4.67%;-1.37%;-5.24%;-1.58%;2.68%;-1.47%;17.68%
2022;-0.00%;-2.32%;0.17%;-1.86%;1.66%;-0.87%;5.61%;-8.14%;-6.15%;-7.90%;-7.53%;-2.49%;-26.84%
2023;-0.46%;-3.03%;1.68%;-2.36%;38.01%;-2.63%;-7.75%;5.47%;1.85%;2.91%;-1.59%;-7.72%;19.26%
2024;-2.72%;-0.00%;-5.80%;-2.76%;-5.90%;-7.42%;5.01%;4.30%;-4.12%;-2.86%;1.23%;-1.46%;-21.01%
2025;2.22%;-1.45%;-3.67%;-1.02%;-1.28%;2.88%;1.27%;-4.75%;0.00%;0.00%;0.00%;0.00%;-5.90%
