;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2011;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-2.97%;-2.12%;-5.35%;-7.30%;0.68%;7.48%;-9.82%
2012;-2.22%;12.62%;0.69%;10.88%;-11.13%;9.26%;5.43%;1.29%;10.84%;8.36%;1.65%;4.71%;62.98%
2013;-2.47%;-1.22%;9.71%;-12.89%;-10.10%;-19.03%;-5.92%;3.69%;3.62%;2.96%;-8.91%;2.21%;-35.07%
2014;-12.53%;1.69%;4.09%;-11.86%;-10.80%;9.70%;0.47%;-3.50%;-18.89%;-2.49%;-6.33%;-13.65%;-50.46%
2015;-13.73%;-14.56%;-2.11%;4.13%;3.62%;-0.83%;-6.55%;-21.40%;-2.41%;-3.70%;-5.64%;-1.63%;-50.54%
2016;-14.64%;-9.06%;10.32%;59.68%;0.00%;-12.45%;17.72%;-4.95%;-9.17%;9.17%;-17.02%;-7.58%;1.88%
2017;12.22%;12.38%;-7.05%;6.64%;-6.22%;-5.69%;4.52%;-2.88%;13.12%;-5.47%;-7.41%;-11.25%;-1.39%
2018;5.07%;-2.41%;-23.08%;-3.93%;-31.60%;-5.43%;17.24%;-13.73%;-4.55%;20.24%;11.39%;9.33%;-30.70%
2019;9.76%;-8.15%;-1.61%;-5.74%;-1.74%;-3.10%;18.72%;-20.38%;4.35%;-2.78%;0.00%;71.43%;46.34%
2020;-23.06%;-15.16%;-48.51%;2.48%;-4.84%;27.12%;-20.00%;-5.83%;-11.50%;1.00%;22.77%;4.84%;-63.89%
2021;-6.15%;18.03%;5.56%;44.08%;8.22%;33.33%;-20.89%;40.00%;-13.43%;-2.64%;-19.32%;-2.52%;78.46%
2022;17.78%;-17.87%;34.26%;-15.86%;-4.92%;-0.43%;-2.16%;15.04%;-11.54%;-3.91%;-1.81%;-2.30%;-5.06%
2023;11.19%;11.84%;20.78%;-5.52%;0.34%;19.18%;2.87%;-10.89%;9.09%;-2.87%;2.37%;1.73%;71.67%
2024;4.26%;-7.98%;35.80%;1.14%;-6.97%;9.42%;18.54%;1.12%;-9.76%;11.22%;8.26%;-6.61%;63.17%
2025;1.27%;-1.50%;8.94%;1.57%;9.79%;11.89%;-14.97%;14.14%;0.00%;0.00%;0.00%;0.00%;31.62%
