;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2017;0.00%;0.00%;0.00%;0.00%;-0.55%;10.86%;-0.90%;-4.24%;-11.70%;-2.15%;-15.61%;1.88%;-22.27%
2018;18.50%;-7.97%;-5.38%;12.03%;-14.04%;-21.97%;8.24%;3.61%;-2.66%;36.38%;1.39%;9.44%;28.13%
2019;15.35%;16.94%;-6.47%;10.51%;6.34%;16.86%;1.79%;3.62%;-0.02%;-1.66%;9.63%;15.88%;128.26%
2020;10.82%;-14.49%;-55.06%;33.50%;3.24%;17.94%;26.62%;-2.16%;-0.18%;11.56%;8.16%;5.25%;8.71%
2021;-7.91%;-6.25%;-5.37%;0.48%;7.37%;9.90%;13.81%;-17.45%;-7.00%;-13.31%;13.00%;-5.22%;-21.42%
2022;4.44%;-0.91%;7.89%;3.89%;3.55%;-26.97%;-1.59%;8.19%;-9.97%;11.45%;-34.95%;-12.14%;-46.44%
2023;-1.18%;-12.85%;22.95%;6.43%;20.22%;3.13%;8.36%;8.76%;-4.27%;-26.35%;27.20%;6.83%;57.77%
2024;-22.04%;-7.98%;-0.35%;-16.94%;-8.22%;-6.79%;8.11%;9.34%;-13.59%;-2.76%;-12.50%;-29.65%;-68.94%
2025;11.58%;-9.87%;37.92%;43.99%;-1.37%;0.86%;-11.55%;14.35%;26.38%;-8.59%;43.22%;-10.15%;198.72%
2026;27.56%;18.96%;-13.57%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;31.15%
