;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;-5.21%;-12.25%;0.57%;-3.40%;-21.99%;3.00%;16.78%;22.82%;-9.41%;-3.37%;-11.25%;13.99%;-17.54%
2001;27.01%;4.98%;-18.53%;-4.24%;-8.29%;0.01%;-0.30%;1.21%;-34.93%;2.76%;18.30%;-0.38%;-24.14%
2002;3.03%;-2.42%;-3.54%;13.52%;-22.24%;-11.66%;-19.86%;7.00%;-8.91%;12.60%;-5.46%;10.84%;-30.30%
2003;-6.62%;-10.50%;6.00%;26.38%;5.82%;-5.50%;10.19%;17.18%;-5.31%;1.72%;14.14%;11.63%;77.39%
2004;-17.28%;13.26%;-6.77%;-6.00%;-11.49%;12.99%;4.49%;-0.49%;-3.81%;-13.45%;25.85%;7.86%;-3.52%
2005;-12.23%;13.60%;-17.03%;0.96%;7.98%;-0.36%;3.19%;1.36%;6.35%;-8.57%;-3.40%;12.95%;-0.29%
2006;17.20%;-8.43%;13.35%;6.80%;-0.98%;0.00%;7.92%;6.42%;5.61%;5.51%;0.97%;12.26%;86.62%
2007;-8.87%;12.74%;-7.31%;-1.42%;13.07%;21.60%;7.66%;5.66%;1.32%;-3.21%;-2.84%;-7.36%;29.58%
2008;-9.65%;8.56%;-3.96%;7.77%;10.43%;-10.77%;-5.22%;-2.75%;-28.57%;-5.12%;-6.32%;18.53%;-30.61%
2009;-8.12%;-4.22%;7.32%;20.74%;0.49%;-5.75%;8.16%;10.51%;-1.73%;-1.76%;-3.24%;6.08%;27.92%
2010;-6.05%;-3.19%;5.70%;4.57%;4.85%;7.14%;-6.21%;-5.00%;13.44%;0.66%;-0.42%;23.20%;40.95%
2011;-4.20%;-0.07%;11.72%;0.04%;5.97%;-3.75%;-0.60%;-0.43%;-5.00%;4.83%;9.12%;4.08%;22.16%
2012;12.13%;20.65%;7.42%;7.44%;-5.12%;8.44%;13.61%;-1.58%;-3.61%;3.60%;0.60%;0.43%;81.21%
2013;3.26%;6.99%;-2.00%;-7.75%;-4.68%;-15.74%;3.31%;-16.28%;10.46%;9.70%;2.61%;8.62%;-6.29%
2014;-15.87%;-3.41%;-1.86%;3.71%;3.61%;7.98%;-14.69%;6.87%;-7.87%;-1.97%;-0.52%;-11.82%;-33.17%
2015;-21.81%;27.37%;4.55%;2.52%;4.21%;-11.05%;5.88%;-9.96%;0.70%;5.68%;13.02%;0.05%;13.52%
2016;12.63%;6.05%;6.06%;11.13%;-3.07%;13.64%;5.91%;-4.58%;2.72%;11.63%;-11.10%;-3.91%;53.52%
2017;8.89%;4.88%;-0.88%;-6.76%;-0.92%;9.17%;5.97%;-4.17%;3.51%;-10.46%;9.73%;4.98%;23.79%
2018;5.97%;3.49%;-7.04%;3.44%;-25.63%;-10.94%;7.34%;-2.40%;-3.32%;18.48%;1.00%;11.58%;-5.52%
2019;37.68%;-9.27%;6.73%;14.70%;-5.94%;6.92%;12.97%;-3.18%;-4.06%;10.12%;5.09%;5.51%;97.06%
2020;0.73%;-3.69%;-33.43%;5.95%;35.53%;6.22%;5.46%;-21.53%;-1.99%;-9.19%;4.80%;-0.22%;-24.14%
2021;-8.03%;-9.96%;11.96%;4.81%;-8.53%;-6.52%;-3.06%;1.89%;6.75%;-8.74%;-4.32%;19.30%;-8.74%
2022;-7.02%;10.84%;15.21%;-4.73%;2.81%;-7.89%;5.93%;10.03%;0.92%;21.17%;0.32%;-5.19%;45.22%
2023;-2.62%;-7.02%;-2.20%;-8.85%;17.16%;7.65%;2.70%;-0.31%;5.37%;-4.36%;15.74%;11.56%;35.61%
2024;4.63%;0.38%;7.00%;-2.89%;-8.61%;1.50%;17.70%;7.35%;-4.57%;1.86%;0.98%;-4.82%;19.51%
2025;6.86%;0.43%;7.39%;15.40%;3.06%;1.49%;-9.08%;13.09%;7.90%;-0.26%;6.95%;-0.67%;63.56%
2026;5.87%;6.90%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;13.17%
