;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2007;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;1.45%;-0.00%;3.21%;3.81%;13.27%;1.77%;25.29%
2008;-22.04%;7.42%;-7.53%;-21.58%;20.95%;-1.57%;-28.00%;-5.78%;-12.74%;-18.92%;-28.33%;-47.21%;-86.87%
2009;-33.48%;25.83%;15.79%;51.82%;19.46%;-1.00%;30.38%;9.51%;24.11%;1.71%;13.76%;6.79%;281.06%
2010;14.34%;-0.71%;-11.51%;-3.91%;-14.37%;14.55%;10.74%;4.08%;5.93%;25.80%;1.27%;2.75%;51.33%
2011;-8.33%;-10.00%;-0.93%;16.73%;-1.52%;8.94%;-12.31%;-2.13%;-13.04%;20.20%;-1.83%;-3.81%;-13.29%
2012;13.92%;-8.35%;1.69%;-4.07%;-17.65%;1.37%;-7.56%;9.30%;8.51%;1.13%;-4.77%;4.71%;-5.99%
2013;-6.37%;13.61%;11.01%;-2.06%;-14.91%;-18.95%;-3.06%;-8.00%;11.73%;13.21%;0.42%;-2.18%;-11.62%
2014;-24.81%;9.73%;2.83%;-13.63%;18.52%;-4.40%;10.47%;25.43%;-17.05%;-25.00%;-2.81%;10.98%;-22.80%
2015;-17.72%;7.68%;-5.89%;-11.86%;-15.33%;-1.77%;-19.10%;13.89%;-17.07%;-26.76%;-0.80%;13.36%;-61.54%
2016;-31.79%;38.22%;6.06%;-14.29%;8.33%;30.77%;-5.00%;2.17%;24.85%;6.80%;-9.32%;0.00%;42.50%
2017;6.52%;32.71%;-0.71%;5.18%;-15.28%;-7.41%;6.49%;3.86%;19.37%;-18.85%;1.01%;14.20%;43.11%
2018;0.70%;-5.22%;-14.68%;28.39%;-22.11%;-17.20%;-0.26%;-4.95%;-4.11%;-2.86%;-9.71%;114.33%;15.24%
2019;-19.15%;13.72%;-68.46%;-3.67%;-20.95%;0.00%;10.84%;-9.78%;-1.20%;7.32%;-4.55%;233.33%;-25.51%
2020;-39.46%;8.16%;-41.06%;2.83%;-1.27%;27.88%;-2.97%;-2.55%;-0.73%;-2.89%;41.21%;-12.31%;-43.45%
2021;-9.98%;-5.18%;-0.31%;-7.18%;-5.49%;-8.58%;2.80%;-2.98%;-0.13%;-1.94%;-5.26%;-2.50%;-38.42%
2022;-13.11%;-5.02%;-4.87%;-5.66%;-0.27%;-8.79%;0.63%;5.04%;-0.04%;1.20%;-16.84%;7.09%;-35.84%
2023;-32.06%;1.31%;0.71%;6.85%;-13.91%;16.92%;-4.23%;-12.25%;-2.20%;5.07%;11.66%;-7.35%;-33.39%
2024;-3.33%;-3.45%;-21.43%;-1.82%;-2.78%;0.00%;0.00%;9.52%;-17.39%;-10.53%;-21.76%;-2.11%;-56.60%
2025;-7.83%;0.00%;0.00%;-8.33%;-4.00%;-12.88%;-7.17%;-34.43%;0.00%;0.00%;0.00%;0.00%;-56.99%
