;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;-3.80%;-6.58%;29.58%;3.26%;-3.16%;25.00%;21.74%;1.79%;9.47%;21.80%;1.32%;22.08%;197.46%
2001;10.64%;-5.77%;0.00%;6.12%;-1.92%;1.18%;-5.04%;-7.55%;-20.53%;8.34%;3.84%;5.68%;-8.94%
2002;-6.54%;0.00%;-0.00%;2.00%;-0.98%;-6.93%;0.53%;3.17%;-1.54%;22.14%;2.88%;-0.93%;11.68%
2003;-6.07%;-3.78%;9.95%;6.32%;2.97%;-3.84%;0.00%;12.00%;7.14%;-8.33%;13.45%;1.76%;32.84%
2004;2.20%;10.94%;29.86%;10.16%;11.07%;4.90%;-4.17%;3.57%;2.44%;12.70%;-1.31%;0.81%;115.43%
2005;-4.97%;0.53%;-6.29%;-47.94%;1.33%;12.57%;-1.00%;2.19%;10.38%;-5.22%;16.38%;1.76%;-33.38%
2006;2.59%;1.10%;4.87%;5.13%;-2.10%;-4.98%;-1.88%;7.65%;3.90%;-3.53%;6.91%;4.14%;25.40%
2007;3.34%;0.57%;9.59%;9.40%;10.64%;5.77%;-4.00%;2.27%;-2.96%;8.40%;-8.80%;-3.47%;32.56%
2008;-8.00%;11.30%;-8.99%;-4.71%;-5.50%;-8.10%;-13.90%;6.02%;4.24%;-12.91%;1.06%;5.02%;-32.17%
2009;-5.06%;4.34%;10.49%;6.64%;9.24%;-2.04%;1.51%;12.39%;4.70%;6.01%;6.63%;4.90%;76.91%
2010;0.00%;-0.58%;-7.44%;6.59%;0.12%;5.91%;4.63%;2.31%;3.59%;11.69%;2.99%;9.05%;44.67%
2011;-12.51%;-1.37%;3.60%;8.71%;-2.47%;4.57%;-12.09%;20.37%;1.08%;0.80%;6.99%;10.08%;25.86%
2012;-4.76%;11.77%;8.34%;7.11%;-7.15%;0.91%;1.80%;-0.82%;-0.02%;7.12%;13.76%;7.72%;53.39%
2013;7.56%;-3.04%;-6.15%;-0.15%;0.31%;1.01%;3.75%;-2.90%;1.41%;-1.45%;5.21%;-1.37%;3.47%
2014;-7.10%;4.91%;0.41%;-3.71%;-2.82%;-0.63%;-0.57%;4.47%;-2.02%;2.24%;2.20%;-2.80%;-5.94%
2015;8.59%;3.50%;0.93%;2.54%;-2.22%;2.48%;2.53%;-1.95%;1.73%;-1.70%;-2.36%;-4.24%;9.58%
2016;4.54%;-5.47%;6.58%;3.14%;-1.44%;-0.31%;-1.31%;2.07%;3.28%;-4.99%;-8.92%;-4.37%;-8.12%
2017;4.88%;3.72%;2.24%;0.11%;2.46%;-2.14%;4.59%;3.71%;5.94%;-0.67%;-1.63%;3.50%;29.76%
2018;3.15%;0.23%;9.41%;-3.07%;-15.60%;-8.68%;7.95%;-2.89%;-2.71%;-10.91%;3.55%;-9.10%;-27.73%
2019;13.85%;-1.60%;-2.32%;9.74%;-4.98%;1.94%;12.52%;-7.00%;2.83%;-9.71%;3.86%;3.43%;21.39%
2020;-4.39%;-18.54%;-18.02%;-4.87%;10.05%;13.30%;-1.70%;-11.44%;1.87%;-2.87%;14.78%;11.95%;-16.18%
2021;-3.45%;-7.21%;9.06%;-2.29%;20.15%;-4.90%;-2.52%;2.76%;-10.53%;11.05%;-5.47%;-3.99%;-1.47%
2022;-2.92%;1.54%;1.32%;-5.71%;-2.27%;-5.57%;11.42%;2.28%;1.77%;2.96%;-0.50%;-8.79%;-5.84%
2023;-5.92%;-1.98%;7.02%;-1.19%;1.77%;6.94%;-3.57%;-6.86%;-5.27%;-1.91%;6.45%;0.29%;-5.44%
2024;-4.73%;-3.82%;-0.72%;-2.72%;-4.86%;-2.08%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-17.55%
