;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;-20.00%;0.00%;50.00%;0.00%;0.00%;0.00%;0.00%;-22.22%;0.00%;0.00%;0.00%;-28.57%;-33.33%
2001;15.00%;-13.04%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-50.00%;0.00%;0.00%;34.00%;-33.00%
2002;-23.88%;-1.96%;0.00%;0.00%;20.00%;6.67%;9.37%;0.00%;-40.00%;0.00%;-14.29%;-2.78%;-47.76%
2003;-8.57%;-6.25%;-3.33%;3.45%;-6.67%;-14.29%;25.00%;0.00%;60.00%;102.08%;-38.14%;50.00%;157.14%
2004;-11.11%;-13.75%;27.54%;-38.64%;-1.85%;-5.66%;14.00%;5.26%;50.00%;97.78%;0.00%;62.92%;222.22%
2005;-65.52%;28.00%;-23.44%;2.04%;10.00%;0.91%;36.94%;97.37%;-5.00%;-4.56%;47.06%;0.00%;37.93%
2006;20.00%;33.33%;23.44%;51.90%;-16.67%;-5.00%;-15.79%;-0.62%;-20.75%;3.17%;7.69%;12.86%;97.50%
2007;-4.68%;-2.26%;13.99%;20.38%;-13.86%;-4.60%;22.17%;-11.24%;-4.44%;1.74%;-1.14%;15.61%;26.58%
2008;-9.00%;0.00%;9.89%;-5.47%;-15.34%;-2.50%;-11.54%;0.14%;12.16%;-11.10%;-18.87%;7.16%;-40.08%
2009;-0.33%;0.00%;-7.71%;8.89%;9.12%;1.85%;13.14%;5.34%;-5.07%;-5.87%;-2.13%;1.45%;17.71%
2010;11.43%;2.38%;9.68%;-0.23%;-4.43%;6.26%;0.00%;-15.31%;-4.73%;-14.60%;-3.59%;14.24%;-3.79%
2011;2.97%;-7.29%;-7.38%;-11.33%;11.38%;0.00%;0.00%;-3.41%;26.90%;-21.05%;27.59%;2.71%;10.74%
2012;0.00%;-10.16%;-12.76%;-0.56%;0.00%;2.05%;14.23%;-4.15%;-8.33%;45.45%;-9.62%;7.88%;13.21%
2013;-35.90%;11.40%;0.00%;25.67%;0.00%;0.00%;-14.29%;-18.33%;-5.92%;-2.39%;0.00%;-0.67%;-42.69%
2014;0.00%;0.00%;-1.79%;13.67%;0.00%;29.26%;0.00%;20.78%;-8.86%;0.00%;-3.52%;0.00%;53.24%
2015;-5.11%;0.00%;0.00%;0.22%;7.69%;0.00%;1.38%;-0.14%;-0.00%;2.14%;0.00%;0.00%;5.90%
2016;3.50%;0.00%;0.00%;-3.36%;-2.10%;3.00%;20.67%;3.45%;105.44%;-2.38%;-33.52%;8.33%;81.85%
2017;7.69%;3.57%;0.00%;3.45%;5.33%;0.00%;0.00%;1.01%;6.52%;5.88%;0.00%;0.00%;38.46%
2018;0.00%;0.00%;0.00%;-19.83%;14.35%;9.82%;2.35%;1.08%;0.00%;-0.18%;6.38%;15.95%;28.24%
2019;-2.51%;8.37%;1.86%;13.70%;2.23%;9.04%;-0.95%;7.45%;6.86%;1.61%;3.99%;-0.03%;63.86%
2020;0.47%;-0.53%;-5.84%;-6.64%;-7.32%;15.61%;0.00%;-0.33%;0.00%;0.00%;0.00%;0.00%;-6.18%
2021;0.00%;-0.20%;54.30%;15.21%;20.18%;3.16%;5.66%;22.79%;2.55%;0.01%;0.83%;1.52%;199.60%
2022;0.25%;0.70%;4.48%;0.52%;0.06%;-2.35%;2.42%;-0.71%;-5.04%;4.81%;0.74%;-0.48%;5.12%
2023;-1.20%;1.24%;-4.84%;-5.21%;-0.14%;-2.64%;-19.04%;4.64%;4.49%;0.05%;6.50%;5.31%;-12.88%
2024;9.44%;2.49%;3.74%;6.36%;0.98%;2.03%;1.70%;0.59%;0.59%;-0.58%;-2.35%;1.20%;28.92%
2025;1.19%;1.72%;1.20%;-3.55%;-6.88%;-13.28%;-7.44%;-12.03%;0.00%;0.00%;0.00%;0.00%;-33.94%
