;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2002;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;2925.66%;16.44%;-0.00%;-0.00%;5.88%;1.11%;3671.72%
2003;-4.40%;-1.15%;-11.51%;18.00%;-0.89%;0.00%;-2.25%;3.45%;-8.89%;-6.71%;11.11%;17.06%;9.34%
2004;-3.02%;3.63%;-2.00%;-13.06%;5.63%;8.89%;7.14%;14.29%;2.50%;-2.44%;0.83%;-0.83%;20.60%
2005;-2.50%;22.65%;10.10%;-11.39%;-6.79%;0.38%;-4.58%;-7.20%;0.86%;8.97%;9.73%;22.94%;43.33%
2006;-4.42%;24.39%;13.35%;-5.09%;-16.36%;10.33%;-6.40%;7.89%;-8.78%;0.00%;18.72%;7.66%;38.95%
2007;-2.09%;13.68%;-6.20%;-1.04%;12.80%;5.92%;8.31%;2.97%;-1.82%;0.00%;5.26%;2.94%;46.44%
2008;-11.43%;0.61%;-14.24%;11.40%;8.72%;-0.46%;-0.78%;-14.06%;-12.76%;-19.76%;-10.70%;-3.20%;-52.46%
2009;-15.87%;-2.14%;10.95%;31.38%;11.22%;3.47%;21.41%;0.54%;12.58%;-5.35%;7.73%;5.59%;104.33%
2010;1.47%;1.74%;0.85%;10.73%;-10.71%;6.57%;-9.38%;9.44%;-1.35%;1.95%;9.68%;8.01%;29.62%
2011;-6.06%;-10.02%;1.48%;3.44%;-12.58%;-10.71%;-6.62%;-6.35%;-5.51%;-2.85%;-14.12%;-0.67%;-52.58%
2012;1.15%;14.24%;-4.51%;-0.30%;-0.83%;-2.63%;-12.61%;5.93%;11.92%;9.70%;9.00%;-5.64%;24.16%
2013;-0.54%;9.41%;-1.49%;20.42%;2.69%;-15.70%;1.72%;-12.03%;10.40%;-0.21%;-12.21%;3.47%;0.08%
2014;-22.99%;7.50%;-25.35%;-1.25%;18.61%;3.72%;-6.36%;-6.52%;-18.28%;-0.72%;-40.00%;-22.38%;-75.16%
2015;-28.22%;-7.13%;33.49%;-14.63%;1.84%;15.23%;-25.04%;-38.52%;14.72%;34.87%;24.39%;-3.33%;-23.57%
2016;-30.22%;17.44%;-8.66%;3.25%;-8.14%;-8.57%;41.25%;-1.55%;-17.53%;1.91%;-12.57%;13.46%;-24.75%
2017;17.52%;32.80%;-23.49%;30.25%;-18.89%;2.14%;-2.93%;-3.02%;-0.67%;-3.58%;-9.98%;9.28%;14.29%
2018;4.25%;9.05%;-3.32%;15.88%;-27.22%;-22.39%;1.64%;-9.03%;-2.48%;-3.64%;-22.64%;6.34%;-48.58%
2019;8.72%;-9.28%;-9.30%;-8.72%;-10.67%;-8.18%;-8.22%;65.67%;-21.17%;-12.00%;-11.69%;57.35%;-1.83%
2020;-17.29%;-15.82%;-43.62%;-4.76%;-13.75%;33.33%;-13.04%;-2.50%;-8.97%;-21.13%;7.14%;6.67%;-70.09%
2021;-7.81%;-15.25%;10.00%;3.64%;-3.51%;7.27%;-6.78%;-9.09%;-36.00%;-9.37%;20.69%;-49.31%;-72.28%
2022;-31.56%;49.65%;18.40%;-13.55%;-20.89%;-26.60%;-1.85%;19.68%;2.17%;-18.85%;-12.06%;-20.07%;-58.33%
2023;-28.87%;-31.76%;-17.24%;2.08%;1.02%;179.80%;-14.44%;-18.14%;-7.22%;-11.11%;0.00%;0.00%;-33.05%
2024;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
