;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2006;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;2.91%;4.19%;6.48%;14.17%
2007;25.85%;-8.27%;-1.00%;-8.93%;-3.66%;22.12%;-0.69%;0.70%;0.00%;-9.42%;12.08%;-1.48%;22.48%
2008;-16.69%;0.00%;-2.33%;1.71%;-10.23%;-7.51%;-38.36%;14.75%;-9.49%;-40.03%;-28.95%;-21.48%;-85.28%
2009;7.55%;-12.28%;-7.00%;58.06%;30.61%;7.29%;31.07%;14.81%;3.23%;-0.19%;9.64%;-3.43%;219.06%
2010;5.56%;-0.06%;4.26%;-5.91%;-9.27%;1.66%;0.63%;-12.50%;16.07%;2.15%;-11.14%;5.08%;-6.95%
2011;-6.45%;4.48%;-1.65%;4.03%;-3.05%;0.00%;-0.74%;-33.06%;1.01%;8.90%;-5.42%;4.37%;-30.05%
2012;10.70%;0.84%;-19.08%;-0.33%;4.93%;1.00%;7.92%;15.60%;16.59%;-0.88%;0.96%;-1.36%;36.97%
2013;17.10%;5.95%;22.29%;0.94%;-22.27%;-8.19%;30.57%;0.00%;-13.66%;0.34%;7.26%;-2.15%;29.76%
2014;-16.79%;15.47%;-2.29%;1.71%;21.68%;0.05%;-34.42%;-0.35%;-20.00%;-3.11%;-10.93%;-7.32%;-51.39%
2015;-22.36%;-16.91%;-3.28%;42.42%;-3.88%;9.37%;18.45%;-21.91%;-8.62%;-15.77%;-5.85%;-10.12%;-43.72%
2016;-20.36%;43.92%;12.98%;9.73%;22.09%;10.71%;13.01%;-3.33%;-2.76%;6.28%;-11.05%;-11.46%;70.81%
2017;4.96%;2.78%;16.70%;7.11%;-15.87%;-15.99%;0.13%;2.92%;8.25%;-6.83%;-5.13%;-4.12%;-9.90%
2018;-0.95%;-3.54%;-11.75%;-5.99%;-26.02%;8.85%;20.44%;-13.32%;-2.11%;1.51%;-12.08%;-5.30%;-44.86%
2019;6.11%;2.64%;1.17%;-4.85%;-4.37%;-2.28%;15.06%;-11.96%;4.62%;5.39%;-3.49%;55.90%;64.63%
2020;0.31%;-11.25%;-25.35%;6.74%;-0.65%;23.90%;15.93%;-21.22%;-9.11%;5.33%;8.50%;13.81%;-5.72%
2021;-0.33%;-7.73%;4.28%;1.88%;5.54%;7.15%;-6.82%;-5.41%;-3.03%;-15.28%;3.44%;23.17%;1.92%
2022;-15.08%;-4.19%;-7.29%;-10.34%;-4.01%;-9.14%;-6.03%;14.07%;8.04%;-0.74%;-8.00%;4.91%;-34.57%
2023;2.45%;-6.91%;-6.57%;-1.83%;7.48%;14.20%;-0.00%;1.02%;-2.26%;-8.74%;52.68%;15.00%;69.84%
2024;-18.18%;22.43%;-0.86%;-0.52%;-8.51%;-0.95%;12.84%;7.30%;-12.50%;26.58%;2.59%;-5.88%;15.94%
2025;5.25%;3.37%;8.00%;10.97%;7.79%;2.52%;-17.11%;17.41%;0.00%;0.00%;0.00%;0.00%;40.22%
