;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2007;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;13.33%;-1.96%;-4.10%;-6.15%;-11.11%;-4.69%;-15.28%
2008;-5.18%;14.11%;8.48%;8.38%;21.65%;-12.08%;-6.55%;-15.47%;7.32%;-40.31%;-18.10%;-12.79%;-50.82%
2009;-9.33%;2.94%;9.57%;44.72%;31.08%;-0.34%;9.03%;-0.06%;6.65%;20.06%;1.33%;-3.05%;165.01%
2010;15.68%;-6.40%;-3.42%;-10.32%;-6.13%;-1.17%;4.86%;-3.95%;1.41%;-10.79%;-15.15%;18.77%;-20.12%
2011;-12.47%;7.64%;-3.31%;15.47%;-11.65%;7.69%;-2.53%;-48.77%;-20.29%;27.24%;5.38%;3.89%;-44.49%
2012;-6.09%;31.55%;9.00%;-8.78%;-13.25%;2.64%;1.18%;21.27%;2.97%;-11.02%;10.48%;-26.90%;-0.70%
2013;20.87%;-3.90%;-14.31%;-19.08%;10.69%;-2.12%;-2.57%;-15.40%;-0.82%;-25.12%;-4.64%;-7.41%;-52.83%
2014;4.00%;-1.44%;7.07%;-5.24%;27.40%;12.45%;11.07%;14.65%;-12.25%;-9.16%;7.77%;-6.29%;52.75%
2015;-18.66%;-2.62%;-17.15%;5.49%;-4.02%;40.39%;-7.02%;20.57%;12.21%;-11.16%;-7.69%;7.99%;3.93%
2016;-3.94%;2.46%;5.28%;-1.37%;-3.08%;-10.65%;1.07%;-10.04%;2.15%;9.00%;14.41%;1.54%;4.09%
2017;-2.27%;-3.25%;-8.64%;26.44%;-12.74%;7.30%;-5.03%;11.06%;-9.26%;-0.62%;6.53%;6.86%;10.74%
2018;-6.97%;-12.33%;-0.50%;33.33%;-0.13%;2.91%;0.74%;-30.24%;-7.34%;20.94%;-3.28%;-11.94%;-25.41%
2019;11.36%;-9.54%;8.73%;22.41%;-6.69%;-7.91%;5.41%;25.94%;31.98%;-2.45%;-0.47%;-6.92%;82.42%
2020;10.14%;10.03%;-26.68%;45.08%;1.48%;-3.22%;14.27%;23.53%;-14.33%;-9.70%;6.61%;-1.16%;45.68%
2021;-8.41%;4.59%;26.69%;11.35%;-5.26%;4.19%;2.46%;4.49%;33.36%;3.27%;-11.06%;-1.08%;73.04%
2022;1.86%;-1.38%;-3.47%;-9.81%;-16.64%;-22.52%;9.00%;4.74%;-24.94%;8.41%;-18.22%;12.44%;-51.75%
2023;-11.49%;-17.27%;4.24%;-1.96%;2.00%;9.49%;2.06%;0.43%;-3.78%;-9.40%;50.46%;-0.21%;12.13%
2024;-2.99%;5.21%;4.14%;-8.34%;19.37%;9.57%;-8.50%;28.74%;-6.32%;15.03%;19.63%;5.87%;104.87%
2025;-6.69%;-14.22%;32.50%;18.94%;18.30%;-9.88%;-6.99%;9.62%;0.00%;0.00%;0.00%;0.00%;37.11%
