;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;16.22%;1.29%;-9.52%;-5.31%;-12.59%;12.59%;18.60%;0.36%;2.89%;-13.17%;-3.13%;6.16%;8.54%
2001;14.26%;-16.01%;-6.05%;-25.74%;-8.08%;2.88%;-19.72%;1.74%;-29.66%;12.16%;30.60%;2.58%;-45.33%
2002;1.08%;0.89%;-12.70%;-9.29%;-0.89%;-11.69%;-8.40%;-6.11%;-23.67%;-1.55%;-9.06%;-7.79%;-61.69%
2003;-14.55%;-27.47%;-16.67%;25.45%;-6.52%;-8.53%;-6.78%;20.91%;52.63%;-0.99%;18.41%;52.52%;70.42%
2004;-9.64%;-22.56%;3.15%;-17.56%;-5.56%;20.10%;7.76%;5.68%;-2.15%;-5.49%;10.85%;-0.70%;-21.76%
2005;-11.97%;3.20%;-2.33%;-23.41%;47.15%;-8.80%;-7.37%;-12.46%;-10.57%;-17.63%;5.95%;-6.35%;-45.95%
2006;-2.87%;32.66%;-24.62%;7.44%;-16.98%;9.02%;3.17%;5.15%;0.45%;16.46%;10.27%;13.41%;49.90%
2007;8.56%;-5.32%;3.59%;21.63%;3.32%;0.03%;-5.84%;-6.90%;13.70%;4.07%;-6.76%;-3.83%;24.51%
2008;-18.71%;6.91%;-10.88%;12.75%;0.56%;-8.59%;8.70%;-8.40%;3.45%;-5.49%;7.24%;-8.95%;-23.70%
2009;8.23%;8.03%;-8.04%;7.39%;3.44%;9.38%;-9.83%;-1.77%;3.48%;-0.53%;-0.58%;3.57%;22.65%
2010;-0.08%;6.90%;-4.12%;-2.37%;-12.77%;2.54%;4.66%;-0.64%;4.55%;-0.83%;2.61%;15.70%;14.49%
2011;2.83%;4.40%;3.30%;-1.61%;2.45%;8.14%;-4.94%;-1.83%;-9.71%;8.12%;2.47%;6.61%;20.32%
2012;-4.72%;-0.87%;-4.60%;-1.79%;-4.44%;4.64%;1.13%;-1.83%;-3.63%;-7.06%;8.47%;-3.00%;-17.21%
2013;-8.24%;-5.76%;0.67%;5.48%;-13.80%;-10.19%;13.46%;3.67%;3.16%;4.28%;8.97%;4.76%;2.68%
2014;-13.79%;-13.48%;13.64%;2.03%;11.84%;8.18%;-1.21%;16.43%;-16.61%;-1.60%;1.72%;-17.78%;-17.40%
2015;-16.80%;-1.41%;3.15%;28.87%;-4.76%;-0.41%;-16.77%;-17.03%;-1.20%;11.08%;-15.82%;-8.33%;-39.53%
2016;-17.98%;-0.25%;22.47%;4.20%;-12.62%;25.22%;29.10%;4.40%;4.54%;10.52%;-14.64%;15.89%;75.97%
2017;13.31%;13.47%;-11.47%;10.58%;-2.56%;5.26%;0.62%;-8.65%;-4.71%;-6.88%;-11.93%;3.66%;-3.86%
2018;-0.54%;-8.01%;-11.26%;30.24%;-29.59%;-8.91%;16.27%;6.12%;-8.00%;30.54%;-5.94%;5.23%;-0.53%
2019;20.85%;-0.45%;3.53%;3.81%;-10.62%;2.32%;-0.15%;4.65%;-5.19%;3.65%;2.86%;16.07%;44.98%
2020;-3.62%;-5.28%;-55.51%;17.72%;22.54%;19.11%;13.99%;-19.95%;-4.16%;33.03%;20.27%;4.74%;2.27%
2021;-13.00%;-10.46%;9.40%;-11.41%;-6.68%;-6.67%;-4.98%;-4.48%;-5.20%;-26.28%;24.38%;-2.41%;-49.36%
2022;-1.19%;-15.16%;5.08%;-11.95%;-13.77%;-24.94%;-7.44%;5.79%;-4.59%;5.19%;0.70%;-19.06%;-59.79%
2023;-17.71%;-34.38%;-2.40%;31.97%;39.75%;111.11%;-17.26%;-22.26%;-3.44%;-7.63%;9.72%;33.78%;72.79%
2024;-25.50%;-16.78%;4.03%;-3.68%;0.60%;-0.40%;-16.87%;54.59%;11.25%;-28.23%;-15.07%;-6.45%;-49.25%
2025;1.72%;-2.42%;17.12%;5.93%;24.00%;4.19%;-5.73%;-0.82%;0.00%;0.00%;0.00%;0.00%;48.77%
