;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2007;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;2.03%;-1.62%;-8.73%;13.16%;-0.57%;-13.01%;-10.33%
2008;-9.86%;6.75%;-5.84%;11.98%;-9.30%;-0.51%;-9.79%;-3.43%;-1.78%;-35.54%;26.17%;-8.81%;-41.91%
2009;13.73%;9.79%;-5.40%;17.26%;15.25%;0.76%;20.86%;6.56%;8.82%;-2.70%;25.89%;-7.62%;155.08%
2010;-4.46%;4.13%;-5.70%;1.49%;12.88%;-2.19%;-0.36%;1.25%;7.81%;8.64%;-2.56%;-2.89%;17.52%
2011;-13.31%;1.47%;3.51%;-2.53%;10.02%;-5.36%;5.48%;-6.92%;4.09%;0.11%;3.75%;5.72%;3.71%
2012;4.52%;-2.50%;9.36%;5.51%;6.44%;2.63%;5.41%;-0.02%;15.21%;-0.32%;-0.84%;2.03%;57.30%
2013;-4.40%;-1.56%;2.39%;-1.74%;-1.75%;-7.75%;-2.50%;-4.81%;10.55%;-0.94%;-2.02%;-2.99%;-17.10%
2014;-12.61%;5.71%;5.03%;1.78%;-2.48%;5.95%;5.85%;7.55%;-13.54%;2.25%;1.42%;-8.73%;-4.93%
2015;1.39%;13.41%;2.75%;-5.39%;-5.71%;-4.00%;-2.08%;-5.74%;-4.29%;-0.78%;1.26%;-10.80%;-19.90%
2016;8.95%;13.55%;16.44%;7.69%;-7.29%;10.27%;4.83%;-7.69%;8.39%;1.50%;-9.38%;2.15%;56.26%
2017;5.17%;2.95%;3.13%;2.11%;-5.32%;1.90%;10.04%;1.68%;0.33%;-2.50%;-2.74%;1.96%;19.40%
2018;2.31%;-3.23%;-2.17%;-3.15%;-11.80%;-2.85%;5.68%;-7.22%;0.43%;22.93%;0.91%;4.74%;2.86%
2019;7.08%;-3.30%;-7.07%;2.44%;3.67%;11.76%;2.27%;-8.45%;11.00%;1.25%;-0.99%;14.45%;36.16%
2020;4.77%;-12.00%;-37.48%;9.49%;-0.96%;-0.92%;3.12%;-1.51%;-6.68%;-2.37%;19.50%;3.79%;-28.91%
2021;-9.90%;-7.17%;24.44%;-5.96%;11.42%;-8.42%;-0.64%;-9.64%;-9.81%;-2.68%;5.83%;-4.49%;-20.44%
2022;14.85%;2.74%;10.82%;0.69%;-2.27%;-8.88%;8.43%;1.26%;0.29%;9.06%;-13.01%;-4.49%;16.99%
2023;8.63%;5.80%;-2.11%;5.11%;2.43%;4.30%;-4.55%;-6.32%;-0.69%;0.69%;9.90%;4.52%;29.77%
2024;-1.97%;-5.20%;-3.10%;-10.55%;-0.83%;-0.70%;6.30%;7.01%;0.04%;-0.23%;-7.03%;-11.60%;-26.00%
