;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2008;0.91%;-1.80%;-6.42%;47.06%;-10.67%;-3.36%;-19.78%;-4.23%;-0.60%;-19.12%;-10.31%;-3.82%;-37.27%
2009;-5.80%;-0.02%;-6.12%;6.54%;0.00%;0.00%;0.00%;15.38%;0.00%;0.00%;0.00%;0.00%;8.70%
2010;0.00%;0.00%;12.00%;4.76%;-13.64%;-0.00%;2.64%;4.36%;0.72%;1.73%;-2.90%;2.53%;10.74%
2011;1.86%;1.38%;1.02%;3.89%;4.87%;-7.46%;4.64%;-3.20%;0.52%;-0.02%;-0.40%;3.23%;10.07%
2012;-0.13%;0.11%;7.70%;10.50%;-4.14%;7.24%;-5.44%;13.28%;0.00%;-6.45%;0.08%;0.00%;22.66%
2013;8.24%;-3.04%;0.70%;4.98%;5.65%;-5.23%;1.89%;0.00%;-1.10%;-0.01%;3.62%;-0.55%;15.31%
2014;0.00%;2.22%;0.00%;-9.37%;-1.71%;-3.99%;0.00%;-28.05%;-22.15%;8.43%;6.67%;12.76%;-36.14%
2015;18.87%;0.00%;0.00%;-19.80%;16.00%;-13.81%;-4.00%;0.00%;4.17%;3.98%;0.00%;0.00%;-0.90%
2016;-11.08%;-13.48%;0.00%;0.00%;-4.38%;0.00%;0.00%;0.00%;0.00%;-13.20%;-9.64%;0.03%;-42.28%
2017;-0.03%;16.67%;-14.26%;16.63%;5.71%;0.00%;-13.51%;0.00%;0.00%;0.00%;0.00%;9.37%;16.63%
2018;0.00%;0.00%;-7.91%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;2.39%;0.00%;6.06%;0.00%
2019;0.51%;0.00%;0.00%;0.00%;0.94%;2.79%;0.00%;0.00%;-13.70%;0.00%;0.00%;11.43%;0.29%
2020;0.00%;11.68%;0.00%;0.00%;0.00%;0.00%;0.93%;-0.31%;-2.74%;0.05%;8.10%;13.11%;33.71%
2021;-10.55%;6.97%;9.28%;14.67%;10.59%;-6.69%;-0.07%;5.45%;3.26%;3.92%;10.84%;0.00%;55.06%
2022;-22.67%;47.06%;-6.67%;4.83%;18.00%;0.00%;0.25%;-13.67%;2.90%;1.35%;-8.45%;0.00%;8.48%
2023;12.31%;0.00%;-19.86%;-1.25%;-0.28%;17.59%;-5.51%;8.30%;-7.66%;0.00%;0.02%;3.86%;2.29%
2024;13.46%;-2.70%;12.65%;-17.74%;8.24%;3.08%;25.37%;1.19%;1.58%;0.00%;-24.71%;-1.88%;8.66%
2025;11.15%;1.77%;32.05%;-10.08%;2.63%;2.44%;131.71%;-7.89%;0.00%;0.00%;0.00%;0.00%;201.35%
