;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2011;0.00%;0.71%;6.31%;7.21%;6.56%;-15.93%;-3.20%;4.02%;-13.64%;19.47%;5.73%;-3.33%;9.18%
2012;26.03%;9.40%;-0.75%;-5.51%;-1.67%;1.36%;7.59%;5.60%;7.62%;-0.85%;2.07%;6.89%;70.47%
2013;-5.18%;6.67%;-0.38%;12.92%;-16.64%;-9.49%;4.80%;-6.69%;18.04%;-14.52%;-13.43%;2.59%;-24.78%
2014;-12.61%;6.35%;-0.54%;-9.27%;14.23%;10.74%;-9.32%;12.26%;-9.12%;-1.71%;0.31%;-6.36%;-9.38%
2015;-13.06%;8.36%;-3.35%;0.08%;-0.20%;-2.08%;-10.79%;2.15%;-9.05%;5.53%;4.76%;-4.55%;-22.11%
2016;-9.52%;-6.26%;31.11%;3.85%;1.73%;8.55%;4.56%;-7.14%;0.69%;12.95%;-7.00%;-8.87%;19.33%
2017;16.12%;8.21%;-0.35%;7.39%;-4.78%;1.93%;13.12%;23.73%;9.22%;1.10%;-8.59%;18.37%;118.28%
2018;9.27%;-6.14%;-9.89%;4.81%;-19.31%;4.33%;-4.37%;-7.22%;8.31%;10.59%;5.36%;10.25%;0.66%
2019;-0.11%;-1.87%;-7.39%;2.04%;-0.98%;-0.59%;0.38%;-1.81%;0.08%;19.35%;5.75%;2.40%;16.24%
2020;-5.78%;-0.33%;-38.65%;15.27%;-0.94%;13.78%;10.15%;6.37%;-3.17%;10.97%;15.17%;-1.83%;6.53%
2021;3.51%;1.06%;-1.36%;7.53%;17.16%;6.62%;-4.21%;-1.22%;-7.32%;-10.82%;-9.12%;14.31%;12.60%
2022;6.54%;-0.70%;11.03%;-0.79%;-10.36%;-13.28%;13.80%;16.74%;6.50%;6.19%;-14.29%;-12.64%;1.93%
2023;11.95%;-14.84%;-14.87%;4.52%;11.13%;7.18%;4.21%;-14.24%;-8.08%;-10.11%;1.63%;8.75%;-17.53%
2024;-3.01%;-5.37%;8.51%;-19.22%;-4.85%;3.95%;-5.26%;0.72%;-13.94%;0.38%;0.00%;0.00%;-34.40%
