;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;-11.94%;-8.47%;-0.00%;7.41%;-12.07%;17.65%;50.00%;-1.11%;-3.37%;-5.81%;-4.94%;2.60%;17.91%
2001;27.85%;0.99%;-1.96%;-1.00%;-19.19%;-5.00%;9.21%;-13.25%;-13.89%;29.03%;18.75%;0.00%;20.25%
2002;-5.26%;0.00%;8.89%;-6.12%;-3.26%;1.12%;-22.22%;-2.86%;-10.29%;3.28%;-4.76%;3.33%;-34.74%
2003;-11.29%;0.00%;-3.64%;-3.77%;-1.96%;14.00%;-10.53%;-1.96%;2.00%;7.84%;3.64%;10.53%;1.61%
2004;-9.52%;-12.28%;-10.00%;-8.89%;-2.44%;2.50%;14.63%;76.60%;-15.66%;-14.29%;3.33%;20.97%;19.05%
2005;-5.33%;2.82%;12.33%;-2.44%;2.50%;-3.66%;-5.06%;-16.00%;-4.76%;33.33%;-2.50%;-0.00%;4.00%
2006;-7.69%;-0.00%;4.17%;6.67%;-20.00%;-1.56%;-9.52%;-10.53%;-7.84%;-12.77%;34.15%;-14.55%;-39.74%
2007;23.40%;3.45%;-0.00%;26.67%;-5.26%;61.11%;3.45%;-20.83%;12.63%;-0.00%;-15.89%;13.33%;117.02%
2008;0.98%;-6.80%;-11.46%;-5.88%;1.25%;-27.16%;0.00%;-20.34%;-4.26%;-17.78%;-18.92%;16.67%;-65.69%
2009;-2.86%;-5.88%;-0.00%;6.25%;-2.94%;12.12%;-2.70%;-8.33%;3.03%;-2.94%;-9.09%;3.33%;-11.43%
2010;38.71%;23.26%;-5.66%;-10.00%;-8.89%;-4.88%;28.21%;100.00%;56.00%;-12.18%;-19.71%;19.09%;322.58%
2011;-2.29%;-3.91%;-8.94%;-1.79%;-0.91%;6.42%;18.10%;17.52%;-19.88%;-6.98%;0.00%;16.67%;6.87%
2012;-1.43%;8.70%;-14.67%;-11.22%;-0.00%;-16.81%;-24.47%;-22.54%;78.18%;-13.27%;-31.76%;-10.34%;-62.65%
2013;19.23%;-12.90%;-5.56%;-7.84%;-2.13%;-8.70%;-7.14%;17.95%;21.74%;-5.36%;-13.21%;-8.70%;-19.23%
2014;-2.38%;-2.44%;-2.50%;-10.26%;-22.86%;3.70%;3.57%;44.83%;-19.05%;-14.71%;-17.24%;8.33%;-38.10%
2015;0.00%;-3.85%;-4.00%;-4.17%;-8.70%;-4.76%;-15.00%;-29.41%;8.33%;-0.00%;-7.69%;0.00%;-53.85%
2016;-50.00%;-34.00%;36.36%;29.44%;-25.46%;11.52%;1.38%;14.77%;17.75%;-7.04%;-6.76%;8.70%;-37.50%
2017;18.67%;22.36%;1.01%;-23.00%;-10.86%;59.60%;16.10%;-32.81%;-5.32%;-12.36%;-6.41%;-3.42%;-6.00%
2018;-0.71%;114.29%;-52.00%;-1.67%;-8.19%;7.69%;-0.57%;-3.74%;-5.22%;18.90%;-4.64%;11.11%;13.48%
2019;12.37%;-2.56%;0.68%;2.83%;-12.35%;-6.54%;16.29%;-8.10%;2.90%;-13.34%;-2.68%;-3.05%;-16.50%
2020;15.12%;-6.63%;4.32%;-12.55%;-11.45%;130.17%;-17.60%;-6.36%;-7.57%;-0.42%;-0.11%;48.15%;110.03%
2021;63.93%;-4.35%;-21.14%;-11.12%;13.49%;18.86%;-18.41%;-2.42%;-29.35%;-15.04%;2.52%;-2.94%;-29.51%
2022;-10.11%;-5.62%;10.73%;-7.97%;29.71%;16.32%;28.22%;-13.60%;9.10%;-7.83%;70.42%;-8.08%;127.60%
2023;-35.23%;6.31%;6.19%;2.07%;-21.13%;42.94%;0.26%;-9.95%;-12.28%;-29.40%;50.05%;32.16%;-6.71%
2024;23.52%;52.27%;3.67%;0.00%;-14.65%;-11.59%;2.20%;7.66%;-15.74%;-7.71%;4.77%;19.10%;57.10%
2025;10.64%;-41.78%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-35.59%
