;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2006;0.00%;0.00%;0.00%;0.00%;75.00%;0.00%;1.86%;40.25%;4.00%;51.83%;38.70%;-13.24%;375.00%
2007;63.16%;19.29%;29.80%;-15.65%;-0.00%;-0.02%;-3.68%;-2.59%;-0.11%;0.00%;31.66%;0.10%;163.16%
2008;85.98%;0.00%;-3.23%;-11.10%;-5.01%;0.00%;0.00%;-4.08%;0.00%;0.00%;0.00%;0.00%;45.78%
2009;0.00%;-58.84%;0.00%;0.00%;0.00%;0.00%;0.00%;-13.33%;0.00%;0.00%;0.00%;0.00%;-64.33%
2010;0.00%;0.00%;34.62%;-8.29%;0.00%;0.00%;-0.28%;0.00%;3.09%;0.00%;-1.52%;0.00%;25.00%
2011;0.00%;0.00%;0.00%;13.85%;0.00%;0.00%;0.00%;-5.41%;-14.29%;0.00%;-9.97%;0.00%;-16.89%
2012;0.00%;0.00%;0.00%;0.00%;-18.55%;-4.50%;-13.47%;0.00%;0.00%;-0.99%;0.00%;0.00%;-33.36%
2013;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;38.89%;38.89%
2014;8.00%;1.11%;-1.10%;0.00%;-7.22%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.20%
2015;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-4.19%;-1.04%;6.53%;0.00%;1.00%
2016;0.00%;2.77%;3.85%;-7.41%;12.00%;21.43%;7.53%;-0.90%;0.00%;0.00%;-9.63%;0.00%;29.42%
2017;-0.38%;0.00%;4.73%;36.33%;22.36%;-12.99%;0.00%;0.00%;0.00%;0.00%;5.57%;-4.55%;52.60%
2018;7.14%;0.00%;0.00%;0.00%;7.50%;0.00%;0.00%;0.00%;0.00%;18.91%;0.00%;-4.48%;30.83%
2019;-0.48%;0.00%;0.00%;0.92%;0.00%;0.00%;0.00%;0.00%;0.00%;0.23%;7.02%;0.00%;7.75%
2020;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-5.83%;-0.00%;-13.20%;0.00%;0.00%;0.00%;-18.25%
2021;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;6.89%;0.00%;0.00%;2.22%;0.00%;0.00%;9.26%
2022;0.00%;0.00%;2.17%;0.00%;-1.06%;0.00%;0.00%;-11.08%;0.00%;0.00%;0.00%;-0.85%;-10.87%
2023;0.00%;0.00%;0.00%;0.00%;-2.29%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-2.29%
2024;0.00%;0.00%;-7.50%;0.87%;0.00%;0.00%;0.00%;-1.89%;0.00%;0.00%;0.00%;0.00%;-8.46%
2025;0.00%;0.00%;0.00%;0.00%;0.37%;0.00%;0.00%;0.00%;10.19%;0.30%;2.19%;-3.66%;9.22%
2026;3.80%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;3.80%
